geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
lao;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38320;268900;128;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0
lbn;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104100;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0
lbr;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;3500;0
lca;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;80030;0;0;3000;0;0;0;0;45;0;0;0;0;0;754;0;0;0;0;200;0;0;0;0;0;0;0;1;0
lka;storm_affected_annual_number;0;0;0;0;0;0;0;0;1006000;0;0;0;0;0;0;8000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375000;0;0;0;0;0;0;0;50010
lso;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;2002;0;0;0;0;0;0;4500
ltu;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;780000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
lux;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lva;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
mac;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mar;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1;0;0;0
mda;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25580;0;0;0;0;0;2600000;0;0;0;0;0;0;0;0
mdg;storm_affected_annual_number;10070;0;2510000;0;0;10060;508900;30010;18070;0;0;118100;70090;13600;100300;0;84410;0;0;55390;0;250000;0;0;540300;0;100000;600200;0;0;1106000;0;528100;162800;1033000;8063;6520;222600;533300
mdv;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mex;storm_affected_annual_number;0;17;0;0;13;29;577100;50010;0;0;0;100;50220;282800;10000;0;0;0;125300;0;38;10010;10000;77040;0;66970;19850;805000;5715;4009;30330;6405;509500;9004;20;2970000;270700;203000;500000
mhl;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mkd;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
mmr;storm_affected_annual_number;0;0;0;0;0;200;0;0;132000;0;0;0;36010;0;0;0;0;0;0;0;0;0;0;0;64990;0;0;0;0;0;0;0;0;0;25240;0;60140;0;2558000
mng;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;6;0;100000;0;0;0;0;0;0;1071000;175000;665000;0;0;0;0;0;52
mnp;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0
moz;storm_affected_annual_number;0;0;0;0;0;0;0;54;105000;0;0;0;0;0;350100;0;0;0;4100;0;0;0;0;0;2502000;0;200000;0;0;0;1436;0;4020;23020;0;0;0;162800;220000
mrt;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0
msr;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mtq;storm_affected_annual_number;5045;0;0;0;0;0;0;0;0;20000;0;0;0;0;0;0;0;0;0;0;1508;0;0;3012;0;0;0;0;0;600;0;0;0;0;0;0;0;7;0
mus;storm_affected_annual_number;0;0;25020;0;0;826300;0;0;0;105300;0;0;32500;352;0;0;0;0;0;4508;0;7500;0;0;2302;0;3;0;0;1000;0;0;1053;0;0;0;0;2;0
mwi;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0
mys;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4446;2117;0;0;500;0;157;0;41000;0;0;0;0
ncl;storm_affected_annual_number;0;0;3;0;0;0;0;0;0;0;0;2004;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0
ner;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1257;0;0;0;0;0;0
nga;storm_affected_annual_number;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1000;0;0;0;0;0;0;0;0
nic;storm_affected_annual_number;0;4685;0;0;0;0;0;0;0;0;0;0;52070;0;0;0;0;0;360400;0;0;0;0;123000;0;15120;10770;0;871600;0;2512;24880;302;0;200;13650;0;188900;1403
niu;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;703;0;0;0;0
nld;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;250000;0;102;0;0;0;0;4;0;0;1;0;7;0
nor;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
npl;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;70;0;0;171;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0
nzl;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2001;143;0;0;0;0;0;2;0;100;0;300;0
omn;storm_affected_annual_number;0;0;0;0;0;0;0;6703;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;30;0;0;0;20080;0
pak;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;41;656;0;0;0;0;261;0;36;0;0;0;0;609;56;0;0;41;12;536600;0;504;26;2608;0;58;0;1650000;0
pan;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8762;0;0;0;62;0;0;0;0;0;7503;0;0;0;0;0;0;0;0;0;0
per;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581200;0;0;0;0;86740;0;0;0;0;0;0
phl;storm_affected_annual_number;1816000;46760;493100;3445000;103900;5263;2705000;158300;1860000;585600;1867000;1103000;1020000;170700;4538000;1604000;1243000;3239000;4518000;2137000;6320000;1578000;1046000;3582000;1991000;3278000;37670;366800;7324000;1387000;6188000;3451000;3261000;466400;3243000;20040;7824000;1922000;6853000
png;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40060;0;0;0;7532;0;0;0;0;0;0;0;0;0;162300;0
pol;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;900;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;9;0;0;0;0;19;1062
pri;storm_affected_annual_number;0;0;0;0;0;26;0;0;0;4503;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;98000;57330;0;0;1;0;0;0;100;3502;0;0;1;0
prk;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2506;0;0;0;0;0;0;627200;0;7404;0;0;0;0;1649;0
prt;storm_affected_annual_number;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;74;0;0;0;0;0;0;0;0
pry;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;12500;0;0;0;0;0;47660
pyf;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;5057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
reu;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;7025;0;0;0;0;0;0;4010;0;6271;0;0;0;14;0;0;0;0;0;0;602;0;3100;0;0;0;0;92;0
rou;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;5406;0;0;72;0;0;314;0;0;0;2412;3;0;0;90
rus;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;2705;0;0;168;12;9;12440;8;0;6071;2;0;0;0
sau;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scg;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sdn;storm_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0
