geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
fin;mean_years_in_school_men_35_to_44_years;8.03;8.17;8.31;8.44;8.58;8.72;8.86;9.0;9.14;9.28;9.42;9.56;9.71;9.85;9.99;10.13;10.27;10.41;10.55;10.69;10.83;10.97;11.11;11.25;11.39;11.53;11.66;11.8;11.94;12.07;12.2;12.34;12.47;12.6;12.73;12.86;12.98;13.11;13.24;13.36;13.48;13.61;13.73;13.85;13.96;14.08
fji;mean_years_in_school_men_35_to_44_years;5.79;5.89;6.0;6.1;6.21;6.31;6.42;6.52;6.63;6.73;6.83;6.94;7.04;7.14;7.25;7.35;7.45;7.55;7.65;7.74;7.84;7.94;8.03;8.13;8.22;8.32;8.44;8.56;8.69;8.81;8.94;9.07;9.2;9.33;9.46;9.59;9.73;9.86;10.0;10.13;10.27;10.4;10.54;10.67;10.81;10.94
fra;mean_years_in_school_men_35_to_44_years;6.65;6.77;6.89;7.01;7.13;7.25;7.37;7.5;7.62;7.75;7.87;8.0;8.13;8.25;8.38;8.51;8.63;8.76;8.89;9.02;9.14;9.27;9.4;9.52;9.65;9.77;9.91;10.04;10.18;10.31;10.45;10.59;10.72;10.86;11.0;11.13;11.27;11.41;11.54;11.68;11.81;11.95;12.08;12.22;12.35;12.48
fsm;mean_years_in_school_men_35_to_44_years;7.03;7.16;7.29;7.42;7.55;7.68;7.82;7.95;8.09;8.22;8.36;8.49;8.63;8.77;8.9;9.04;9.18;9.31;9.45;9.58;9.72;9.86;9.99;10.12;10.26;10.39;10.52;10.65;10.78;10.91;11.04;11.18;11.31;11.44;11.57;11.7;11.83;11.96;12.09;12.21;12.34;12.47;12.6;12.72;12.85;12.97
gab;mean_years_in_school_men_35_to_44_years;3.9;3.99;4.09;4.18;4.28;4.38;4.48;4.59;4.69;4.8;4.91;5.02;5.13;5.24;5.36;5.48;5.6;5.72;5.84;5.97;6.1;6.23;6.36;6.49;6.62;6.76;6.9;7.04;7.18;7.32;7.46;7.6;7.74;7.88;8.02;8.16;8.3;8.44;8.58;8.72;8.86;9.0;9.14;9.28;9.41;9.55
gbr;mean_years_in_school_men_35_to_44_years;8.18;8.31;8.45;8.59;8.72;8.86;9.0;9.14;9.28;9.42;9.56;9.7;9.84;9.98;10.12;10.26;10.4;10.53;10.67;10.81;10.95;11.09;11.22;11.36;11.49;11.63;11.76;11.89;12.02;12.16;12.29;12.41;12.54;12.67;12.8;12.92;13.05;13.17;13.3;13.42;13.54;13.66;13.78;13.9;14.02;14.13
geo;mean_years_in_school_men_35_to_44_years;7.97;8.11;8.25;8.39;8.53;8.67;8.81;8.95;9.09;9.23;9.37;9.51;9.65;9.79;9.93;10.07;10.21;10.35;10.48;10.62;10.76;10.9;11.03;11.16;11.3;11.43;11.56;11.69;11.82;11.95;12.08;12.21;12.34;12.46;12.59;12.71;12.84;12.96;13.09;13.21;13.33;13.45;13.57;13.69;13.8;13.92
gha;mean_years_in_school_men_35_to_44_years;3.7;3.79;3.89;3.98;4.08;4.18;4.28;4.38;4.49;4.59;4.7;4.81;4.91;5.03;5.14;5.25;5.36;5.48;5.59;5.71;5.82;5.94;6.05;6.17;6.28;6.39;6.5;6.61;6.72;6.83;6.94;7.05;7.16;7.28;7.39;7.5;7.62;7.73;7.85;7.96;8.08;8.2;8.32;8.44;8.56;8.68
gin;mean_years_in_school_men_35_to_44_years;1.17;1.21;1.24;1.28;1.32;1.36;1.4;1.44;1.48;1.53;1.58;1.62;1.67;1.72;1.78;1.83;1.89;1.95;2.01;2.07;2.13;2.2;2.27;2.34;2.42;2.5;2.57;2.65;2.72;2.8;2.87;2.95;3.03;3.11;3.19;3.27;3.35;3.43;3.52;3.6;3.69;3.78;3.86;3.95;4.05;4.14
gmb;mean_years_in_school_men_35_to_44_years;1.68;1.72;1.77;1.81;1.86;1.91;1.96;2.02;2.07;2.12;2.18;2.24;2.3;2.36;2.42;2.48;2.55;2.61;2.68;2.75;2.82;2.89;2.97;3.04;3.12;3.2;3.28;3.36;3.45;3.53;3.62;3.71;3.8;3.89;3.98;4.07;4.16;4.26;4.35;4.45;4.55;4.65;4.75;4.85;4.96;5.06
gnb;mean_years_in_school_men_35_to_44_years;1.3;1.33;1.37;1.41;1.45;1.49;1.53;1.57;1.62;1.66;1.71;1.76;1.81;1.86;1.91;1.96;2.02;2.08;2.13;2.19;2.26;2.32;2.39;2.46;2.53;2.6;2.68;2.75;2.83;2.91;2.99;3.07;3.15;3.23;3.32;3.4;3.49;3.58;3.67;3.75;3.85;3.94;4.03;4.12;4.22;4.32
gnq;mean_years_in_school_men_35_to_44_years;4.09;4.19;4.28;4.38;4.48;4.58;4.68;4.78;4.88;4.99;5.1;5.2;5.32;5.43;5.54;5.65;5.77;5.89;6.01;6.13;6.25;6.37;6.5;6.62;6.75;6.88;7.01;7.14;7.27;7.4;7.53;7.67;7.8;7.94;8.07;8.21;8.34;8.48;8.62;8.76;8.89;9.03;9.17;9.31;9.45;9.59
grc;mean_years_in_school_men_35_to_44_years;6.4;6.52;6.65;6.78;6.91;7.04;7.18;7.31;7.45;7.59;7.73;7.87;8.02;8.16;8.31;8.46;8.6;8.75;8.9;9.06;9.21;9.36;9.52;9.68;9.83;9.99;10.14;10.29;10.43;10.58;10.72;10.87;11.01;11.16;11.3;11.44;11.58;11.72;11.86;12.0;12.13;12.27;12.4;12.54;12.67;12.8
grd;mean_years_in_school_men_35_to_44_years;3.95;4.04;4.14;4.23;4.32;4.42;4.52;4.62;4.72;4.82;4.92;5.03;5.13;5.24;5.35;5.46;5.57;5.69;5.8;5.92;6.04;6.16;6.28;6.4;6.52;6.65;6.77;6.9;7.02;7.15;7.28;7.41;7.54;7.67;7.81;7.94;8.08;8.21;8.35;8.48;8.62;8.76;8.9;9.04;9.18;9.32
gtm;mean_years_in_school_men_35_to_44_years;2.46;2.52;2.59;2.65;2.71;2.78;2.85;2.92;2.99;3.06;3.13;3.2;3.28;3.36;3.43;3.51;3.6;3.68;3.76;3.85;3.93;4.02;4.11;4.2;4.29;4.39;4.48;4.57;4.67;4.77;4.87;4.97;5.07;5.18;5.28;5.39;5.5;5.61;5.73;5.84;5.96;6.07;6.19;6.31;6.43;6.56
guy;mean_years_in_school_men_35_to_44_years;4.43;4.53;4.63;4.73;4.83;4.93;5.03;5.14;5.25;5.36;5.47;5.58;5.69;5.81;5.92;6.04;6.16;6.27;6.39;6.52;6.64;6.76;6.89;7.01;7.14;7.27;7.39;7.52;7.65;7.77;7.9;8.04;8.17;8.3;8.43;8.57;8.7;8.84;8.97;9.11;9.25;9.39;9.52;9.66;9.8;9.94
hnd;mean_years_in_school_men_35_to_44_years;2.47;2.53;2.6;2.67;2.75;2.82;2.9;2.98;3.06;3.14;3.23;3.32;3.41;3.51;3.6;3.7;3.81;3.91;4.02;4.13;4.24;4.36;4.48;4.6;4.72;4.85;4.96;5.06;5.17;5.28;5.4;5.51;5.62;5.74;5.85;5.97;6.09;6.21;6.33;6.45;6.58;6.7;6.83;6.95;7.08;7.21
hrv;mean_years_in_school_men_35_to_44_years;6.19;6.31;6.43;6.55;6.68;6.8;6.92;7.04;7.17;7.29;7.42;7.54;7.67;7.8;7.92;8.05;8.17;8.3;8.42;8.54;8.67;8.79;8.91;9.03;9.15;9.26;9.38;9.5;9.61;9.73;9.85;9.97;10.1;10.22;10.35;10.47;10.6;10.73;10.85;10.98;11.11;11.24;11.38;11.51;11.64;11.77
hti;mean_years_in_school_men_35_to_44_years;2.05;2.1;2.16;2.22;2.28;2.34;2.4;2.47;2.53;2.6;2.67;2.74;2.82;2.89;2.97;3.05;3.13;3.21;3.3;3.39;3.48;3.57;3.66;3.76;3.86;3.96;4.06;4.16;4.26;4.36;4.46;4.57;4.68;4.78;4.89;5.0;5.12;5.23;5.34;5.46;5.58;5.7;5.82;5.94;6.06;6.19
hun;mean_years_in_school_men_35_to_44_years;7.86;7.98;8.11;8.23;8.36;8.48;8.61;8.73;8.86;8.98;9.1;9.23;9.35;9.47;9.59;9.71;9.82;9.94;10.06;10.17;10.28;10.39;10.5;10.61;10.72;10.82;10.94;11.06;11.18;11.3;11.42;11.54;11.67;11.79;11.91;12.04;12.16;12.28;12.41;12.53;12.66;12.78;12.91;13.03;13.15;13.28
idn;mean_years_in_school_men_35_to_44_years;3.58;3.67;3.76;3.85;3.94;4.03;4.13;4.23;4.32;4.43;4.53;4.64;4.74;4.85;4.96;5.08;5.19;5.31;5.43;5.55;5.68;5.81;5.93;6.06;6.2;6.33;6.47;6.6;6.74;6.88;7.02;7.16;7.3;7.44;7.58;7.72;7.87;8.01;8.15;8.3;8.44;8.58;8.73;8.87;9.01;9.16
ind;mean_years_in_school_men_35_to_44_years;2.59;2.67;2.74;2.82;2.9;2.98;3.06;3.14;3.23;3.32;3.41;3.51;3.6;3.7;3.8;3.9;4.01;4.11;4.22;4.33;4.44;4.56;4.67;4.79;4.91;5.03;5.14;5.25;5.36;5.48;5.59;5.71;5.83;5.94;6.06;6.18;6.3;6.42;6.54;6.67;6.79;6.91;7.04;7.16;7.29;7.42
irl;mean_years_in_school_men_35_to_44_years;6.65;6.79;6.93;7.06;7.2;7.35;7.49;7.63;7.78;7.93;8.08;8.23;8.38;8.54;8.69;8.85;9.01;9.17;9.33;9.49;9.65;9.8;9.96;10.12;10.28;10.44;10.58;10.73;10.87;11.01;11.15;11.29;11.42;11.56;11.7;11.83;11.97;12.1;12.23;12.36;12.49;12.62;12.75;12.88;13.01;13.14
irn;mean_years_in_school_men_35_to_44_years;2.43;2.52;2.62;2.72;2.82;2.93;3.05;3.17;3.3;3.44;3.58;3.74;3.9;4.06;4.24;4.43;4.63;4.83;5.05;5.27;5.5;5.74;5.98;6.22;6.47;6.7;6.87;7.04;7.2;7.36;7.52;7.68;7.84;7.99;8.15;8.3;8.45;8.61;8.76;8.91;9.06;9.2;9.35;9.5;9.64;9.79
irq;mean_years_in_school_men_35_to_44_years;2.84;2.95;3.05;3.17;3.28;3.41;3.54;3.67;3.81;3.95;4.1;4.26;4.43;4.6;4.77;4.96;5.15;5.35;5.55;5.76;5.97;6.19;6.42;6.64;6.86;7.08;7.24;7.4;7.55;7.7;7.85;8.0;8.15;8.29;8.44;8.58;8.72;8.86;9.0;9.14;9.28;9.42;9.56;9.7;9.84;9.98
isl;mean_years_in_school_men_35_to_44_years;8.56;8.7;8.84;8.98;9.12;9.26;9.4;9.55;9.69;9.83;9.97;10.12;10.26;10.4;10.54;10.69;10.83;10.97;11.11;11.25;11.39;11.53;11.67;11.8;11.94;12.07;12.2;12.33;12.46;12.59;12.72;12.84;12.97;13.09;13.22;13.34;13.46;13.58;13.7;13.81;13.93;14.04;14.16;14.27;14.38;14.49
isr;mean_years_in_school_men_35_to_44_years;9.38;9.52;9.66;9.8;9.94;10.08;10.22;10.36;10.5;10.64;10.77;10.91;11.04;11.17;11.31;11.44;11.57;11.7;11.82;11.95;12.07;12.2;12.32;12.43;12.55;12.66;12.78;12.9;13.01;13.13;13.25;13.36;13.48;13.59;13.71;13.82;13.93;14.05;14.16;14.27;14.38;14.49;14.59;14.7;14.8;14.91
ita;mean_years_in_school_men_35_to_44_years;7.48;7.61;7.74;7.86;7.99;8.12;8.25;8.38;8.5;8.63;8.76;8.89;9.02;9.14;9.27;9.4;9.52;9.65;9.77;9.9;10.02;10.14;10.26;10.38;10.5;10.62;10.74;10.87;10.99;11.12;11.24;11.37;11.49;11.62;11.75;11.87;12.0;12.13;12.26;12.38;12.51;12.64;12.76;12.89;13.01;13.14
jam;mean_years_in_school_men_35_to_44_years;4.81;4.92;5.03;5.13;5.24;5.36;5.47;5.59;5.7;5.82;5.95;6.07;6.2;6.33;6.46;6.59;6.73;6.87;7.01;7.15;7.3;7.45;7.6;7.76;7.92;8.08;8.24;8.39;8.55;8.71;8.86;9.01;9.16;9.31;9.46;9.61;9.76;9.91;10.05;10.2;10.34;10.49;10.63;10.77;10.91;11.05
jor;mean_years_in_school_men_35_to_44_years;5.21;5.35;5.49;5.64;5.78;5.93;6.09;6.24;6.4;6.56;6.73;6.9;7.07;7.24;7.41;7.59;7.76;7.94;8.12;8.3;8.48;8.65;8.83;9.0;9.18;9.34;9.48;9.63;9.77;9.91;10.04;10.18;10.32;10.45;10.59;10.72;10.86;10.99;11.12;11.25;11.38;11.51;11.64;11.77;11.9;12.02
jpn;mean_years_in_school_men_35_to_44_years;8.99;9.12;9.26;9.39;9.53;9.66;9.8;9.93;10.07;10.2;10.33;10.47;10.6;10.73;10.86;11.0;11.13;11.26;11.39;11.52;11.64;11.77;11.9;12.02;12.15;12.27;12.4;12.53;12.66;12.79;12.91;13.04;13.16;13.28;13.41;13.53;13.65;13.77;13.88;14.0;14.12;14.23;14.34;14.46;14.57;14.67
kaz;mean_years_in_school_men_35_to_44_years;7.4;7.54;7.67;7.81;7.94;8.08;8.22;8.35;8.49;8.63;8.77;8.91;9.05;9.19;9.33;9.46;9.6;9.74;9.87;10.01;10.15;10.28;10.41;10.54;10.68;10.8;10.93;11.06;11.18;11.3;11.43;11.55;11.67;11.79;11.92;12.04;12.16;12.28;12.4;12.52;12.64;12.76;12.88;12.99;13.11;13.23
ken;mean_years_in_school_men_35_to_44_years;3.31;3.4;3.5;3.6;3.71;3.82;3.93;4.04;4.16;4.28;4.41;4.53;4.67;4.8;4.94;5.08;5.23;5.38;5.53;5.69;5.85;6.01;6.17;6.34;6.51;6.68;6.82;6.96;7.1;7.23;7.37;7.5;7.64;7.77;7.91;8.04;8.17;8.3;8.43;8.57;8.7;8.83;8.96;9.09;9.22;9.35
kgz;mean_years_in_school_men_35_to_44_years;7.77;7.91;8.04;8.18;8.32;8.46;8.6;8.73;8.87;9.01;9.15;9.29;9.42;9.56;9.69;9.82;9.96;10.09;10.21;10.34;10.46;10.58;10.7;10.82;10.93;11.04;11.14;11.24;11.34;11.43;11.53;11.63;11.72;11.82;11.92;12.02;12.11;12.21;12.32;12.42;12.52;12.63;12.73;12.84;12.95;13.06
khm;mean_years_in_school_men_35_to_44_years;2.41;2.47;2.53;2.59;2.66;2.72;2.79;2.85;2.92;2.99;3.06;3.13;3.21;3.28;3.36;3.44;3.51;3.6;3.68;3.76;3.85;3.93;4.02;4.11;4.21;4.3;4.4;4.5;4.6;4.7;4.8;4.91;5.02;5.12;5.24;5.35;5.46;5.58;5.69;5.81;5.93;6.05;6.18;6.3;6.43;6.55
kir;mean_years_in_school_men_35_to_44_years;4.32;4.41;4.5;4.59;4.69;4.78;4.88;4.97;5.07;5.16;5.26;5.35;5.45;5.55;5.64;5.74;5.83;5.93;6.02;6.12;6.21;6.3;6.39;6.48;6.56;6.65;6.73;6.81;6.9;7.0;7.09;7.19;7.3;7.4;7.51;7.62;7.73;7.84;7.95;8.07;8.19;8.3;8.42;8.55;8.67;8.79
kor;mean_years_in_school_men_35_to_44_years;8.22;8.36;8.49;8.62;8.76;8.89;9.03;9.16;9.3;9.43;9.57;9.71;9.85;9.99;10.13;10.27;10.41;10.55;10.69;10.83;10.98;11.12;11.27;11.41;11.56;11.71;11.86;12.01;12.16;12.31;12.46;12.6;12.74;12.88;13.02;13.15;13.29;13.42;13.55;13.68;13.8;13.93;14.05;14.17;14.29;14.4
kwt;mean_years_in_school_men_35_to_44_years;4.46;4.58;4.69;4.81;4.93;5.06;5.18;5.31;5.45;5.59;5.73;5.87;6.02;6.17;6.33;6.49;6.65;6.82;7.0;7.18;7.36;7.55;7.75;7.95;8.16;8.38;8.59;8.79;8.99;9.19;9.38;9.58;9.77;9.95;10.14;10.32;10.49;10.67;10.84;11.0;11.17;11.33;11.49;11.64;11.8;11.95
lao;mean_years_in_school_men_35_to_44_years;2.51;2.57;2.64;2.7;2.77;2.84;2.91;2.98;3.06;3.13;3.21;3.28;3.36;3.45;3.53;3.61;3.7;3.79;3.88;3.97;4.07;4.16;4.26;4.36;4.46;4.57;4.68;4.79;4.9;5.01;5.13;5.24;5.36;5.48;5.59;5.71;5.83;5.95;6.08;6.2;6.32;6.45;6.58;6.7;6.83;6.96
lbn;mean_years_in_school_men_35_to_44_years;4.61;4.71;4.82;4.92;5.03;5.14;5.25;5.36;5.47;5.59;5.7;5.82;5.94;6.06;6.18;6.31;6.43;6.56;6.69;6.82;6.95;7.08;7.21;7.34;7.48;7.61;7.74;7.88;8.01;8.14;8.28;8.42;8.55;8.69;8.83;8.96;9.1;9.24;9.38;9.52;9.66;9.79;9.93;10.07;10.21;10.35
lbr;mean_years_in_school_men_35_to_44_years;2.08;2.14;2.21;2.27;2.34;2.41;2.49;2.57;2.65;2.73;2.81;2.9;3.0;3.09;3.19;3.29;3.4;3.51;3.63;3.75;3.87;4.0;4.14;4.27;4.42;4.56;4.7;4.83;4.96;5.09;5.22;5.35;5.47;5.6;5.73;5.86;5.99;6.12;6.25;6.38;6.51;6.63;6.76;6.89;7.02;7.16
lby;mean_years_in_school_men_35_to_44_years;2.99;3.07;3.14;3.22;3.3;3.38;3.46;3.54;3.62;3.71;3.8;3.89;3.98;4.07;4.16;4.26;4.36;4.45;4.56;4.66;4.76;4.87;4.97;5.08;5.19;5.31;5.42;5.53;5.64;5.76;5.88;6.0;6.11;6.24;6.36;6.48;6.6;6.73;6.86;6.98;7.11;7.24;7.37;7.5;7.64;7.77
lca;mean_years_in_school_men_35_to_44_years;4.99;5.1;5.2;5.31;5.42;5.53;5.65;5.76;5.88;5.99;6.11;6.23;6.35;6.47;6.59;6.72;6.84;6.96;7.09;7.22;7.34;7.47;7.6;7.73;7.86;7.99;8.12;8.25;8.38;8.51;8.64;8.78;8.91;9.05;9.18;9.32;9.46;9.59;9.73;9.87;10.0;10.14;10.28;10.42;10.55;10.69
lka;mean_years_in_school_men_35_to_44_years;5.5;5.6;5.71;5.81;5.91;6.01;6.11;6.21;6.32;6.42;6.52;6.62;6.72;6.81;6.91;7.01;7.1;7.19;7.28;7.37;7.46;7.54;7.62;7.7;7.77;7.85;7.95;8.06;8.17;8.28;8.39;8.51;8.63;8.75;8.87;8.99;9.12;9.24;9.37;9.5;9.63;9.76;9.89;10.03;10.16;10.29
lso;mean_years_in_school_men_35_to_44_years;2.82;2.88;2.95;3.01;3.08;3.15;3.22;3.3;3.37;3.44;3.52;3.59;3.67;3.75;3.83;3.91;3.99;4.07;4.15;4.23;4.32;4.4;4.48;4.57;4.66;4.75;4.85;4.95;5.05;5.16;5.26;5.37;5.48;5.59;5.7;5.82;5.93;6.05;6.17;6.29;6.41;6.53;6.66;6.78;6.91;7.04
ltu;mean_years_in_school_men_35_to_44_years;7.58;7.71;7.84;7.98;8.11;8.25;8.39;8.52;8.66;8.8;8.94;9.08;9.21;9.35;9.49;9.63;9.77;9.91;10.05;10.18;10.32;10.46;10.59;10.73;10.86;10.99;11.12;11.24;11.37;11.49;11.62;11.74;11.86;11.98;12.11;12.23;12.35;12.47;12.59;12.71;12.83;12.95;13.07;13.19;13.31;13.42
lux;mean_years_in_school_men_35_to_44_years;7.21;7.34;7.47;7.6;7.73;7.87;8.0;8.14;8.27;8.41;8.54;8.68;8.82;8.96;9.09;9.23;9.37;9.51;9.65;9.79;9.93;10.07;10.21;10.35;10.48;10.62;10.76;10.9;11.03;11.17;11.31;11.44;11.58;11.71;11.85;11.98;12.11;12.24;12.38;12.51;12.64;12.77;12.9;13.02;13.15;13.28
lva;mean_years_in_school_men_35_to_44_years;8.09;8.22;8.36;8.5;8.64;8.77;8.91;9.05;9.18;9.32;9.46;9.59;9.73;9.86;10.0;10.13;10.26;10.39;10.52;10.65;10.77;10.89;11.02;11.14;11.25;11.37;11.48;11.59;11.7;11.82;11.93;12.04;12.15;12.27;12.38;12.49;12.61;12.72;12.84;12.95;13.07;13.18;13.29;13.41;13.52;13.64
mar;mean_years_in_school_men_35_to_44_years;1.93;1.98;2.04;2.09;2.14;2.2;2.26;2.32;2.38;2.44;2.5;2.56;2.63;2.7;2.77;2.84;2.91;2.98;3.06;3.13;3.21;3.29;3.37;3.46;3.54;3.63;3.72;3.81;3.9;3.99;4.09;4.18;4.28;4.38;4.48;4.58;4.68;4.79;4.89;5.0;5.11;5.21;5.33;5.44;5.55;5.66
mda;mean_years_in_school_men_35_to_44_years;6.87;6.99;7.12;7.24;7.37;7.5;7.63;7.76;7.89;8.02;8.15;8.28;8.41;8.55;8.68;8.81;8.94;9.07;9.2;9.33;9.46;9.59;9.72;9.85;9.98;10.11;10.24;10.37;10.5;10.64;10.77;10.9;11.04;11.17;11.31;11.44;11.58;11.71;11.85;11.98;12.12;12.25;12.38;12.51;12.65;12.78
mdg;mean_years_in_school_men_35_to_44_years;2.41;2.47;2.54;2.6;2.67;2.73;2.8;2.87;2.94;3.02;3.09;3.17;3.25;3.33;3.41;3.49;3.57;3.66;3.75;3.84;3.93;4.02;4.12;4.22;4.32;4.42;4.52;4.63;4.73;4.84;4.95;5.06;5.17;5.28;5.4;5.51;5.63;5.74;5.86;5.98;6.1;6.22;6.34;6.46;6.59;6.71
mdv;mean_years_in_school_men_35_to_44_years;2.85;2.92;2.99;3.05;3.12;3.19;3.26;3.34;3.41;3.48;3.55;3.63;3.7;3.77;3.85;3.92;4.0;4.07;4.14;4.22;4.29;4.36;4.44;4.51;4.58;4.65;4.72;4.79;4.87;4.95;5.03;5.11;5.2;5.29;5.38;5.47;5.57;5.67;5.77;5.87;5.98;6.08;6.19;6.31;6.42;6.53
mex;mean_years_in_school_men_35_to_44_years;4.24;4.34;4.44;4.55;4.66;4.76;4.87;4.99;5.1;5.22;5.33;5.45;5.57;5.7;5.82;5.95;6.08;6.21;6.34;6.47;6.6;6.74;6.87;7.01;7.14;7.28;7.41;7.54;7.68;7.81;7.95;8.08;8.22;8.35;8.49;8.63;8.77;8.9;9.04;9.18;9.32;9.45;9.59;9.73;9.87;10.01
mhl;mean_years_in_school_men_35_to_44_years;5.08;5.19;5.29;5.4;5.52;5.63;5.74;5.86;5.98;6.09;6.21;6.33;6.46;6.58;6.7;6.83;6.96;7.09;7.21;7.34;7.47;7.61;7.74;7.87;8.01;8.14;8.28;8.41;8.55;8.68;8.82;8.96;9.1;9.24;9.38;9.52;9.65;9.79;9.93;10.07;10.21;10.35;10.49;10.63;10.77;10.91
mkd;mean_years_in_school_men_35_to_44_years;6.66;6.79;6.91;7.04;7.16;7.29;7.41;7.54;7.67;7.8;7.92;8.05;8.18;8.31;8.44;8.56;8.69;8.82;8.94;9.07;9.19;9.31;9.43;9.55;9.67;9.79;9.9;10.01;10.12;10.23;10.35;10.46;10.58;10.7;10.82;10.94;11.06;11.18;11.31;11.43;11.55;11.68;11.81;11.93;12.06;12.19
mli;mean_years_in_school_men_35_to_44_years;0.74;0.76;0.79;0.81;0.83;0.86;0.88;0.91;0.94;0.97;0.99;1.02;1.06;1.09;1.12;1.15;1.19;1.23;1.26;1.3;1.34;1.38;1.43;1.47;1.52;1.56;1.61;1.65;1.7;1.75;1.79;1.84;1.89;1.94;1.99;2.04;2.1;2.15;2.21;2.26;2.32;2.38;2.44;2.5;2.56;2.63
mlt;mean_years_in_school_men_35_to_44_years;6.36;6.47;6.58;6.69;6.79;6.9;7.01;7.11;7.22;7.32;7.43;7.53;7.63;7.72;7.82;7.91;8.0;8.08;8.17;8.24;8.32;8.39;8.45;8.51;8.56;8.62;8.72;8.83;8.95;9.06;9.18;9.3;9.42;9.55;9.68;9.8;9.93;10.06;10.19;10.32;10.46;10.59;10.72;10.86;10.99;11.12
mmr;mean_years_in_school_men_35_to_44_years;2.59;2.65;2.72;2.78;2.85;2.92;2.99;3.06;3.14;3.21;3.29;3.36;3.44;3.52;3.6;3.69;3.77;3.86;3.94;4.03;4.12;4.22;4.31;4.4;4.5;4.6;4.7;4.8;4.9;5.01;5.12;5.22;5.33;5.44;5.56;5.67;5.79;5.9;6.02;6.14;6.26;6.38;6.51;6.63;6.76;6.89
mne;mean_years_in_school_men_35_to_44_years;6.81;6.93;7.06;7.19;7.32;7.45;7.58;7.71;7.84;7.98;8.11;8.25;8.38;8.52;8.65;8.79;8.93;9.06;9.2;9.34;9.48;9.62;9.76;9.89;10.03;10.17;10.31;10.45;10.58;10.72;10.86;11.0;11.14;11.27;11.41;11.55;11.68;11.82;11.95;12.09;12.22;12.35;12.48;12.61;12.74;12.87
mng;mean_years_in_school_men_35_to_44_years;5.57;5.68;5.79;5.91;6.02;6.14;6.26;6.38;6.5;6.62;6.74;6.86;6.98;7.1;7.23;7.35;7.47;7.6;7.72;7.84;7.97;8.09;8.21;8.34;8.46;8.58;8.7;8.83;8.95;9.07;9.2;9.33;9.45;9.58;9.71;9.84;9.98;10.11;10.24;10.38;10.51;10.65;10.78;10.92;11.06;11.2
moz;mean_years_in_school_men_35_to_44_years;1.69;1.73;1.78;1.82;1.87;1.92;1.97;2.02;2.07;2.13;2.18;2.24;2.3;2.36;2.42;2.48;2.54;2.61;2.67;2.74;2.81;2.88;2.96;3.03;3.11;3.18;3.26;3.35;3.43;3.52;3.6;3.69;3.78;3.87;3.96;4.05;4.15;4.24;4.34;4.44;4.54;4.64;4.74;4.84;4.95;5.05
mrt;mean_years_in_school_men_35_to_44_years;1.7;1.75;1.79;1.84;1.89;1.94;1.99;2.04;2.1;2.15;2.21;2.26;2.32;2.38;2.44;2.51;2.57;2.64;2.7;2.77;2.84;2.91;2.98;3.06;3.13;3.21;3.29;3.37;3.45;3.53;3.61;3.69;3.78;3.87;3.95;4.04;4.13;4.23;4.32;4.41;4.51;4.6;4.7;4.8;4.9;5.01
mus;mean_years_in_school_men_35_to_44_years;3.8;3.9;4.0;4.1;4.21;4.32;4.44;4.55;4.67;4.79;4.92;5.04;5.17;5.31;5.44;5.58;5.72;5.87;6.01;6.16;6.31;6.47;6.62;6.78;6.93;7.09;7.23;7.37;7.51;7.65;7.79;7.93;8.07;8.21;8.35;8.49;8.63;8.77;8.9;9.04;9.18;9.32;9.46;9.6;9.74;9.88
mwi;mean_years_in_school_men_35_to_44_years;2.41;2.48;2.54;2.61;2.68;2.75;2.82;2.9;2.97;3.05;3.13;3.21;3.29;3.38;3.46;3.55;3.63;3.72;3.81;3.9;4.0;4.09;4.18;4.28;4.37;4.46;4.54;4.63;4.71;4.8;4.89;4.97;5.06;5.16;5.25;5.34;5.44;5.53;5.63;5.73;5.83;5.93;6.04;6.14;6.25;6.35
mys;mean_years_in_school_men_35_to_44_years;4.49;4.6;4.71;4.82;4.93;5.05;5.17;5.29;5.42;5.54;5.67;5.81;5.94;6.08;6.22;6.36;6.51;6.66;6.81;6.96;7.12;7.28;7.44;7.61;7.77;7.94;8.1;8.25;8.41;8.56;8.72;8.87;9.03;9.18;9.33;9.48;9.63;9.78;9.93;10.08;10.22;10.37;10.51;10.65;10.8;10.94
nam;mean_years_in_school_men_35_to_44_years;3.41;3.5;3.58;3.66;3.75;3.84;3.93;4.02;4.11;4.2;4.3;4.4;4.5;4.6;4.7;4.8;4.91;5.02;5.12;5.23;5.35;5.46;5.57;5.69;5.81;5.93;6.05;6.17;6.29;6.41;6.54;6.66;6.79;6.92;7.04;7.17;7.3;7.44;7.57;7.7;7.83;7.97;8.1;8.24;8.38;8.51
ner;mean_years_in_school_men_35_to_44_years;0.57;0.58;0.6;0.62;0.63;0.65;0.67;0.69;0.71;0.73;0.75;0.77;0.79;0.82;0.84;0.87;0.89;0.92;0.94;0.97;1.0;1.03;1.06;1.09;1.12;1.16;1.19;1.23;1.27;1.3;1.34;1.38;1.42;1.46;1.5;1.55;1.59;1.63;1.68;1.72;1.77;1.82;1.87;1.92;1.97;2.02
