geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
afg;murdered_30_44_per_100000_people;116.4;117.54;119.14;121.3;123.72;125.05;126.06;126.77;127.13;127.7;128.55;129.98;130.39;130.91;131.29;131.14;130.4;129.29;128.24;126.63;124.94;124.1;123.35;123.09;122.91;122.75;122.43
ago;murdered_30_44_per_100000_people;25.48;25.01;24.74;25.21;25.68;25.51;23.87;23.32;25.67;24.65;24.23;24.27;24.26;24.91;25.2;25.08;25.16;24.91;24.86;24.7;24.24;23.97;23.8;23.69;23.63;23.63;23.34
alb;murdered_30_44_per_100000_people;21.18;24.04;27.05;30.47;33.72;38.58;43.5;49.09;51.48;47.68;40.42;35.14;29.82;24.49;19.44;14.5;12.65;12.74;11.92;10.2;10.39;10.34;10.24;10.16;10.08;10.03;10.04
and;murdered_30_44_per_100000_people;3.48;3.44;3.43;3.37;3.32;3.22;3.13;3.02;2.94;2.87;2.79;2.72;2.66;2.62;2.62;2.55;2.5;2.47;2.43;2.43;2.42;2.43;2.43;2.43;2.46;2.46;2.46
are;murdered_30_44_per_100000_people;7.31;6.87;6.53;6.28;6.09;5.98;5.9;5.8;5.75;5.72;5.64;5.56;5.53;5.4;5.17;5.2;5.03;5.05;5.02;5.13;5.24;5.31;5.35;5.38;5.38;5.33;5.25
arg;murdered_30_44_per_100000_people;26.02;25.91;25.98;26.03;26.21;25.82;25.75;25.6;25.33;25.62;25.83;25.89;25.77;24.39;23.25;22.58;22.31;21.86;22.35;22.57;22.95;23.23;23.53;23.78;23.79;23.49;23.17
arm;murdered_30_44_per_100000_people;22.72;25.78;28.77;32.99;33.54;32.29;31.09;28.22;26.43;25.2;22.78;21.87;21.45;21.11;21.42;21.83;22.12;21.6;21.56;20.79;20.03;19.52;18.59;17.56;16.69;16.61;16.75
asm;murdered_30_44_per_100000_people;34.11;34.28;33.99;33.1;32.76;32.45;32.33;32.11;30.96;30.13;30.3;30.93;31.29;31.19;30.37;29.57;28.22;27.04;26.17;26.07;26.0;25.87;25.73;25.85;25.95;25.98;25.74
atg;murdered_30_44_per_100000_people;16.44;16.56;16.68;16.35;16.36;17.0;16.27;16.46;16.82;16.85;15.7;17.48;17.65;18.72;19.67;21.77;21.67;23.64;23.88;25.24;23.66;23.47;23.41;23.08;22.88;22.5;21.94
aus;murdered_30_44_per_100000_people;8.3;8.08;7.82;7.63;7.71;7.69;7.46;7.46;7.47;7.37;7.27;7.1;6.86;6.62;6.33;6.25;6.3;6.28;6.28;6.23;6.07;6.0;5.86;5.72;5.74;5.72;5.69
aut;murdered_30_44_per_100000_people;5.79;5.65;5.43;5.15;4.97;4.72;4.51;4.19;4.08;3.94;3.68;3.58;3.48;3.28;3.2;3.22;3.19;3.03;2.91;2.9;2.86;2.79;2.71;2.65;2.66;2.6;2.55
aze;murdered_30_44_per_100000_people;28.46;32.87;40.51;43.0;45.36;40.71;37.14;32.89;28.9;25.46;22.9;20.73;19.24;18.98;18.75;18.59;17.35;15.45;15.86;15.65;15.94;16.01;16.55;16.7;16.92;17.19;17.34
bdi;murdered_30_44_per_100000_people;5.36;5.35;5.35;5.36;5.35;5.38;5.4;5.34;5.33;5.14;5.08;4.88;4.82;4.75;4.77;4.81;4.82;4.8;4.78;4.76;4.83;4.88;4.91;4.88;4.87;4.83;4.78
bel;murdered_30_44_per_100000_people;8.16;8.08;8.46;8.58;8.65;8.67;8.74;8.65;8.67;8.59;8.34;8.15;7.72;7.13;6.89;6.71;6.53;6.37;6.08;5.97;5.82;5.82;5.68;5.5;5.47;5.39;5.34
ben;murdered_30_44_per_100000_people;10.15;10.44;10.56;10.7;11.08;11.37;11.74;11.75;11.93;12.16;12.57;12.91;13.15;13.31;13.4;13.38;13.47;13.47;13.56;13.73;13.8;13.93;14.02;14.06;14.1;14.06;14.05
bfa;murdered_30_44_per_100000_people;4.07;4.05;4.07;4.09;4.09;4.09;4.1;4.17;4.24;4.27;4.34;4.29;4.27;4.23;4.18;4.14;4.2;4.29;4.32;4.37;4.45;4.38;4.55;4.58;4.55;4.48;4.42
bgd;murdered_30_44_per_100000_people;16.56;16.12;16.4;16.48;16.61;17.14;17.04;16.61;16.08;15.38;15.08;14.82;14.39;13.89;13.3;12.99;12.94;12.71;12.53;12.44;12.38;12.13;12.17;11.96;11.64;11.33;11.19
bgr;murdered_30_44_per_100000_people;15.77;16.7;18.14;19.31;20.02;19.81;19.69;19.19;17.89;16.32;15.83;14.85;14.12;13.46;13.25;12.69;12.13;11.61;11.36;11.25;10.76;10.23;9.83;9.52;9.62;9.52;9.38
bhr;murdered_30_44_per_100000_people;6.51;6.63;6.73;6.75;6.89;6.88;6.76;6.71;7.73;8.47;9.04;9.56;9.76;9.51;9.14;8.62;8.14;7.57;7.05;6.56;6.21;5.97;5.89;6.05;6.31;6.42;6.5
bhs;murdered_30_44_per_100000_people;94.33;90.77;87.49;80.94;85.16;92.98;85.23;87.63;87.71;74.65;74.81;72.24;78.53;84.8;82.3;91.4;91.24;97.06;104.15;108.63;113.74;117.29;115.77;119.19;111.54;107.69;105.74
bih;murdered_30_44_per_100000_people;15.25;15.38;15.59;15.85;16.03;15.92;15.41;14.71;14.13;13.24;12.57;12.1;11.63;11.28;11.04;10.83;10.65;10.5;10.3;10.27;10.18;10.08;9.54;9.01;8.37;8.6;8.77
blr;murdered_30_44_per_100000_people;38.63;41.81;47.07;52.91;56.14;59.07;59.43;60.5;61.3;60.8;59.08;59.14;59.53;57.26;55.87;54.62;51.82;47.76;47.06;45.92;44.65;44.2;39.12;35.78;33.54;33.6;33.81
blz;murdered_30_44_per_100000_people;47.32;50.6;52.84;53.36;56.41;60.52;66.94;74.36;81.88;84.27;88.44;91.7;92.7;90.87;89.45;94.11;92.21;92.63;97.09;97.22;96.56;97.86;96.96;96.41;95.3;94.14;93.11
bmu;murdered_30_44_per_100000_people;24.98;24.45;23.46;21.22;20.99;20.59;17.37;17.11;15.66;13.33;11.12;12.68;11.78;12.38;12.91;14.24;13.15;14.0;14.57;15.21;15.04;14.35;13.71;13.67;12.64;12.71;12.7
bol;murdered_30_44_per_100000_people;41.65;40.75;39.84;39.01;37.84;37.08;35.99;35.28;34.42;33.78;32.98;32.12;31.55;30.82;30.24;30.06;29.65;29.42;29.4;29.4;29.9;29.51;29.39;29.33;29.33;29.3;29.26
bra;murdered_30_44_per_100000_people;125.55;125.41;124.06;123.28;123.11;123.53;123.28;124.67;124.78;124.25;123.18;121.31;119.25;117.74;115.63;112.83;111.93;111.32;111.17;111.94;111.72;111.61;112.1;111.2;111.48;110.94;110.42
brb;murdered_30_44_per_100000_people;32.34;33.72;34.25;35.14;33.77;34.62;34.25;33.8;33.09;33.78;32.7;34.69;37.24;41.33;43.39;44.12;45.65;45.05;46.94;46.15;45.79;47.18;45.96;45.65;44.72;43.87;43.15
brn;murdered_30_44_per_100000_people;7.63;7.75;7.79;7.8;7.78;7.78;7.83;7.38;6.72;6.27;5.97;5.65;5.22;4.84;4.8;4.79;4.75;4.87;4.77;4.68;4.53;4.38;4.33;4.35;4.23;4.33;4.37
