geo;indicator;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
eth;residential_electricity_use_total;;;;;;;;;;;;96020000.0;87020000.0;85020000.0;87020000.0;89020000.0;94020000.0;98020000.0;111000000.0;126000000.0;151000000.0;157000000.0;170000000.0;181000000.0;196000000.0;216000000.0;217000000.0;200000000.0;256000000.0;261000000.0;309100000.0;365100000.0;405100000.0;437100000.0;481100000.0;530100000.0;558100000.0;569100000.0;516100000.0;497100000.0;520100000.0;395100000.0;591100000.0;644100000.0;711100000.0;769100000.0;977200000.0;1117000000.0;1178000000.0
fin;residential_electricity_use_total;713100000.0;732100000.0;870200000.0;989200000.0;1083000000.0;1220000000.0;1363000000.0;1499000000.0;1755000000.0;2041000000.0;2674000000.0;3687000000.0;4318000000.0;5023000000.0;5137000000.0;5529000000.0;6475000000.0;6807000000.0;7383000000.0;7754000000.0;8057000000.0;8431000000.0;8986000000.0;9448000000.0;10410000000.0;12190000000.0;12530000000.0;13790000000.0;13330000000.0;13500000000.0;14600000000.0;15640000000.0;15860000000.0;16320000000.0;16990000000.0;16260000000.0;17240000000.0;17430000000.0;18150000000.0;18450000000.0;18140000000.0;19380000000.0;19950000000.0;20410000000.0;20370000000.0;20580000000.0;21140000000.0;21490000000.0;21170000000.0
fra;residential_electricity_use_total;7554000000.0;8225000000.0;9385000000.0;10750000000.0;12810000000.0;12560000000.0;13880000000.0;15390000000.0;17130000000.0;19100000000.0;21180000000.0;23450000000.0;26610000000.0;30170000000.0;33050000000.0;38170000000.0;43120000000.0;47540000000.0;53900000000.0;58200000000.0;61560000000.0;64350000000.0;67480000000.0;74910000000.0;79840000000.0;85790000000.0;89600000000.0;93300000000.0;91360000000.0;93530000000.0;96930000000.0;106800000000.0;109600000000.0;111500000000.0;111200000000.0;108900000000.0;120500000000.0;119100000000.0;123200000000.0;127000000000.0;128700000000.0;133900000000.0;133000000000.0;141600000000.0;147100000000.0;144600000000.0;147100000000.0;145800000000.0;155600000000.0
gab;residential_electricity_use_total;;;;;;;;;;;;87020000.0;;88020000.0;88020000.0;88020000.0;96020000.0;110000000.0;110000000.0;113000000.0;165000000.0;270000000.0;285100000.0;378100000.0;310100000.0;390100000.0;380100000.0;391100000.0;393100000.0;200000000.0;234000000.0;232000000.0;232000000.0;233000000.0;383100000.0;403100000.0;441100000.0;466100000.0;490100000.0;521100000.0;514100000.0;540100000.0;569100000.0;587100000.0;599100000.0;628100000.0;676100000.0;720100000.0;797100000.0
gbr;residential_electricity_use_total;33680000000.0;38250000000.0;45700000000.0;52310000000.0;52390000000.0;57270000000.0;59820000000.0;62370000000.0;66670000000.0;72200000000.0;77230000000.0;80690000000.0;86900000000.0;91320000000.0;92640000000.0;89230000000.0;85130000000.0;85920000000.0;85820000000.0;89690000000.0;86120000000.0;84450000000.0;82800000000.0;82970000000.0;83910000000.0;88240000000.0;91840000000.0;93270000000.0;92380000000.0;92290000000.0;93810000000.0;98120000000.0;99500000000.0;100500000000.0;101400000000.0;102200000000.0;107500000000.0;104500000000.0;109400000000.0;110300000000.0;111900000000.0;115400000000.0;114600000000.0;115800000000.0;115500000000.0;116800000000.0;116500000000.0;115100000000.0;117900000000.0
geo;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2903000000.0;2683000000.0;2699000000.0;2952000000.0;2903000000.0;4611000000.0;2290000000.0;2593000000.0;2951000000.0;2763000000.0;2663000000.0;2576000000.0;2491000000.0;2680000000.0;2822000000.0;2962000000.0;2717000000.0;2797000000.0;2862000000.0
gha;residential_electricity_use_total;;;;;;;;;;;;164000000.0;186000000.0;216000000.0;301100000.0;405100000.0;495100000.0;543100000.0;565100000.0;592100000.0;595100000.0;638100000.0;605100000.0;585100000.0;545100000.0;539100000.0;609100000.0;696100000.0;719100000.0;804100000.0;905200000.0;1027000000.0;1229000000.0;1367000000.0;1478000000.0;1626000000.0;1908000000.0;1478000000.0;1222000000.0;1594000000.0;1610000000.0;1713000000.0;1822000000.0;1886000000.0;2012000000.0;1986000000.0;2105000000.0;2095000000.0;2269000000.0
gib;residential_electricity_use_total;;;;;;;;;;;;25000000.0;25000000.0;25000000.0;25000000.0;25000000.0;26000000.0;26000000.0;27000000.0;27000000.0;27000000.0;28010000.0;28010000.0;28010000.0;28010000.0;28010000.0;29010000.0;29010000.0;32010000.0;33010000.0;33010000.0;33010000.0;34010000.0;;;;;;;;;;;;;;;;
grc;residential_electricity_use_total;554100000.0;631100000.0;716100000.0;828100000.0;958200000.0;1096000000.0;1261000000.0;1415000000.0;1519000000.0;1773000000.0;1990000000.0;2291000000.0;2677000000.0;3071000000.0;3003000000.0;3341000000.0;3750000000.0;4151000000.0;4780000000.0;5129000000.0;5657000000.0;5905000000.0;6314000000.0;6770000000.0;7242000000.0;7686000000.0;7807000000.0;8543000000.0;8770000000.0;9145000000.0;9076000000.0;10020000000.0;10610000000.0;10480000000.0;10930000000.0;11510000000.0;12260000000.0;12430000000.0;12790000000.0;13490000000.0;14210000000.0;14550000000.0;15780000000.0;16450000000.0;16860000000.0;16880000000.0;17680000000.0;17960000000.0;18130000000.0
gtm;residential_electricity_use_total;;;;;;;;;;;;160000000.0;206000000.0;222000000.0;240000000.0;286100000.0;315100000.0;363100000.0;399100000.0;377100000.0;441100000.0;437100000.0;449100000.0;468100000.0;490100000.0;500100000.0;544100000.0;527100000.0;505100000.0;593100000.0;641100000.0;677100000.0;764100000.0;830100000.0;894200000.0;955200000.0;994200000.0;1055000000.0;1127000000.0;1293000000.0;1386000000.0;1422000000.0;1412000000.0;2010000000.0;2151000000.0;2216000000.0;2271000000.0;2332000000.0;2407000000.0
hkg;residential_electricity_use_total;;;;;;;;;;;;1058000000.0;1193000000.0;1322000000.0;1393000000.0;1529000000.0;1650000000.0;1928000000.0;2044000000.0;2098000000.0;2337000000.0;2425000000.0;2562000000.0;2968000000.0;3005000000.0;3200000000.0;3558000000.0;3895000000.0;4366000000.0;4744000000.0;5289000000.0;5719000000.0;6033000000.0;6694000000.0;7176000000.0;7519000000.0;8111000000.0;8040000000.0;9112000000.0;8725000000.0;8957000000.0;9114000000.0;9279000000.0;9549000000.0;9484000000.0;9950000000.0;9844000000.0;10120000000.0;10310000000.0
hnd;residential_electricity_use_total;;;;;;;;;;;;136000000.0;148000000.0;163000000.0;179000000.0;195000000.0;221000000.0;266000000.0;289100000.0;345100000.0;211000000.0;240000000.0;264000000.0;282100000.0;291100000.0;330100000.0;340100000.0;372100000.0;405100000.0;436100000.0;502100000.0;540100000.0;562100000.0;630100000.0;609100000.0;784100000.0;868200000.0;984200000.0;1108000000.0;1174000000.0;1330000000.0;1429000000.0;1497000000.0;1540000000.0;1658000000.0;1763000000.0;1807000000.0;2063000000.0;2129000000.0
hrv;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4466000000.0;4462000000.0;4049000000.0;4147000000.0;4210000000.0;4622000000.0;4899000000.0;5190000000.0;5268000000.0;5743000000.0;5730000000.0;5560000000.0;5955000000.0;5695000000.0;6073000000.0;6334000000.0;6521000000.0;6393000000.0;6712000000.0
hti;residential_electricity_use_total;;;;;;;;;;;;47010000.0;47010000.0;47010000.0;58010000.0;81010000.0;69010000.0;94020000.0;94020000.0;94020000.0;116000000.0;123000000.0;132000000.0;129000000.0;131000000.0;138000000.0;126000000.0;139000000.0;146000000.0;159000000.0;155000000.0;127000000.0;109000000.0;103000000.0;65010000.0;108000000.0;116000000.0;81010000.0;116000000.0;128000000.0;116000000.0;116000000.0;93020000.0;93020000.0;105000000.0;107000000.0;109000000.0;86020000.0;80010000.0
hun;residential_electricity_use_total;;;;;;991200000.0;1126000000.0;1268000000.0;1425000000.0;1602000000.0;1817000000.0;2045000000.0;2317000000.0;2550000000.0;2872000000.0;3187000000.0;3594000000.0;3990000000.0;4575000000.0;5009000000.0;5021000000.0;5393000000.0;5900000000.0;6396000000.0;7005000000.0;7397000000.0;7550000000.0;8136000000.0;8228000000.0;8656000000.0;9191000000.0;9770000000.0;10520000000.0;9724000000.0;9845000000.0;9789000000.0;10050000000.0;9782000000.0;9978000000.0;9835000000.0;9794000000.0;10130000000.0;10440000000.0;11060000000.0;11030000000.0;11120000000.0;11450000000.0;11250000000.0;11460000000.0
idn;residential_electricity_use_total;;;;;;;;;;;;931200000.0;990200000.0;1059000000.0;1142000000.0;1258000000.0;1388000000.0;1562000000.0;1874000000.0;2312000000.0;2304000000.0;2805000000.0;3374000000.0;4096000000.0;4499000000.0;4910000000.0;5494000000.0;6206000000.0;7055000000.0;7120000000.0;8593000000.0;10020000000.0;11340000000.0;12810000000.0;14670000000.0;18120000000.0;19550000000.0;22720000000.0;24870000000.0;26890000000.0;30570000000.0;33350000000.0;34000000000.0;35760000000.0;40330000000.0;41190000000.0;43760000000.0;47330000000.0;50190000000.0
ind;residential_electricity_use_total;;;;;;;;;;;;4108000000.0;4310000000.0;4646000000.0;5174000000.0;5822000000.0;6338000000.0;6822000000.0;7577000000.0;8404000000.0;9248000000.0;10440000000.0;12090000000.0;13240000000.0;15510000000.0;17260000000.0;19330000000.0;22120000000.0;24610000000.0;29580000000.0;31990000000.0;35860000000.0;39720000000.0;43350000000.0;47920000000.0;51740000000.0;55280000000.0;60360000000.0;64980000000.0;70530000000.0;75640000000.0;79710000000.0;83370000000.0;89750000000.0;95680000000.0;100100000000.0;111000000000.0;120900000000.0;124600000000.0
irl;residential_electricity_use_total;974200000.0;1021000000.0;1154000000.0;1206000000.0;1317000000.0;1409000000.0;1497000000.0;1583000000.0;1791000000.0;1904000000.0;2127000000.0;2291000000.0;2453000000.0;2590000000.0;2712000000.0;2618000000.0;2847000000.0;3050000000.0;3284000000.0;3653000000.0;3596000000.0;3560000000.0;3608000000.0;3698000000.0;3756000000.0;3958000000.0;4069000000.0;4233000000.0;4208000000.0;4331000000.0;4143000000.0;4352000000.0;4607000000.0;4687000000.0;4831000000.0;4961000000.0;5220000000.0;5326000000.0;5512000000.0;6010000000.0;6376000000.0;6729000000.0;6580000000.0;6967000000.0;7347000000.0;7513000000.0;8084000000.0;8064000000.0;8528000000.0
irn;residential_electricity_use_total;;;;;;;;;;;;983200000.0;1218000000.0;1423000000.0;1620000000.0;2034000000.0;2620000000.0;3239000000.0;3798000000.0;4703000000.0;5480000000.0;5810000000.0;7351000000.0;8859000000.0;10070000000.0;11320000000.0;12420000000.0;13670000000.0;14000000000.0;15790000000.0;17350000000.0;19130000000.0;19510000000.0;22150000000.0;22480000000.0;23380000000.0;24000000000.0;26530000000.0;28690000000.0;29760000000.0;31270000000.0;32900000000.0;34950000000.0;37970000000.0;40570000000.0;44200000000.0;48090000000.0;50790000000.0;52910000000.0
irq;residential_electricity_use_total;;;;;;;;;;;;1463000000.0;1515000000.0;1839000000.0;1868000000.0;2177000000.0;2538000000.0;2358000000.0;2904000000.0;3758000000.0;4543000000.0;4801000000.0;5453000000.0;7074000000.0;8506000000.0;9167000000.0;9742000000.0;10290000000.0;;;;;;;;;;;;;;;;;;;;;
isl;residential_electricity_use_total;169000000.0;185000000.0;197000000.0;214000000.0;212000000.0;235000000.0;253000000.0;248000000.0;235000000.0;241000000.0;272000000.0;298100000.0;317100000.0;355100000.0;416100000.0;473100000.0;505100000.0;531100000.0;603100000.0;643100000.0;649100000.0;677100000.0;672100000.0;539100000.0;470100000.0;452100000.0;448100000.0;527100000.0;562100000.0;564100000.0;575100000.0;517100000.0;542100000.0;559100000.0;556100000.0;559100000.0;563100000.0;578100000.0;563100000.0;581100000.0;606100000.0;608100000.0;637100000.0;612100000.0;672100000.0;690100000.0;797100000.0;827100000.0;860200000.0
isr;residential_electricity_use_total;;;;;;;;;;;;1677000000.0;1961000000.0;2182000000.0;2174000000.0;2336000000.0;2510000000.0;2653000000.0;2845000000.0;2912000000.0;2986000000.0;2899000000.0;3216000000.0;3472000000.0;3323000000.0;3496000000.0;3601000000.0;4008000000.0;4840000000.0;5173000000.0;5318000000.0;5612000000.0;6885000000.0;7026000000.0;7698000000.0;8119000000.0;8641000000.0;9478000000.0;10150000000.0;10190000000.0;11570000000.0;11810000000.0;12730000000.0;13220000000.0;13520000000.0;13720000000.0;14320000000.0;15050000000.0;15230000000.0
ita;residential_electricity_use_total;6411000000.0;7061000000.0;8074000000.0;9431000000.0;10740000000.0;12160000000.0;13310000000.0;14510000000.0;15870000000.0;17590000000.0;19400000000.0;22990000000.0;24330000000.0;26290000000.0;27340000000.0;27700000000.0;29960000000.0;31670000000.0;34200000000.0;36390000000.0;37840000000.0;38860000000.0;41080000000.0;41040000000.0;43410000000.0;44510000000.0;45700000000.0;48140000000.0;49270000000.0;50990000000.0;52740000000.0;54690000000.0;55750000000.0;56420000000.0;57030000000.0;57250000000.0;58010000000.0;58500000000.0;59290000000.0;60730000000.0;61120000000.0;61560000000.0;62970000000.0;65030000000.0;66600000000.0;66970000000.0;67650000000.0;67230000000.0;68400000000.0
jam;residential_electricity_use_total;;;;;;;;;;;;222000000.0;283100000.0;294100000.0;298100000.0;328100000.0;346100000.0;347100000.0;351100000.0;330100000.0;318100000.0;315100000.0;329100000.0;365100000.0;368100000.0;340100000.0;367100000.0;417100000.0;406100000.0;468100000.0;525100000.0;533100000.0;536100000.0;568100000.0;618100000.0;754100000.0;782100000.0;810100000.0;848200000.0;879200000.0;892200000.0;1058000000.0;1103000000.0;1107000000.0;1081000000.0;1107000000.0;1097000000.0;1142000000.0;1032000000.0
jor;residential_electricity_use_total;;;;;;;;;;;;;;;;92020000.0;116000000.0;130000000.0;150000000.0;225000000.0;300100000.0;350100000.0;450100000.0;539100000.0;604100000.0;655100000.0;701100000.0;753100000.0;821100000.0;840200000.0;874200000.0;927200000.0;1074000000.0;1192000000.0;1317000000.0;1422000000.0;1562000000.0;1628000000.0;1780000000.0;1835000000.0;1981000000.0;2110000000.0;2500000000.0;2678000000.0;2941000000.0;3186000000.0;3652000000.0;4018000000.0;4460000000.0
jpn;residential_electricity_use_total;16300000000.0;19200000000.0;22900000000.0;26900000000.0;31410000000.0;35910000000.0;40910000000.0;47010000000.0;51710000000.0;63310000000.0;70810000000.0;62470000000.0;70430000000.0;79210000000.0;78890000000.0;88020000000.0;94920000000.0;101500000000.0;111200000000.0;115800000000.0;116100000000.0;121300000000.0;127700000000.0;137300000000.0;142200000000.0;147600000000.0;150600000000.0;159700000000.0;166600000000.0;176700000000.0;184200000000.0;191900000000.0;198500000000.0;204100000000.0;220700000000.0;229900000000.0;232900000000.0;236500000000.0;244600000000.0;251700000000.0;257900000000.0;257200000000.0;265900000000.0;261600000000.0;274000000000.0;283100000000.0;279600000000.0;291100000000.0;287700000000.0
kaz;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7898000000.0;7932000000.0;6784000000.0;6062000000.0;5432000000.0;5410000000.0;5467000000.0;4766000000.0;5271000000.0;5341000000.0;5676000000.0;5853000000.0;6230000000.0;6711000000.0;6960000000.0;7426000000.0
ken;residential_electricity_use_total;;;;;;;;;;;;177000000.0;192000000.0;201000000.0;212000000.0;234000000.0;235000000.0;248000000.0;270000000.0;450100000.0;458100000.0;497100000.0;512100000.0;538100000.0;572100000.0;598100000.0;594100000.0;751100000.0;735100000.0;729100000.0;780100000.0;823100000.0;877200000.0;927200000.0;977200000.0;812100000.0;847200000.0;907200000.0;957200000.0;886200000.0;800100000.0;899200000.0;981200000.0;1050000000.0;1120000000.0;1193000000.0;1334000000.0;1495000000.0;1504000000.0
kgz;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;986200000.0;960200000.0;1687000000.0;2546000000.0;1876000000.0;1910000000.0;1701000000.0;1585000000.0;1608000000.0;1943000000.0;2351000000.0;1814000000.0;1719000000.0;2415000000.0;2490000000.0;2950000000.0;3258000000.0;2815000000.0;2294000000.0
khm;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70010000.0;122000000.0;158000000.0;185000000.0;165000000.0;213000000.0;239000000.0;263000000.0;269000000.0;327100000.0;382100000.0;473100000.0;613100000.0;742100000.0
kor;residential_electricity_use_total;;;;;;;;;;;;967200000.0;1159000000.0;1547000000.0;1704000000.0;2026000000.0;2390000000.0;2910000000.0;3914000000.0;4981000000.0;5318000000.0;5936000000.0;6600000000.0;7744000000.0;8759000000.0;9634000000.0;10300000000.0;11460000000.0;13210000000.0;15180000000.0;17740000000.0;19490000000.0;21800000000.0;23920000000.0;26560000000.0;28310000000.0;30650000000.0;32520000000.0;32920000000.0;34590000000.0;37110000000.0;39220000000.0;42290000000.0;44580000000.0;48620000000.0;50880000000.0;52550000000.0;54200000000.0;56240000000.0
kwt;residential_electricity_use_total;;;;;;;;;;;;1690000000.0;1850000000.0;2040000000.0;2240000000.0;2470000000.0;2520000000.0;2901000000.0;3336000000.0;4186000000.0;4206000000.0;4951000000.0;5901000000.0;6151000000.0;6851000000.0;7646000000.0;8502000000.0;8502000000.0;9002000000.0;9502000000.0;9402000000.0;6407000000.0;11510000000.0;11790000000.0;12070000000.0;12340000000.0;12620000000.0;12900000000.0;13170000000.0;13450000000.0;13690000000.0;14580000000.0;15450000000.0;15880000000.0;17110000000.0;19190000000.0;19970000000.0;20440000000.0;21720000000.0
lbn;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1784000000.0;1970000000.0;2552000000.0;3672000000.0;3051000000.0;2916000000.0;2899000000.0;2994000000.0;3051000000.0;3304000000.0;3419000000.0;3374000000.0;3429000000.0;3312000000.0;3419000000.0;3626000000.0
lby;residential_electricity_use_total;;;;;;;;;;;;204000000.0;228000000.0;460100000.0;554100000.0;731100000.0;914200000.0;1138000000.0;1351000000.0;1667000000.0;1667000000.0;1667000000.0;1667000000.0;1667000000.0;1667000000.0;1667000000.0;2223000000.0;2779000000.0;3057000000.0;3057000000.0;3057000000.0;3144000000.0;3314000000.0;3416000000.0;3336000000.0;3291000000.0;3177000000.0;4174000000.0;5741000000.0;5671000000.0;5966000000.0;6709000000.0;3599000000.0;3736000000.0;4038000000.0;7083000000.0;8048000000.0;7085000000.0;5223000000.0
lka;residential_electricity_use_total;;;;;;;;;;;;274000000.0;227000000.0;248000000.0;254000000.0;270000000.0;294100000.0;309100000.0;351100000.0;414100000.0;477100000.0;526100000.0;613100000.0;644100000.0;748100000.0;803100000.0;827100000.0;885200000.0;553100000.0;525100000.0;658100000.0;681100000.0;704100000.0;826100000.0;831100000.0;1302000000.0;1285000000.0;1485000000.0;1662000000.0;1838000000.0;2061000000.0;2130000000.0;2157000000.0;2396000000.0;2599000000.0;2867000000.0;3064000000.0;3188000000.0;3308000000.0
ltu;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1762000000.0;1836000000.0;1796000000.0;1557000000.0;1541000000.0;1544000000.0;1606000000.0;1720000000.0;1743000000.0;1886000000.0;1767000000.0;1818000000.0;1811000000.0;1895000000.0;2066000000.0;2141000000.0;2350000000.0;2464000000.0;2705000000.0
lux;residential_electricity_use_total;49010000.0;50010000.0;56010000.0;60010000.0;65010000.0;83010000.0;96020000.0;114000000.0;130000000.0;158000000.0;168000000.0;184000000.0;196000000.0;218000000.0;250000000.0;285100000.0;320100000.0;355100000.0;394100000.0;429100000.0;465100000.0;510100000.0;525100000.0;530100000.0;555100000.0;580100000.0;604100000.0;623100000.0;625100000.0;632100000.0;575100000.0;601100000.0;615100000.0;646100000.0;649100000.0;661100000.0;661100000.0;634100000.0;659100000.0;659100000.0;655100000.0;663100000.0;668100000.0;685100000.0;725100000.0;728100000.0;747100000.0;749100000.0;761100000.0
lva;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1286000000.0;1299000000.0;1184000000.0;863200000.0;950200000.0;1161000000.0;1093000000.0;1082000000.0;1111000000.0;1147000000.0;1189000000.0;1239000000.0;1317000000.0;1421000000.0;1467000000.0;1572000000.0;1728000000.0;1794000000.0;2031000000.0
mar;residential_electricity_use_total;;;;;;;;;;;;485100000.0;567100000.0;579100000.0;609100000.0;630100000.0;677100000.0;751100000.0;836200000.0;902200000.0;998200000.0;1046000000.0;1223000000.0;1332000000.0;1349000000.0;1485000000.0;1555000000.0;1745000000.0;1893000000.0;1987000000.0;2146000000.0;2426000000.0;2693000000.0;2815000000.0;3128000000.0;3312000000.0;3429000000.0;3608000000.0;3848000000.0;3954000000.0;4145000000.0;3935000000.0;4210000000.0;4653000000.0;5013000000.0;5563000000.0;6131000000.0;6550000000.0;7166000000.0
mda;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1730000000.0;1839000000.0;1758000000.0;1849000000.0;1683000000.0;1860000000.0;1950000000.0;1767000000.0;1676000000.0;1222000000.0;1219000000.0;1432000000.0;1264000000.0;1487000000.0;1573000000.0;1690000000.0;1763000000.0;1295000000.0;1371000000.0
mex;residential_electricity_use_total;;;;;;;;;;;;6899000000.0;7621000000.0;8652000000.0;5510000000.0;6057000000.0;6707000000.0;7363000000.0;8270000000.0;9212000000.0;10040000000.0;11210000000.0;12510000000.0;12980000000.0;13410000000.0;14290000000.0;15080000000.0;15710000000.0;16830000000.0;18820000000.0;20390000000.0;21990000000.0;24060000000.0;25520000000.0;27790000000.0;28470000000.0;28490000000.0;29660000000.0;31680000000.0;33360000000.0;36120000000.0;38110000000.0;38550000000.0;39990000000.0;40860000000.0;46150000000.0;48380000000.0;49890000000.0;47460000000.0
mlt;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;164000000.0;198000000.0;200000000.0;203000000.0;210000000.0;242000000.0;252000000.0;262000000.0;270000000.0;280100000.0;283100000.0;382100000.0;400100000.0;433100000.0;462100000.0;500100000.0;541100000.0;559100000.0;540100000.0;570100000.0;629100000.0;615100000.0;623100000.0;659100000.0;658100000.0;645100000.0
mmr;residential_electricity_use_total;;;;;;;;;;;;116000000.0;125000000.0;131000000.0;146000000.0;148000000.0;183000000.0;214000000.0;236000000.0;259000000.0;272000000.0;265000000.0;320100000.0;341100000.0;374100000.0;409100000.0;437100000.0;481100000.0;500100000.0;571100000.0;628100000.0;658100000.0;766100000.0;883200000.0;980200000.0;1026000000.0;1054000000.0;1207000000.0;1132000000.0;1106000000.0;1296000000.0;1245000000.0;1431000000.0;1612000000.0;1662000000.0;1463000000.0;1703000000.0;1549000000.0;1829000000.0
mng;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;432100000.0;454100000.0;459100000.0;475100000.0;478100000.0;472100000.0;452100000.0;357100000.0;406100000.0;475100000.0;557100000.0;422100000.0;442100000.0;471100000.0;498100000.0;517100000.0;536100000.0;552100000.0;598100000.0;653100000.0;710100000.0;808100000.0;839200000.0;886200000.0
moz;residential_electricity_use_total;;;;;;;;;;;;172000000.0;173000000.0;202000000.0;245000000.0;206000000.0;234000000.0;223000000.0;243000000.0;152000000.0;156000000.0;158000000.0;216000000.0;170000000.0;133000000.0;150000000.0;176000000.0;181000000.0;181000000.0;203000000.0;222000000.0;258000000.0;252000000.0;285100000.0;260000000.0;272000000.0;258000000.0;304100000.0;337100000.0;379100000.0;392100000.0;442100000.0;414100000.0;412100000.0;448100000.0;533100000.0;577100000.0;576100000.0;634100000.0
mys;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10160000000.0;10160000000.0;10290000000.0;11340000000.0;12570000000.0;13500000000.0;14510000000.0;15340000000.0;16220000000.0;17620000000.0;18580000000.0;19400000000.0
nga;residential_electricity_use_total;;;;;;;;;;;;580100000.0;638100000.0;758100000.0;902200000.0;1036000000.0;1360000000.0;1600000000.0;2218000000.0;1944000000.0;2130000000.0;2724000000.0;3019000000.0;3137000000.0;2862000000.0;3260000000.0;4176000000.0;4106000000.0;3889000000.0;4588000000.0;3950000000.0;4025000000.0;4341000000.0;5218000000.0;5038000000.0;4951000000.0;4539000000.0;4453000000.0;4382000000.0;4418000000.0;4432000000.0;4609000000.0;7716000000.0;7670000000.0;9559000000.0;10300000000.0;7833000000.0;10090000000.0;10240000000.0
nic;residential_electricity_use_total;;;;;;;;;;;;222000000.0;246000000.0;203000000.0;260000000.0;291100000.0;329100000.0;370100000.0;384100000.0;324100000.0;377100000.0;387100000.0;403100000.0;432100000.0;445100000.0;380100000.0;376100000.0;499100000.0;490100000.0;311100000.0;369100000.0;402100000.0;433100000.0;440100000.0;401100000.0;410100000.0;421100000.0;459100000.0;450100000.0;460100000.0;448100000.0;452100000.0;470100000.0;515100000.0;541100000.0;603100000.0;643100000.0;689100000.0;733100000.0
nld;residential_electricity_use_total;2794000000.0;3096000000.0;3554000000.0;4036000000.0;4436000000.0;5021000000.0;5705000000.0;6234000000.0;6971000000.0;7749000000.0;8666000000.0;9329000000.0;10010000000.0;10960000000.0;11240000000.0;12440000000.0;13510000000.0;13630000000.0;14360000000.0;14960000000.0;15150000000.0;15150000000.0;15000000000.0;15310000000.0;15850000000.0;16000000000.0;16200000000.0;16600000000.0;15500000000.0;16000000000.0;16500000000.0;17100000000.0;17500000000.0;17900000000.0;18500000000.0;19700000000.0;20010000000.0;20410000000.0;20810000000.0;21360000000.0;21810000000.0;22110000000.0;22820000000.0;23330000000.0;23540000000.0;24240000000.0;24840000000.0;24300000000.0;24800000000.0
nor;residential_electricity_use_total;8134000000.0;8454000000.0;9530000000.0;10340000000.0;10960000000.0;11800000000.0;12790000000.0;13070000000.0;14540000000.0;14330000000.0;14970000000.0;14690000000.0;15340000000.0;15960000000.0;16700000000.0;17650000000.0;18930000000.0;20380000000.0;20940000000.0;22350000000.0;22530000000.0;23880000000.0;25080000000.0;25780000000.0;28220000000.0;28920000000.0;29930000000.0;30220000000.0;29300000000.0;28870000000.0;30300000000.0;32620000000.0;32660000000.0;32790000000.0;34020000000.0;34630000000.0;35290000000.0;33980000000.0;35050000000.0;35050000000.0;34650000000.0;35880000000.0;34650000000.0;32030000000.0;32410000000.0;34010000000.0;33650000000.0;34950000000.0;34520000000.0
npl;residential_electricity_use_total;;;;;;;;;;;;47010000.0;61010000.0;39010000.0;51010000.0;49010000.0;71010000.0;76010000.0;84020000.0;95020000.0;79010000.0;92020000.0;120000000.0;131000000.0;158000000.0;143000000.0;165000000.0;190000000.0;197000000.0;236000000.0;266000000.0;280100000.0;265000000.0;280100000.0;307100000.0;335100000.0;362100000.0;385100000.0;418100000.0;475100000.0;535100000.0;594100000.0;627100000.0;677100000.0;773100000.0;820100000.0;806100000.0;893200000.0;931200000.0
nzl;residential_electricity_use_total;2450000000.0;2665000000.0;2859000000.0;3215000000.0;3438000000.0;3786000000.0;4054000000.0;4154000000.0;5874000000.0;6113000000.0;6421000000.0;6815000000.0;7385000000.0;7440000000.0;7553000000.0;8405000000.0;8400000000.0;8315000000.0;8182000000.0;7910000000.0;8036000000.0;8266000000.0;8735000000.0;8983000000.0;9000000000.0;9082000000.0;9426000000.0;9425000000.0;9512000000.0;9826000000.0;10270000000.0;10480000000.0;10130000000.0;10260000000.0;10380000000.0;10650000000.0;10870000000.0;11030000000.0;11150000000.0;11220000000.0;11340000000.0;11570000000.0;11690000000.0;12060000000.0;12310000000.0;12170000000.0;12660000000.0;12450000000.0;12430000000.0
