geo;indicator;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
kwt;residential_electricity_use_per_person;;;;;;;;;;;;2131.0;2198.0;2283.0;2363.0;2454.0;2352.0;2544.0;2749.0;3241.0;3070.0;3457.0;3941.0;3928.0;4184.0;4413.0;4693.0;4495.0;4562.0;4620.0;4389.0;6716.0;8118.0;7945.0;7777.0;7615.0;7455.0;7306.0;7176.0;7061.0;6935.0;7140.0;7317.0;7276.0;7577.0;8216.0;8259.0;8160.0;8363.0
lbn;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;548.6;598.8;765.4;1086.0;889.3;838.0;821.4;836.6;840.9;898.3;917.1;893.1;896.1;854.8;871.8;913.8
lby;residential_electricity_use_per_person;;;;;;;;;;;;98.22;104.4;199.0;226.0;284.5;342.9;418.2;483.1;569.3;543.9;520.4;498.6;478.5;460.0;453.6;601.0;731.2;781.1;759.0;738.3;739.3;759.2;763.2;727.5;707.0;677.8;876.9;1178.0;1136.0;1166.0;1280.0;670.3;679.3;717.0;1229.0;1364.0;1174.0;846.0
lka;residential_electricity_use_per_person;;;;;;;;;;;;21.45;17.44;18.73;18.89;19.77;21.17;21.89;24.43;28.27;32.02;34.72;39.79;41.24;47.32;50.13;50.88;53.66;33.05;30.94;38.28;39.17;40.04;46.35;45.98;71.14;69.44;79.43;88.02;96.43;107.1;109.8;110.2;121.4;130.6;142.9;151.5;156.4;161.1
ltu;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;477.0;496.0;485.5;422.1;418.9;420.4;437.9;469.5;476.2;515.6;483.6;498.8;498.5;523.6;572.7;595.4;655.5;689.3;758.9
lux;residential_electricity_use_per_person;156.1;157.8;174.6;185.2;198.4;250.4;287.6;340.3;387.1;468.2;495.4;537.5;565.6;622.2;704.3;794.1;887.2;982.3;1088.0;1182.0;1276.0;1396.0;1436.0;1449.0;1516.0;1580.0;1637.0;1677.0;1664.0;1674.0;1502.0;1553.0;1567.0;1623.0;1608.0;1614.0;1591.0;1506.0;1545.0;1524.0;1493.0;1491.0;1482.0;1500.0;1567.0;1554.0;1575.0;1560.0;1566.0
lva;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;482.9;490.0;452.7;336.4;376.5;466.7;444.3;444.3;460.5;479.3;500.5;525.5;562.9;611.8;636.2;686.5;759.8;794.0;904.7
mar;residential_electricity_use_per_person;;;;;;;;;;;;29.74;34.04;34.07;35.14;35.63;37.53;40.83;44.58;47.17;51.22;52.71;60.56;64.23;63.36;67.95;69.37;75.92;80.38;82.39;86.95;96.12;104.4;106.8;116.3;120.7;122.5;126.5;132.4;133.6;137.6;128.4;135.1;146.8;155.6;170.0;184.4;194.0;209.1
mda;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393.4;415.4;395.3;414.7;377.2;417.2;438.2;397.9;377.9;275.8;275.2;323.2;285.1;335.0;353.8;379.4;394.8;289.1;304.9
mex;residential_electricity_use_per_person;;;;;;;;;;;;126.8;136.1;150.3;93.2;99.82;107.8;115.5;126.7;137.8;146.9;160.3;174.7;176.9;178.7;186.1;192.3;196.1;205.8;225.7;240.2;254.3;273.1;284.3;304.3;306.5;301.8;309.3;325.5;338.3;361.5;376.4;376.1;385.5;389.3;434.5;450.3;458.9;431.6
mlt;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;461.1;563.6;576.4;585.8;601.7;687.7;709.3;729.7;744.8;765.4;765.0;1023.0;1062.0;1140.0;1207.0;1297.0;1395.0;1434.0;1378.0;1449.0;1592.0;1550.0;1564.0;1647.0;1638.0;1599.0
mmr;residential_electricity_use_per_person;;;;;;;;;;;;4.156000000000001;4.3919999999999995;4.4830000000000005;4.9;4.876;5.916;6.789;7.364;7.931;8.152000000000001;7.791;9.229;9.644;10.37;11.13;11.69;12.65;12.95;14.59;15.84;16.39;18.9;21.55;23.57;24.33;24.67;27.91;25.88;25.01;29.0;27.58;31.39;35.03;35.73;31.14;35.95;32.44;38.01
mng;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;226.5;231.6;227.8;229.4;221.4;213.0;199.3;154.4;172.9;199.4;230.1;171.7;177.2;186.2;194.1;198.8;203.3;206.5;220.5;237.4;254.4;285.3;292.0;303.8
moz;residential_electricity_use_per_person;;;;;;;;;;;;18.03;17.64;20.03;23.63;19.75;21.73;20.04;21.2;12.85;12.89;12.78;17.16;13.31;10.29;11.49;13.39;14.04;14.46;16.28;17.54;19.97;19.15;20.86;17.64;17.33;15.94;18.31;19.82;21.79;22.07;24.38;22.41;21.92;23.45;27.47;29.31;28.87;31.39
mys;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;496.4;486.1;482.0;520.3;565.6;595.8;628.5;652.1;677.3;722.5;748.7;768.0
nga;residential_electricity_use_per_person;;;;;;;;;;;;11.08;11.87;13.74;15.89;17.71;22.55;25.72;34.55;29.32;31.08;38.47;41.33;42.3;37.89;42.02;52.63;50.35;46.4;53.26;44.62;44.27;46.49;54.44;51.2;49.04;43.82;41.93;40.24;39.59;38.77;39.37;64.36;62.47;76.02;80.02;59.41;74.74;74.06
nic;residential_electricity_use_per_person;;;;;;;;;;;;104.7;112.7;90.34;112.1;121.5;133.1;144.9;147.2;120.5;134.4;133.4;135.3;141.7;142.6;119.1;115.3;149.2;142.7;88.1;100.2;103.9;107.8;106.3;94.1;93.57;93.6;99.59;95.41;95.36;90.84;89.7;91.33;98.05;101.0;110.4;115.5;121.4;126.8
nld;residential_electricity_use_per_person;243.2;266.0;301.0;337.3;365.8;408.5;458.1;494.9;547.9;602.0;664.9;707.1;751.1;815.6;830.4;911.1;981.4;984.2;1030.0;1066.0;1071.0;1063.0;1048.0;1066.0;1099.0;1104.0;1112.0;1132.0;1050.0;1078.0;1104.0;1135.0;1153.0;1172.0;1203.0;1275.0;1288.0;1308.0;1325.0;1352.0;1371.0;1381.0;1415.0;1438.0;1442.0;1477.0;1506.0;1466.0;1490.0
nor;residential_electricity_use_per_person;2271.0;2342.0;2619.0;2821.0;2968.0;3170.0;3407.0;3453.0;3807.0;3722.0;3860.0;3764.0;3901.0;4030.0;4190.0;4404.0;4702.0;5040.0;5160.0;5488.0;5514.0;5824.0;6096.0;6244.0;6817.0;6964.0;7183.0;7219.0;6962.0;6831.0;7144.0;7654.0;7619.0;7605.0;7845.0;7945.0;8056.0;7714.0;7908.0;7853.0;7712.0;7947.0;7640.0;7031.0;7085.0;7405.0;7298.0;7553.0;7432.0
npl;residential_electricity_use_per_person;;;;;;;;;;;;3.8680000000000003;4.915;3.075;3.932;3.6910000000000003;5.222;5.456;5.882999999999999;6.49;5.2620000000000005;5.974;7.598;8.088;9.512;8.395;9.445;10.61;10.72;12.53;13.77;14.13;13.04;13.43;14.37;15.29;16.13;16.74;17.74;19.69;21.66;23.5;24.24;25.58;28.56;29.63;28.5;30.9;31.54
nzl;residential_electricity_use_per_person;1033.0;1096.0;1149.0;1265.0;1326.0;1434.0;1508.0;1523.0;2129.0;2192.0;2271.0;2370.0;2521.0;2486.0;2470.0;2696.0;2664.0;2627.0;2585.0;2500.0;2535.0;2595.0;2720.0;2767.0;2745.0;2754.0;2849.0;2841.0;2855.0;2940.0;3056.0;3084.0;2946.0;2952.0;2951.0;2988.0;3001.0;3000.0;2991.0;2974.0;2968.0;2995.0;2992.0;3051.0;3083.0;3017.0;3105.0;3025.0;2993.0
omn;residential_electricity_use_per_person;;;;;;;;;;;;7.477;12.06;24.52;47.5;77.76;128.6;187.2;205.0;249.3;322.7;391.0;468.2;548.1;654.1;779.0;956.1;983.9;1057.0;1062.0;1175.0;1188.0;1305.0;1444.0;1497.0;1467.0;1380.0;1422.0;1554.0;1547.0;1566.0;1612.0;1627.0;1651.0;1709.0;1586.0;1866.0;1921.0;2125.0
pak;residential_electricity_use_per_person;;;;;;;;;;;;9.41;9.161;8.93;10.15;11.41;12.34;14.44;16.19;20.71;27.66;30.5;35.24;39.86;47.01;51.25;57.29;64.72;72.9;77.88;81.71;88.49;109.7;115.0;124.2;133.1;134.4;138.3;139.5;150.6;155.6;154.4;154.0;165.6;173.4;189.2;201.1;199.1;186.9
pan;residential_electricity_use_per_person;;;;;;;;;;;;162.1;186.3;203.2;201.1;206.6;219.6;219.1;220.6;232.4;233.6;238.0;245.1;254.2;246.2;258.8;274.8;294.2;285.0;262.0;266.5;276.1;288.2;296.3;305.9;322.6;322.0;342.7;360.5;367.2;387.0;394.8;421.7;441.2;465.5;476.5;480.8;492.4;500.3
per;residential_electricity_use_per_person;;;;;;;;;;;;110.5;127.4;126.4;138.7;161.0;155.3;170.8;163.6;168.4;174.1;182.0;191.8;196.5;192.2;192.9;200.5;213.0;206.9;194.3;198.3;221.2;193.3;199.0;202.9;206.9;221.9;229.3;186.2;184.9;193.8;200.1;209.6;217.2;232.8;250.9;278.4;223.0;239.4
phl;residential_electricity_use_per_person;;;;;;;;;;;;;;;;34.22;34.96;37.91;52.82;49.71;57.67;65.61;67.15;72.98;75.03;78.25;60.3;78.36;83.18;82.18;87.22;95.0;90.11;92.83;103.9;114.7;124.7;139.7;155.9;152.0;161.7;166.5;165.3;181.5;184.6;182.5;177.0;179.8;179.6
pol;residential_electricity_use_per_person;67.74;73.53;79.61;78.55;78.17;83.92;91.76;100.3;108.6;117.5;127.4;138.2;151.5;164.5;182.2;204.5;230.9;246.2;262.8;281.2;301.3;338.8;348.6;326.6;383.4;401.0;417.3;452.3;470.9;495.1;530.4;528.3;493.9;473.4;472.4;468.3;497.7;511.6;525.4;538.0;544.3;553.3;560.8;643.9;660.5;655.1;686.9;684.7;704.4
prt;residential_electricity_use_per_person;51.02;56.04;61.88;68.06;74.12;82.06;86.2;93.72;102.5;115.9;134.6;157.4;171.0;186.0;202.4;216.6;243.8;268.2;290.1;312.9;335.0;357.8;380.0;372.8;412.4;449.9;473.2;495.3;515.2;571.5;596.7;665.4;684.8;714.0;738.1;781.4;835.8;829.5;859.2;926.2;973.1;1023.0;1091.0;1130.0;1181.0;1253.0;1264.0;1303.0;1259.0
pry;residential_electricity_use_per_person;;;;;;;;;;;;33.41;35.97;43.1;47.62;54.04;60.3;69.71;78.68;88.5;108.7;120.3;129.8;142.7;152.7;154.9;170.8;182.5;202.0;203.6;232.1;257.0;286.2;334.6;398.7;448.0;463.3;480.5;484.2;508.2;514.6;507.1;476.3;431.1;430.4;494.9;523.0;502.9;528.6
qat;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;4333.0;4001.0;3731.0;3514.0;4344.0;5102.0;5804.0;5970.0;6838.0;5647.0;4969.0;5660.0;5515.0;6243.0;5524.0;4717.0;3964.0;3260.0;2599.0;2557.0;3568.0;4015.0;4395.0;4759.0
rou;residential_electricity_use_per_person;;;;;;;;;;;;122.8;139.7;152.9;154.9;175.0;198.4;221.7;246.3;244.5;221.0;230.6;225.9;222.9;213.1;213.8;220.9;211.9;196.9;188.0;234.2;295.6;333.3;308.5;292.3;313.6;359.0;352.2;351.7;350.7;340.9;344.5;346.9;368.4;359.8;413.6;448.4;466.5;467.6
rus;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;722.9;783.7;780.3;816.7;849.3;849.1;890.2;898.1;910.5;950.8;959.2;976.3;982.5;984.0;995.6;759.5;787.6;814.4;825.9
sau;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;1243.0;1342.0;1462.0;1508.0;1647.0;1666.0;1698.0;1803.0;1833.0;2006.0;2131.0;2122.0;2112.0;2098.0;2136.0;2334.0;2386.0;2422.0;2574.0;2672.0;2798.0;2845.0;2965.0;3184.0;3258.0;3434.0
sdn;residential_electricity_use_per_person;;;;;;;;;;;;4.09;4.454;6.617999999999999;8.993;9.406;8.933;9.062999999999999;9.43;9.302;11.7;11.57;14.24;13.01;23.16;24.18;30.5;29.04;21.83;20.94;27.35;24.23;24.84;24.31;25.1;25.52;24.73;20.65;17.52;28.11;21.7;29.3;37.29;37.47;32.24;38.3;41.69;45.03;50.89
sen;residential_electricity_use_per_person;;;;;;;;;;;;13.71;10.03;10.79;10.06;10.42;11.37;12.17;13.64;15.01;15.07;15.44;14.64;16.24;15.9;16.16;15.53;16.46;15.7;16.42;17.47;17.21;18.42;19.56;20.74;21.06;21.66;24.33;33.8;32.52;38.46;44.27;47.39;51.95;50.33;58.95;53.9;63.84;55.79
sgp;residential_electricity_use_per_person;;;;;;;;;;;;218.7;242.1;262.7;250.7;284.2;309.7;335.1;395.6;396.5;420.1;431.2;440.1;488.3;487.1;531.8;569.2;618.8;649.8;658.1;785.1;845.4;892.7;938.8;1011.0;1082.0;1134.0;1246.0;1365.0;1347.0;1419.0;1453.0;1513.0;1522.0;1499.0;1525.0;1506.0;1498.0;1465.0
slv;residential_electricity_use_per_person;;;;;;;;;;;;69.28;68.07;80.72;84.61;90.16;96.07;104.6;114.9;122.5;84.11;84.84;89.4;96.67;100.5;102.3;107.6;114.0;120.1;123.6;127.7;136.4;142.2;156.3;166.9;180.5;186.5;198.7;203.4;227.2;215.0;214.2;216.1;204.4;265.5;229.0;232.5;234.1;256.1
srb;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1141.0;1259.0;1221.0;1554.0;1596.0;1581.0;1602.0;1690.0;1656.0;1531.0;1611.0;1613.0;1612.0;1613.0;1347.0;1401.0;1387.0;1373.0;1388.0
svk;residential_electricity_use_per_person;;;;;;;;;;;;296.3;311.2;332.8;345.4;342.6;359.2;376.2;382.3;419.8;480.4;485.8;509.0;523.0;542.3;573.3;591.9;618.3;634.8;685.2;699.0;720.0;698.0;777.2;840.0;932.4;1015.0;1023.0;1038.0;1051.0;1004.0;966.4;953.4;930.5;888.3;865.7;841.6;844.9;830.7
svn;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1122.0;1214.0;1203.0;1245.0;1292.0;1275.0;1310.0;1334.0;1338.0;1187.0;1294.0;1330.0;1345.0;1496.0;1498.0;1468.0;1520.0;1504.0;1585.0
swe;residential_electricity_use_per_person;476.0;489.4;518.5;528.7;615.0;739.5;837.0;950.0;1089.0;1093.0;1415.0;1631.0;1828.0;1935.0;1877.0;2116.0;2443.0;2597.0;2724.0;2916.0;3095.0;3272.0;3507.0;3786.0;4041.0;4754.0;4761.0;4829.0;4560.0;4457.0;4430.0;4753.0;4613.0;4772.0;4815.0;4775.0;4873.0;4786.0;4774.0;4509.0;4710.0;4719.0;4633.0;4683.0;4605.0;4740.0;4602.0;4390.0;4305.0
syr;residential_electricity_use_per_person;;;;;;;;;;;;48.48;50.3;50.36;59.99;72.16;84.89;95.32;112.0;139.8;152.4;173.1;205.1;239.2;257.4;265.7;249.3;243.0;281.6;331.6;327.5;332.5;372.4;368.3;376.9;370.0;397.7;412.1;435.3;460.5;480.1;518.0;562.6;588.5;668.1;688.1;779.7;796.0;815.0
tgo;residential_electricity_use_per_person;;;;;;;;;;;;28.37;27.24;24.24;31.59;32.23;30.16;45.49;51.63;32.64;27.01;28.57;31.77;28.85;33.5;33.7;33.18;35.2;35.19;37.22;38.81;36.69;38.43;30.06;34.67;33.29;30.55;37.5;35.47;43.0;45.22;47.08;53.45;53.39;60.9;58.9;60.93;58.59;66.24
tha;residential_electricity_use_per_person;;;;;;;;;;;;20.81;26.08;37.13;31.09;35.25;39.94;45.45;53.87;59.53;63.91;66.1;74.38;84.29;93.66;100.6;111.2;116.0;116.5;129.1;146.6;163.7;181.1;207.9;221.9;248.5;269.5;293.4;310.1;297.2;314.8;338.1;352.1;371.5;388.2;399.1;417.9;431.0;439.6
tjk;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243.8;200.7;212.3;244.0;303.6;344.0;332.1;391.1;466.0;513.7;504.8;437.2;491.9;439.1;438.4;441.6;437.2;428.8;405.8
tkm;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;278.2;273.9;277.6;326.0;263.8;256.3;235.7;192.0;253.1;228.1;271.4;281.6;278.8;276.2;299.4;316.3;330.6;353.8;351.2
tto;residential_electricity_use_per_person;;;;;;;;;;;;166.4;183.6;202.1;214.0;233.4;261.4;299.4;355.3;387.8;437.5;525.6;569.8;650.5;713.8;680.0;699.1;715.3;713.6;695.8;712.8;702.9;765.6;797.1;779.1;868.5;886.4;885.8;970.7;1024.0;1110.0;1158.0;1199.0;1382.0;1339.0;1483.0;1584.0;2176.0;2261.0
tun;residential_electricity_use_per_person;;;;;;;;;;;;28.1;31.31;35.02;38.7;44.89;49.5;56.13;62.92;68.96;76.53;84.34;86.29;93.75;90.35;105.1;110.6;118.6;117.4;125.3;133.4;142.4;155.8;171.7;183.7;195.2;201.9;218.0;220.4;218.7;229.1;249.4;257.2;277.2;274.9;283.4;291.7;297.7;325.8
tur;residential_electricity_use_per_person;16.31;17.26;18.87;20.0;22.8;24.14;24.76;28.65;31.06;36.34;41.4;41.01;41.08;36.13;37.84;46.69;55.84;63.07;68.14;72.4;77.56;79.31;81.28;83.11;86.89;98.28;109.4;123.1;141.1;150.2;161.6;189.6;197.4;212.1;223.4;236.9;264.5;293.7;313.4;348.5;363.8;354.3;350.1;370.0;401.0;444.2;489.6;512.7;550.7
twn;residential_electricity_use_per_person;;;;;;;;;;;;183.5;202.6;226.4;237.4;271.9;308.4;338.5;382.3;403.0;401.1;400.7;426.2;478.2;493.4;524.0;551.3;602.8;691.5;733.7;808.6;889.9;932.3;1043.0;1104.0;1190.0;1286.0;1287.0;1510.0;1479.0;1560.0;1599.0;1657.0;1730.0;1740.0;1848.0;1844.0;1861.0;1832.0
tza;residential_electricity_use_per_person;;;;;;;;;;;;9.062999999999999;9.589;10.07;10.14;10.28;10.53;10.57;10.37;11.12;11.12;11.42;10.84;10.33;10.55;11.07;12.41;12.55;13.81;13.83;17.75;17.33;20.79;19.83;20.49;22.4;30.85;33.34;33.66;34.93;36.06;30.98;32.38;29.93;32.25;24.48;23.26;37.24;38.63
ukr;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333.1;386.6;638.1;670.6;673.6;701.8;647.6;622.0;620.2;642.7;614.8;445.3;452.8;484.8;512.2;554.7;592.6;608.5;673.6
ury;residential_electricity_use_per_person;;;;;;;;;;;;320.6;300.8;307.4;292.5;306.2;326.2;348.1;370.4;364.6;398.7;440.5;460.5;470.7;461.3;469.5;479.4;518.0;558.6;504.9;512.7;565.7;605.6;679.1;691.9;720.7;740.3;754.4;789.5;841.8;871.1;864.7;831.8;772.0;773.0;789.1;792.7;846.3;823.8
usa;residential_electricity_use_per_person;1113.0;1165.0;1249.0;1327.0;1418.0;1498.0;1613.0;1711.0;1904.0;2107.0;2273.0;2383.0;2677.0;2734.0;2704.0;2724.0;2782.0;2930.0;3031.0;3035.0;3151.0;3141.0;3143.0;3206.0;3291.0;3329.0;3398.0;3500.0;3642.0;3662.0;3695.0;3770.0;3644.0;3823.0;3829.0;3912.0;4015.0;3943.0;4085.0;4100.0;4224.0;4220.0;4399.0;4395.0;4410.0;4597.0;4529.0;4624.0;4543.0
uzb;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171.8;197.4;286.6;321.1;306.6;295.6;306.9;299.7;293.8;286.7;291.7;286.2;288.8;284.6;283.1;274.3;279.1;263.7;261.4
ven;residential_electricity_use_per_person;;;;;;;;;;;;187.8;198.2;211.7;224.1;242.3;272.2;304.0;349.2;386.2;430.1;463.2;479.3;503.4;488.8;458.6;443.0;474.6;525.3;514.0;491.7;539.1;597.9;649.4;603.1;575.0;582.3;604.1;632.7;648.3;644.9;667.1;683.6;673.9;679.5;736.0;797.9;826.6;969.0
vnm;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;17.39;17.4;18.35;19.03;21.11;23.45;25.77;28.51;30.48;38.87;34.25;34.85;36.34;43.25;54.66;69.21;83.79;97.09;116.8;126.2;141.0;160.2;180.0;195.5;220.5;233.1;256.5;275.4;302.7
yem;residential_electricity_use_per_person;;;;;;;;;;;;;;;;;;;;;10.73;12.46;14.91;15.7;17.8;22.87;26.22;26.57;32.96;41.22;48.82;55.74;62.1;67.85;73.23;77.2;74.46;78.05;80.92;81.59;84.8;88.52;94.45;100.8;104.5;96.51;115.7;122.7;130.1
zaf;residential_electricity_use_per_person;;;;;;;;;;;;346.6;350.5;377.5;387.9;387.1;395.8;416.7;421.4;432.6;462.3;488.6;469.5;450.9;473.1;478.7;502.9;519.8;532.8;572.6;584.7;588.9;485.4;530.2;536.7;583.4;698.6;717.3;696.2;674.7;651.0;781.8;684.7;766.2;815.3;833.9;897.9;936.0;920.1
zmb;residential_electricity_use_per_person;;;;;;;;;;;;77.93;81.23;85.31;88.63;86.74;88.23;82.25;79.7;78.11;76.68;79.54;76.89;74.18;70.25;66.83;70.93;73.72;93.06;63.98;73.05;73.4;73.39;86.13;93.31;111.4;114.5;119.7;109.6;110.4;113.0;117.3;122.9;127.6;132.5;136.3;144.3;168.9;168.6
zwe;residential_electricity_use_per_person;;;;;;;;;;;;114.5;118.8;122.0;125.9;129.3;131.0;127.8;129.0;129.2;129.5;133.4;129.4;116.9;112.4;142.8;144.0;141.0;142.6;146.7;150.1;148.1;146.9;143.0;145.6;150.5;162.6;174.6;181.9;191.5;197.1;198.4;208.6;227.3;238.7;284.7;282.8;299.3;297.9
