geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
afg;traffic_mortality_15_29_per_100000_people;238.91;237.78;238.55;244.39;246.38;249.05;250.4;250.65;251.17;250.36;250.32;252.55;249.84;252.29;250.89;250.22;244.39;238.9;234.67;230.07;221.92;215.34;212.09;215.59;213.98;212.14;210.21
ago;traffic_mortality_15_29_per_100000_people;131.09;128.24;122.97;123.8;135.86;134.13;110.2;104.64;119.36;112.1;112.21;109.44;106.84;108.14;108.61;107.34;106.4;105.32;104.96;101.61;98.9;96.62;93.68;92.13;91.08;88.6;84.64
alb;traffic_mortality_15_29_per_100000_people;43.99;45.05;46.31;45.87;45.0;43.2;41.79;40.77;41.25;42.13;42.81;45.22;46.03;46.13;45.01;42.93;42.14;42.99;44.86;41.36;40.93;39.73;38.62;37.77;36.95;36.25;35.46
and;traffic_mortality_15_29_per_100000_people;45.67;45.03;44.57;41.63;38.71;36.59;34.47;33.13;31.65;30.18;28.78;27.68;26.43;26.08;26.18;25.59;24.95;24.38;23.9;23.6;23.23;23.25;23.21;22.97;22.5;22.48;22.35
are;traffic_mortality_15_29_per_100000_people;110.51;112.36;112.89;113.22;112.48;111.34;111.07;119.5;107.74;106.24;103.12;102.73;101.97;104.43;107.25;95.86;90.27;94.8;104.25;105.08;105.37;105.67;105.91;105.73;105.07;103.26;101.1
arg;traffic_mortality_15_29_per_100000_people;52.3;53.99;56.13;58.86;62.12;62.54;62.69;62.31;63.29;63.27;60.75;59.23;56.43;54.03;52.81;53.98;55.57;56.66;57.08;57.21;57.61;59.88;62.23;64.95;65.58;62.79;59.18
arm;traffic_mortality_15_29_per_100000_people;64.19;66.4;65.53;65.48;54.51;49.55;49.3;43.72;38.85;35.88;33.48;32.67;30.78;30.8;30.78;32.32;33.92;33.55;35.03;35.12;34.38;33.83;32.2;30.3;29.32;30.53;32.31
asm;traffic_mortality_15_29_per_100000_people;48.92;49.29;49.52;49.13;49.21;49.32;49.46;49.81;48.54;46.44;45.25;44.79;44.81;45.65;46.8;46.51;45.49;44.3;42.69;41.41;40.5;40.32;39.74;39.57;39.4;39.02;38.36
atg;traffic_mortality_15_29_per_100000_people;28.3;28.55;27.75;27.57;27.0;27.13;27.92;28.74;31.73;33.85;34.76;36.05;35.95;37.2;36.97;38.95;38.59;37.6;36.7;36.35;34.17;32.12;31.72;30.96;31.16;31.31;31.17
aus;traffic_mortality_15_29_per_100000_people;89.13;80.15;74.82;70.48;67.71;66.64;65.56;63.57;62.35;61.45;58.77;55.0;52.05;49.34;46.63;44.51;42.88;40.75;38.59;36.36;34.12;32.4;31.21;28.51;27.34;27.88;28.43
aut;traffic_mortality_15_29_per_100000_people;93.28;92.42;89.99;90.82;88.51;82.05;75.58;73.29;67.36;65.77;63.83;59.42;56.22;53.95;51.89;47.88;44.47;41.67;38.49;35.83;33.74;30.66;28.03;24.89;23.57;24.1;24.45
aze;traffic_mortality_15_29_per_100000_people;47.14;49.47;56.97;50.25;49.28;57.45;33.76;30.03;25.72;23.82;22.66;21.52;23.29;22.75;24.48;27.01;24.97;22.08;22.21;21.68;22.44;23.44;25.28;26.3;27.17;28.04;28.7
