geo;indicator;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000
egy;sulfur_emissions_per_person_kg;0.0;0.0;0.0;1e-05;1e-05;1e-05;1e-05;1e-05;1e-05;2e-05;2e-05;2e-05;2e-05;2e-05;2e-05;2.9999999999999997e-05;2.9999999999999997e-05;2.9999999999999997e-05;2.9999999999999997e-05;2.9999999999999997e-05;2.9999999999999997e-05;2.9999999999999997e-05;4e-05;4e-05;4e-05;4e-05;4e-05;4e-05;4e-05;4e-05;4e-05;5.9999999999999995e-05;9e-05;0.00011;0.00013000000000000002;0.00015;0.00016999999999999999;0.00018999999999999998;0.0002;0.00022;0.00023999999999999998;0.00025;0.00025;0.00025;0.00025;0.00025;0.00035;0.00045;0.00054;0.00064;0.00074;0.00088;0.0017399999999999998;0.0025800000000000003;0.0034;0.00421;0.005;0.00577;0.006529999999999999;0.00727;0.00799;0.07385;0.03395;0.2586;0.07605;0.1442;0.3341;0.6749;0.7988;0.5168;0.3354;0.4076;0.3787;0.3293;0.3451;0.3749;0.3545;0.3732;0.5322;0.5319;0.5489999999999999;0.5485;0.5068;0.4387;0.4016;0.3261;0.3234;0.2981;0.3887;1.13;1.556;2.017;1.926;2.278;2.3609999999999998;2.31;2.128;2.178;3.011;3.523;3.677;3.6830000000000003;3.4339999999999997;3.2039999999999997;3.161;2.822;2.431;2.76;2.752;2.549;2.9330000000000003;2.763;2.886;3.227;3.958;4.202;3.7769999999999997;3.255;3.177;1.757;1.5490000000000002;2.068;2.521;2.449;2.9619999999999997;3.9389999999999996;4.205;5.226;5.059;5.0760000000000005;5.729;6.053999999999999;6.07;5.263999999999999;5.615;5.586;5.494;5.921;5.699;5.409;5.322;5.118;4.73;4.865;4.585;4.291;4.194;3.932;3.748;3.5039999999999996;3.2289999999999996
eri;sulfur_emissions_per_person_kg;0.00074;0.00072;0.0014199999999999998;0.00209;0.00274;0.00337;0.00398;0.00456;0.00513;0.005679999999999999;0.00621;0.01215;0.0179;0.02348;0.02889;0.03414;0.03924;0.04419;0.049;0.05367;0.05822000000000001;0.06264;0.06715;0.07155;0.07583;0.07998999999999999;0.08406;0.08802;0.09187999999999999;0.09565;0.09933;0.1111;0.1024;0.1018;0.1013;0.1102;0.1189;0.1274;0.1361;0.1496;0.1565;0.1304;0.1665;0.1439;0.177;0.1547;0.1722;0.1921;0.1966;0.1964;0.2323;0.2506;0.1308;0.1419;0.1669;0.1796;0.174;0.1867;0.2425;0.2203;0.2605;0.2244;0.2548;0.2887;0.3094;0.3507;0.3825;0.3257;0.3467;0.3763;0.3916;0.5329;0.5448;0.6622;0.6932;0.6815;0.664;0.7205;0.7418;0.8281;0.8947;0.732;0.6058;0.7256;0.8693;0.9248;0.9522;1.205;1.149;1.216;1.122;1.149;1.163;1.159;1.1179999999999999;1.101;1.06;1.112;1.286;1.3219999999999998;1.3730000000000002;1.35;1.4680000000000002;1.515;1.536;1.599;1.739;1.7530000000000001;1.764;1.81;1.653;1.7080000000000002;1.7480000000000002;1.665;1.868;2.004;1.964;1.861;1.965;1.7719999999999998;1.733;1.756;1.746;1.827;1.912;1.702;1.635;1.729;1.703;1.7619999999999998;1.827;1.849;1.774;1.712;1.686;1.6740000000000002;1.645;1.639;1.597;1.598;1.5490000000000002;1.415;1.2890000000000001;1.275;1.263;1.261;1.251;1.222;1.197;1.171;1.172
esp;sulfur_emissions_per_person_kg;0.9282;1.056;1.058;1.216;1.187;1.209;1.3969999999999998;1.6380000000000001;1.923;2.085;2.182;1.749;1.9269999999999998;2.104;2.026;2.0709999999999997;2.15;2.27;2.371;2.467;2.68;2.78;2.713;2.915;3.029;3.1889999999999996;3.3110000000000004;3.365;3.275;3.219;3.261;3.4619999999999997;3.73;3.964;3.8280000000000003;3.8539999999999996;4.215;4.4319999999999995;4.748;5.081;5.345;5.64;5.8660000000000005;5.886;6.0729999999999995;6.127999999999999;6.557;6.797000000000001;6.496;6.846;7.544;8.052999999999999;8.221;8.142999999999999;8.488;8.689;8.868;8.783999999999999;9.488;9.812999999999999;9.756;9.799;11.19;11.33;9.391;9.658;10.59;10.43;9.927;9.392999999999999;7.861000000000001;9.417;8.198;8.44;9.127;9.631;9.089;10.47;9.945;10.66;9.548;8.985;7.807;7.205;7.178999999999999;7.3229999999999995;5.952000000000001;4.827;6.997000000000001;6.372000000000001;6.962999999999999;7.997000000000001;8.531;9.051;9.073;9.5;9.71;10.61;11.2;11.94;10.57;10.88;12.49;13.23;13.2;12.97;12.93;15.87;17.19;15.42;13.27;14.27;17.0;18.08;19.17;20.01;20.65;23.0;27.09;25.65;27.65;30.2;32.59;35.34;40.85;42.22;40.35;38.97;35.24;33.79;37.83;36.73;36.19;36.19;32.88;31.05;29.28;27.51;22.88;27.06;27.67;27.43;26.99;25.36;24.74;22.74;19.86;21.82;20.13;20.52;19.02
est;sulfur_emissions_per_person_kg;0.019209999999999998;0.0213;0.042089999999999995;0.06217999999999999;0.08159;0.10099999999999999;0.1214;0.1412;0.1584;0.1767;0.1941;0.2266;0.2267;0.2374;0.2562;0.2575;0.2847;0.3204;0.2625;0.3584;0.3911;0.5232;0.5383;0.5024;0.5868;0.6922;0.8376;0.8284;1.091;1.112;1.286;1.338;1.41;1.5830000000000002;1.538;1.6340000000000001;1.689;1.651;1.88;2.191;2.112;2.226;2.369;2.6660000000000004;2.907;3.161;3.24;3.7030000000000003;4.126;4.8180000000000005;5.428999999999999;5.45;5.292999999999999;5.517;5.992999999999999;5.438;6.152;7.028;7.099;7.315;7.064;7.659;8.289;9.535;7.901;7.023;7.667999999999999;6.867000000000001;2.7739999999999996;2.109;1.911;2.081;2.562;2.8369999999999997;3.532;3.591;5.3839999999999995;6.771;7.4910000000000005;8.52;10.33;12.21;13.35;15.33;18.64;21.48;24.86;25.42;26.83;29.21;32.69;32.03;31.4;30.78;30.14;29.52;32.23;35.58;39.85;44.1;48.25;51.18;53.63;56.06;60.49;67.37;72.82;76.77;79.16;79.8;80.01;78.45;79.48;79.82;81.45;84.21;85.07;86.43;86.05;86.69;87.99;88.79;90.06;91.62;94.17;96.32;96.06;97.69;97.93;96.79;96.82;87.94;85.93;81.06;77.42;82.56;82.58;81.61;80.93;80.84;80.32;78.74;61.29;51.56;50.8;40.96;43.84;42.1;39.26;36.88;34.59
eth;sulfur_emissions_per_person_kg;4e-05;4e-05;9e-05;0.00013000000000000002;0.00016999999999999999;0.0002;0.00023999999999999998;0.00028;0.00031;0.00033999999999999997;0.00037999999999999997;0.00074;0.00109;0.00143;0.00175;0.00207;0.00238;0.00268;0.00297;0.0032600000000000003;0.0035299999999999997;0.0038;0.004070000000000001;0.00434;0.0046;0.00485;0.0051;0.00534;0.00558;0.0058;0.00603;0.00674;0.00621;0.00618;0.00615;0.006690000000000001;0.007209999999999999;0.00773;0.00826;0.00908;0.00949;0.007909999999999999;0.0101;0.00873;0.010740000000000001;0.00938;0.01045;0.01165;0.01193;0.01192;0.0141;0.01521;0.007940000000000001;0.00861;0.01013;0.0109;0.01056;0.01133;0.014719999999999999;0.013369999999999998;0.01581;0.013619999999999998;0.01546;0.017519999999999997;0.01877;0.02128;0.023209999999999998;0.01977;0.02104;0.02283;0.02376;0.032330000000000005;0.03306;0.04018;0.042069999999999996;0.04136;0.04029;0.04372;0.04501;0.05025;0.05429;0.04442;0.03676;0.04403;0.05275;0.05612;0.05778;0.07309;0.06974;0.07376;0.06809;0.06973;0.07059;0.07032000000000001;0.06785;0.06682;0.0643;0.06749;0.07801;0.08023;0.0833;0.06914;0.044289999999999996;0.03067;0.1376;0.1128;0.1201;0.1052;0.09072000000000001;0.056620000000000004;0.0826;0.0889;0.07037;0.08081;0.0173;0.07547999999999999;0.07279;0.6013;2.346;1.756;1.926;2.121;2.096;2.229;2.241;1.9680000000000002;1.837;1.9140000000000001;1.825;1.9380000000000002;2.066;1.964;1.7890000000000001;1.64;1.6269999999999998;1.54;1.548;1.58;1.4480000000000002;1.395;1.311;1.023;0.9821;1.1640000000000001;1.33;1.284;1.2990000000000002;1.224;1.157;1.175;1.193
fin;sulfur_emissions_per_person_kg;0.00571;0.00614;0.0122;0.018119999999999997;0.02394;0.02976;0.03583;0.04175;0.04711;0.05272999999999999;0.05801;0.08231000000000001;0.08504;0.09047999999999999;0.07522000000000001;0.08535;0.09293;0.09229;0.1147;0.1092;0.124;0.1383;0.1253;0.1242;0.1479;0.125;0.1319;0.1443;0.1525;0.1259;0.1372;0.1376;0.1499;0.1467;0.1611;0.1988;0.1534;0.1521;0.1456;0.1638;0.1846;0.1837;0.1666;0.1661;0.171;0.1758;0.2174;0.3396;0.3518;0.526;0.4948;0.4052;0.4123;0.5186;0.5586;0.6321;0.7565;1.1520000000000001;1.92;2.002;1.9369999999999998;2.753;3.66;4.891;2.906;1.416;1.597;1.3719999999999999;1.4980000000000002;1.686;1.672;1.571;2.5540000000000003;4.312;4.649;4.227;3.675;5.98;6.518;7.99;6.832999999999999;7.666;7.707999999999999;7.854;9.521;10.13;11.24;12.89;10.59;9.835;7.081;8.965;9.02;11.57;9.109;5.575;9.857999999999999;15.42;22.79;17.04;15.68;21.96;22.32;18.99;19.42;22.47;24.14;27.75;27.24;29.97;31.92;33.87;36.2;38.4;41.69;43.32;38.8;41.48;43.89;46.34;55.9;51.15;49.16;50.7;57.02;56.78;51.97;60.9;54.84;59.83;61.09;55.63;50.14;38.3;37.69;38.97;33.66;33.25;30.53;24.58;23.76;19.35;13.99;12.04;11.31;9.501;10.25;9.641;8.646;8.238999999999999;7.352
fji;sulfur_emissions_per_person_kg;0.2895;0.2327;0.292;0.1183;0.06068;0.06138;0.2383;0.2394;0.2405;0.2417;0.3021;0.3034;0.3643;0.4254;0.5467;0.4886;0.7312;0.975;1.0390000000000001;1.042;0.5589999999999999;0.6832;0.747;0.7499;0.6914;0.6941;0.6958;0.7593;0.5752;0.6104;0.6458;1.157;1.3090000000000002;1.554;1.87;1.712;1.5619999999999998;1.5219999999999998;1.7619999999999998;2.008;2.042;2.438;2.25;2.421;2.595;2.7739999999999996;3.05;3.535;3.943;4.537;4.782;5.117;4.82;4.993;5.263;5.757000000000001;5.971;6.92;6.872999999999999;6.3839999999999995;7.308;7.537000000000001;7.928999999999999;7.84;7.131;6.285;5.843999999999999;5.712000000000001;5.7989999999999995;3.96;4.757;4.41;4.692;5.178;5.084;5.018;4.855;5.145;4.875;4.737;4.5169999999999995;3.825;4.098;4.102;4.171;4.367;4.665;5.001;5.008;5.138999999999999;4.978;5.195;5.052;4.7219999999999995;4.613;4.22;4.209;4.169;4.198;4.16;4.387;9.129;10.5;7.917000000000001;8.309;7.331;6.843;2.548;1.151;3.534;2.369;0.6457;2.2030000000000003;2.218;1.207;0.8712;0.5593;1.617;0.5187;0.2555;0.3656;0.4723;0.8251;1.162;1.492;3.628;1.855;3.702;4.511;4.409;4.21;3.721;4.547;3.1889999999999996;3.708;2.627;2.36;2.438;2.6210000000000004;2.008;2.141;1.974;2.037;2.026;2.06;1.99;1.9380000000000002;1.8459999999999999;1.8090000000000002;1.8780000000000001;1.65
fra;sulfur_emissions_per_person_kg;1.087;1.1059999999999999;1.187;1.389;1.5930000000000002;1.8159999999999998;1.9180000000000001;1.98;1.952;1.982;2.144;2.298;2.395;2.407;2.548;2.6839999999999997;2.9339999999999997;2.957;3.005;3.04;2.675;2.713;3.302;3.5260000000000002;3.352;3.497;3.498;3.408;3.4539999999999997;3.5860000000000003;4.015;4.103;4.334;4.544;4.379;4.177;4.101;4.302;4.453;4.516;5.01;5.03;5.033;4.928;5.215;5.228;5.386;5.631;5.7829999999999995;6.1739999999999995;6.806;6.511;6.082999999999999;6.504;6.3;6.263;7.061;7.651;7.751;8.024;8.119;8.63;8.743;9.795;6.962000000000001;6.723;7.3420000000000005;7.955;7.438;8.421;11.75;9.735;11.87;13.39;14.6;13.93;13.74;14.44;14.26;16.17;16.41;14.43;12.45;12.86;12.75;12.12;12.66;14.63;13.59;13.73;9.789;8.273;8.856;9.573;6.481;8.686;13.88;16.6;17.5;19.93;17.25;20.55;21.39;19.67;20.22;19.8;22.02;21.91;21.16;19.86;19.2;19.78;20.38;22.77;24.48;25.6;25.96;27.61;27.32;28.0;30.43;31.39;32.98;38.27;38.02;32.95;32.22;29.06;30.15;31.83;30.27;23.67;22.58;18.51;16.43;13.67;12.44;12.23;11.24;12.58;11.69;12.65;10.99;9.478;8.988999999999999;8.408999999999999;8.169;6.874;6.99;5.962999999999999;5.279
fro;sulfur_emissions_per_person_kg;0.8243;0.8871;0.9666;1.016;1.087;1.113;1.1540000000000001;1.126;1.135;1.2209999999999999;1.344;1.405;1.412;1.463;1.5590000000000002;1.6369999999999998;1.685;1.7469999999999999;1.764;1.849;1.8459999999999999;1.909;2.093;2.1919999999999997;2.11;2.199;2.233;2.265;2.2680000000000002;2.307;2.537;2.668;2.7569999999999997;2.877;2.807;2.815;2.7260000000000004;2.853;2.943;3.09;3.22;3.28;3.207;3.0639999999999996;3.2910000000000004;3.35;3.517;3.5980000000000003;3.6260000000000003;3.844;3.9810000000000003;3.943;3.965;4.067;4.138;4.194;4.4319999999999995;4.643;4.632;4.671;4.822;4.876;5.033;5.181;4.667;4.731;5.103;4.934;4.6160000000000005;4.079;4.227;3.775;4.086;4.107;4.67;4.638;3.698;5.005;4.97;5.422999999999999;5.0760000000000005;4.582;4.212;4.2860000000000005;4.609;4.783;4.987;5.419;5.362;5.601;5.381;5.622999999999999;6.053;6.5889999999999995;6.37;3.299;4.821000000000001;5.218;5.39;5.507000000000001;5.188;3.965;2.552;2.7880000000000003;2.72;2.897;1.7890000000000001;0.9069;0.4151;0.3878;0.3824;0.7494;0.373;1.536;0.7658;0.7254;1.063;0.6949;0.3368;0.3357;0.3417;0.3244;0.3981;0.4675;0.5336;0.5967;0.6599;0.7231;0.782;0.8404;0.9005;0.9595;1.018;1.077;1.13;1.183;1.234;1.281;1.3330000000000002;1.39;1.4469999999999998;1.43;1.41;1.4480000000000002;1.485;1.505;1.489;1.459;1.43;1.4040000000000001;1.379
gab;sulfur_emissions_per_person_kg;0.00279;0.00277;0.00548;0.008159999999999999;0.01078;0.013369999999999998;0.01591;0.01841;0.02087;0.023280000000000002;0.02567;0.0506;0.07512;0.09925;0.12300000000000001;0.1463;0.1693;0.192;0.2142;0.2362;0.2578;0.27899999999999997;0.3009;0.3225;0.3438;0.3647;0.3853;0.4056;0.4257;0.4454;0.4649;0.5227;0.4839;0.4836;0.4834;0.5282;0.5724;0.6161;0.6612;0.73;0.7666;0.6415;0.8223;0.7135;0.8813;0.773;0.8638;0.9671;0.9937;0.996;1.183;1.28;2.544;3.793;5.027;6.245;7.449;8.638;9.814;10.97;12.12;13.26;14.38;15.49;16.58;17.66;18.73;19.79;20.84;21.87;22.9;23.91;24.91;25.9;26.88;27.85;28.81;29.75;30.69;31.62;32.54;33.45;34.34;35.23;36.11;36.99;37.85;38.7;39.55;40.38;41.21;41.99;42.77;43.45;44.03;44.6;44.52;44.84;45.13;45.18;5.695;2.73;8.841000000000001;3.302;0.8023;2.54;2.659;2.775;3.362;3.937;4.5;6.074;1.421;2.397;3.346;4.263999999999999;5.153;35.21;105.7;79.61;113.0;106.3;110.7;118.2;117.5;90.29;90.33;111.6;131.4;103.1;106.9;96.49;85.19;64.06;60.22;53.1;47.23;37.53;35.31;39.55;23.47;21.71;29.81;29.8;27.8;26.46;25.5;24.16;23.72;22.88;21.58
gbr;sulfur_emissions_per_person_kg;18.78;20.25;21.43;22.53;23.6;23.27;23.59;22.37;22.0;24.12;26.66;27.46;26.32;27.65;29.38;30.74;31.32;31.79;30.9;32.0;32.31;33.81;35.31;36.69;35.24;36.67;35.98;35.82;34.89;34.55;37.36;38.83;38.89;40.13;38.85;38.08;37.5;38.21;39.46;40.59;41.25;41.78;40.56;36.02;40.87;40.89;41.68;42.4;42.09;44.68;44.83;43.53;44.89;44.96;44.86;45.16;46.53;48.34;46.86;47.02;47.14;48.15;45.75;50.1;48.4;48.95;50.91;50.66;47.61;47.04;48.53;33.19;44.6;47.64;50.09;47.37;26.54;49.83;46.83;49.73;47.86;44.85;43.25;43.0;46.58;47.35;49.62;50.8;48.24;48.37;50.37;50.45;51.22;50.29;49.79;47.87;48.97;50.57;50.14;50.41;50.89;56.53;57.96;58.43;60.05;62.55;62.9;63.18;62.71;61.38;58.74;59.54;63.27;63.58;65.48;66.2;63.14;64.05;62.57;58.98;57.74;54.0;52.54;53.28;49.4;47.75;45.62;45.22;46.51;49.01;43.1;39.01;37.15;34.11;32.75;32.82;34.13;33.99;33.33;32.24;32.37;30.67;29.93;26.86;22.98;20.23;17.31;14.2;13.62;10.37;9.996
geo;sulfur_emissions_per_person_kg;0.0048;0.00532;0.01052;0.01554;0.0204;0.025240000000000002;0.03035;0.0353;0.039580000000000004;0.044160000000000005;0.048510000000000005;0.056639999999999996;0.056670000000000005;0.05934;0.06402999999999999;0.06437000000000001;0.07116;0.08009;0.06561;0.08959;0.09776;0.1308;0.1346;0.1256;0.1467;0.17300000000000001;0.2094;0.2071;0.2727;0.2779;0.3214;0.3345;0.3525;0.3958;0.3844;0.4085;0.4221;0.4128;0.47;0.5476;0.5279;0.5564;0.5923;0.6664;0.7266;0.7901;0.8098;0.9257;1.031;1.204;1.357;1.3619999999999999;1.3230000000000002;1.379;1.4980000000000002;1.359;1.538;1.757;1.774;1.828;1.766;1.9140000000000001;2.072;2.383;1.975;1.755;1.9169999999999998;1.7169999999999999;0.6933;0.5272;0.4778;0.5202;0.6404;0.7091;0.8829;0.8976;1.3459999999999999;1.693;1.8719999999999999;2.13;2.582;3.051;3.338;3.8310000000000004;4.66;5.369;6.215;6.353;6.706;7.3020000000000005;8.17;8.007;7.85;7.694;7.535;7.38;8.056000000000001;8.894;9.962;11.02;12.06;12.75;13.4;13.91;14.82;16.3;17.47;18.37;18.84;18.83;18.74;18.3;18.46;18.49;18.86;19.48;19.64;19.92;19.84;20.08;20.49;20.75;21.09;21.48;22.08;22.59;22.54;22.94;23.03;22.77;22.81;23.86;24.51;26.05;25.82;26.3;24.46;24.65;23.99;23.07;22.88;17.9;12.62;6.803;4.579;2.025;3.05;3.389;2.081;0.894;0.9419
gha;sulfur_emissions_per_person_kg;0.00028;0.00028;0.00057;0.00085;0.00114;0.00144;0.0017399999999999998;0.0020399999999999997;0.00234;0.00265;0.00296;0.00591;0.0089;0.01192;0.01496;0.01805;0.021159999999999998;0.024319999999999998;0.0275;0.030719999999999997;0.03398;0.03681;0.03974;0.04262;0.04546;0.04827;0.051039999999999995;0.053779999999999994;0.056479999999999995;0.05914;0.061779999999999995;0.06951;0.06439;0.06441000000000001;0.06442;0.07045;0.0764;0.08227999999999999;0.08836000000000001;0.09763;0.1026;0.08591;0.1102;0.09567;0.1182;0.1038;0.11599999999999999;0.13;0.1336;0.134;0.1592;0.1725;0.0904;0.09842999999999999;0.1162;0.1256;0.1221;0.1315;0.1715;0.1563;0.1855;0.1604;0.1827;0.2077;0.2153;0.2364;0.2501;0.2069;0.2142;0.2264;0.2297;0.305;0.3046;0.36200000000000004;0.3708;0.35700000000000004;0.3409;0.3628;0.3665;0.4018;0.4266;0.3431;0.2793;0.3292;0.3884;0.40700000000000003;0.413;0.515;0.4847;0.5058;0.4609;0.466;0.4659;0.4586;0.4373;0.4258;0.4051;0.4207;0.4811;0.4896;0.5032;1.4269999999999998;1.242;0.755;0.7919;0.9235;0.6970000000000001;0.8776;0.7686;0.5331;0.244;0.3332;0.1757;0.948;2.6910000000000003;2.325;2.023;1.9909999999999999;1.9140000000000001;1.7519999999999998;2.099;1.9709999999999999;2.049;2.066;2.25;2.412;2.0269999999999997;2.294;1.905;1.76;1.8019999999999998;1.639;1.3019999999999998;0.7375;1.005;1.298;1.214;1.186;1.045;1.1179999999999999;0.9659;1.0270000000000001;0.9779;0.9153;1.004;0.9159;0.9056;0.5879;0.7944;0.9322;0.8512
gib;sulfur_emissions_per_person_kg;20.08;21.61;23.55;24.75;26.47;27.12;28.12;27.42;27.66;29.76;32.73;34.23;34.4;35.64;37.98;39.89;41.04;42.56;42.98;45.04;44.98;46.52;50.99;53.4;51.4;53.58;54.4;55.18;55.27;56.21;61.82;65.01;67.18;70.1;68.4;68.59;66.43;69.51;71.71;75.28;78.45;79.92;78.13;74.64;80.19;81.62;85.69;87.65;88.35;93.66;96.98;96.06;96.6;99.08;100.8;102.2;108.0;113.1;112.9;113.8;117.5;118.8;122.6;126.2;113.7;115.3;124.3;120.2;112.5;99.38;103.0;91.98;99.56;100.1;113.8;113.0;90.11;121.9;121.1;132.1;123.7;111.6;102.6;104.4;112.3;116.5;121.5;132.0;130.6;136.5;131.1;137.0;147.5;160.5;155.2;80.37;117.5;127.1;131.3;134.2;126.4;111.4;47.39;27.13;18.33;23.34;19.64;23.19;8.738999999999999;3.87;3.8169999999999997;3.215;1.069;1.653;1.068;1.053;1.03;0.5026;0.4905;1.625;2.7460000000000004;3.679;4.595;5.525;6.671;7.575;8.503;9.774;10.78;11.7;12.74;13.55;14.76;16.08;17.46;18.71;19.74;20.63;21.43;22.21;23.16;26.87;31.88;36.81;43.6;50.82;59.06;68.16;78.61;90.68;104.6
gin;sulfur_emissions_per_person_kg;0.0007099999999999999;0.0007;0.00139;0.00207;0.00274;0.0034;0.00404;0.00468;0.0053;0.00592;0.006520000000000001;0.01286;0.01909;0.02522;0.03125;0.03719;0.04303;0.048780000000000004;0.054439999999999995;0.060020000000000004;0.0655;0.07091;0.07647000000000001;0.08195;0.08735;0.09267;0.09791;0.1031;0.1082;0.1132;0.1181;0.1328;0.12300000000000001;0.1229;0.1228;0.1342;0.1455;0.1565;0.168;0.1855;0.1948;0.163;0.2089;0.1813;0.2239;0.1964;0.2195;0.2458;0.2525;0.2531;0.3005;0.3253;0.1704;0.1854;0.2189;0.2363;0.2296;0.2472;0.3222;0.2935;0.3482;0.3008;0.3426;0.3893;0.4184;0.4756;0.5201;0.4442;0.4741;0.5158;0.5383;0.7344;0.7528;0.9173;0.9627;0.9488;0.9267;1.008;1.04;1.1640000000000001;1.26;1.033;0.8572;1.0290000000000001;1.236;1.317;1.359;1.723;1.6480000000000001;1.746;1.615;1.6569999999999998;1.681;1.6780000000000002;1.6219999999999999;1.601;1.5430000000000001;1.6230000000000002;1.879;1.936;2.0140000000000002;1.976;2.144;2.209;2.2359999999999998;2.325;2.526;2.542;2.555;2.616;2.385;2.457;2.51;2.384;2.6639999999999997;2.8510000000000004;2.783;2.655;2.805;2.68;2.765;2.8089999999999997;2.801;2.9739999999999998;3.1010000000000004;2.7489999999999997;2.639;2.78;2.708;2.762;2.8160000000000003;2.8139999999999996;2.6860000000000004;2.59;2.494;2.37;2.294;2.287;2.218;2.17;1.999;1.8880000000000001;1.84;1.8090000000000002;1.7730000000000001;1.736;1.6980000000000002;1.6980000000000002;1.692;1.66;1.64
gnb;sulfur_emissions_per_person_kg;0.0005099999999999999;0.0005099999999999999;0.00101;0.0015;0.00198;0.00245;0.00292;0.00337;0.0038299999999999996;0.00427;0.00471;0.00928;0.01377;0.0182;0.02255;0.02683;0.03105;0.0352;0.03928;0.0433;0.04726;0.051160000000000004;0.05517999999999999;0.059129999999999995;0.06302999999999999;0.06686;0.07065;0.07437;0.07805;0.08167;0.08524;0.09584;0.08871;0.08867;0.08863;0.09685;0.105;0.113;0.1212;0.1339;0.1406;0.1176;0.1508;0.1308;0.1616;0.1417;0.1584;0.1773;0.1822;0.1826;0.2168;0.2347;0.12300000000000001;0.1338;0.1579;0.1705;0.1657;0.1783;0.2324;0.2118;0.2512;0.217;0.2472;0.2809;0.3019;0.3432;0.3753;0.3205;0.3421;0.3722;0.3884;0.5299;0.5432;0.6618;0.6946;0.6846;0.6686;0.7272;0.7505;0.8398;0.9094;0.7457;0.6185;0.7425;0.8915;0.9505;0.9808;1.2429999999999999;1.189;1.26;1.165;1.196;1.213;1.2109999999999999;1.171;1.155;1.113;1.171;1.3559999999999999;1.3969999999999998;1.453;1.4380000000000002;1.5730000000000002;1.636;1.67;1.7519999999999998;1.9180000000000001;1.946;1.973;2.037;1.8730000000000002;1.9480000000000002;2.008;1.925;2.276;2.509;2.52;2.438;2.5839999999999996;2.499;2.612;2.693;2.7310000000000003;2.923;3.0780000000000003;2.6180000000000003;2.385;2.522;2.467;2.5269999999999997;2.574;2.57;2.451;2.3609999999999998;2.327;2.282;2.23;2.229;2.167;2.126;2.016;1.982;1.9380000000000002;1.892;1.851;1.821;1.798;1.7690000000000001;1.7409999999999999;1.714;1.6880000000000002
grc;sulfur_emissions_per_person_kg;0.00627;0.00674;0.01335;0.019790000000000002;0.02607;0.0323;0.03871;0.04495;0.05069;0.05653;0.06207000000000001;0.06765;0.07313;0.07823;0.08315;0.08800000000000001;0.09275;0.09775;0.08284;0.1074;0.1119;0.1334;0.1104;0.1158;0.1095;0.1133;0.1178;0.122;0.1256;0.1293;0.1332;0.136;0.139;0.1413;0.1437;0.1459;0.1476;0.1496;0.1514;0.1531;0.1545;0.1559;0.1574;0.1478;0.1486;0.1452;0.1631;0.1675;0.1935;0.162;0.2071;0.1952;0.1686;0.1698;0.1529;0.1333;0.1463;0.1916;0.2663;0.2614;0.3219;0.3516;0.3874;0.4233;0.39799999999999996;0.3765;0.3708;0.3605;0.3456;0.3149;0.3004;0.3315;0.3557;0.4389;0.575;0.7472;0.7341;0.9144;0.9455;1.0959999999999999;1.24;1.1340000000000001;1.1440000000000001;1.1;1.1159999999999999;1.008;0.7152;0.4783;0.25;0.1545;0.09408;0.07982;0.07706;0.06863;0.056229999999999995;0.04677;0.1074;0.2459;0.5316;1.3459999999999999;2.173;2.427;2.173;2.266;2.448;2.623;2.35;2.475;2.505;3.97;4.4830000000000005;4.477;4.803;5.694;6.028;7.89;7.865;8.6;8.771;9.699;10.98;13.7;14.49;19.41;17.62;19.84;22.3;21.26;20.35;22.65;20.74;23.71;22.29;23.86;24.39;25.19;25.27;27.01;26.81;26.56;24.24;26.0;26.34;26.15;24.54;25.58;24.91;24.52;24.9;25.48;23.2
