geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
afg;traffic_mortality_60_79_per_100000_people;263.18;263.05;264.9;273.65;275.58;279.64;282.57;281.88;283.48;281.77;280.99;283.83;282.6;282.28;281.25;285.34;281.42;278.45;276.92;274.97;273.09;270.12;267.98;267.07;265.58;264.23;263.59
ago;traffic_mortality_60_79_per_100000_people;191.78;192.02;186.39;187.6;207.56;211.96;189.98;186.18;187.5;184.69;186.56;181.36;177.86;177.4;176.6;176.24;175.99;176.07;177.7;173.21;171.39;170.72;167.48;166.12;164.47;158.94;156.11
alb;traffic_mortality_60_79_per_100000_people;85.75;84.09;82.66;78.75;75.8;71.51;68.41;67.39;68.31;67.55;68.13;73.65;75.41;75.79;73.54;67.2;65.05;67.15;69.31;60.95;60.07;58.29;57.05;56.2;55.52;54.83;53.95
and;traffic_mortality_60_79_per_100000_people;40.38;39.96;39.48;38.42;37.54;35.97;34.49;34.86;33.59;32.32;31.12;29.98;28.73;28.01;28.17;27.6;27.1;26.65;26.3;26.17;25.89;26.02;25.98;25.69;24.42;24.48;24.39
are;traffic_mortality_60_79_per_100000_people;413.71;418.53;418.56;415.28;412.94;411.93;412.36;427.35;409.59;409.99;406.56;402.75;396.57;421.75;430.05;424.79;423.23;432.09;502.08;512.49;520.3;529.24;534.74;537.3;542.74;545.74;547.92
arg;traffic_mortality_60_79_per_100000_people;106.2;104.61;103.01;102.3;101.37;100.94;102.13;106.77;109.48;111.22;108.92;108.94;109.23;111.3;110.69;109.73;110.26;111.4;111.16;109.58;108.59;108.23;106.89;105.21;103.62;101.24;99.46
arm;traffic_mortality_60_79_per_100000_people;107.86;106.47;103.65;106.99;89.37;90.14;89.57;88.08;84.48;83.92;81.74;79.51;76.43;75.17;70.71;68.08;64.47;61.85;60.32;58.48;55.71;55.08;53.45;51.65;51.01;52.99;49.93
asm;traffic_mortality_60_79_per_100000_people;97.97;97.32;96.57;95.17;94.53;93.91;93.31;93.52;90.17;84.14;82.54;82.31;82.17;82.77;83.98;83.04;81.4;79.2;76.89;74.63;73.71;74.79;74.81;74.6;74.17;73.69;72.55
atg;traffic_mortality_60_79_per_100000_people;80.33;77.67;74.47;71.63;69.61;67.54;69.21;68.6;73.5;76.28;78.01;77.78;77.09;76.99;77.52;78.66;77.53;75.79;74.11;76.04;73.45;71.65;71.79;69.51;70.41;70.65;70.57
aus;traffic_mortality_60_79_per_100000_people;87.29;81.11;77.15;73.5;71.24;67.97;66.2;61.96;60.78;59.1;56.63;55.0;52.7;50.92;48.82;46.55;45.28;44.51;42.91;41.74;40.84;40.37;39.67;38.95;38.21;37.99;38.01
aut;traffic_mortality_60_79_per_100000_people;97.61;93.1;87.24;82.33;77.53;72.39;68.37;65.47;62.35;61.02;58.1;56.99;57.04;55.97;53.26;51.31;49.4;48.15;46.8;45.26;43.74;42.97;41.99;40.41;38.89;38.62;38.11
aze;traffic_mortality_60_79_per_100000_people;89.51;87.52;93.7;85.0;85.24;103.13;68.54;64.36;59.91;59.49;59.68;58.42;61.51;60.9;58.73;59.07;57.02;56.86;60.62;60.62;60.34;56.14;54.61;51.06;48.86;47.43;46.25
bdi;traffic_mortality_60_79_per_100000_people;497.91;501.29;504.02;507.64;514.36;519.16;517.77;506.71;496.79;475.28;461.27;438.67;421.87;424.77;406.95;402.16;390.64;384.74;380.0;378.79;379.4;381.57;384.92;382.83;385.48;388.21;387.33
bel;traffic_mortality_60_79_per_100000_people;105.77;103.31;99.1;98.12;95.4;92.1;89.3;88.17;88.26;87.38;84.91;81.33;78.02;73.5;68.64;66.0;63.45;61.68;59.98;59.14;57.71;56.44;55.31;53.57;52.02;52.38;52.14
ben;traffic_mortality_60_79_per_100000_people;292.64;298.62;299.69;299.02;305.71;312.02;320.15;317.29;319.02;320.39;321.41;319.22;314.55;323.03;305.14;301.56;300.94;298.09;299.43;298.09;293.08;295.35;298.34;296.87;295.96;296.05;294.87
bfa;traffic_mortality_60_79_per_100000_people;325.76;316.7;319.45;320.76;319.04;317.74;314.9;317.88;323.05;314.13;308.62;296.93;290.19;287.9;286.95;283.49;283.99;280.78;276.6;275.67;277.25;279.2;282.04;285.47;287.09;286.68;286.98
bgd;traffic_mortality_60_79_per_100000_people;87.54;83.86;81.82;77.83;80.86;82.89;82.12;81.94;81.39;85.29;96.08;99.51;103.77;113.47;113.51;119.46;117.5;119.55;117.27;116.44;118.75;121.83;128.68;128.32;130.68;131.5;126.11
bgr;traffic_mortality_60_79_per_100000_people;100.32;94.22;91.41;87.84;86.59;85.31;82.25;81.1;79.71;77.63;76.79;74.44;72.04;71.79;72.78;75.33;75.56;74.42;72.63;69.4;66.24;63.93;61.38;59.45;53.46;52.58;51.72
bhr;traffic_mortality_60_79_per_100000_people;368.37;375.59;385.79;385.13;381.08;382.08;376.53;316.96;299.16;292.4;402.98;277.93;265.25;256.45;253.39;242.62;258.56;216.78;202.11;188.32;176.1;167.43;167.96;163.78;161.0;161.5;162.1
bhs;traffic_mortality_60_79_per_100000_people;142.22;135.32;128.72;123.27;125.67;130.64;134.48;138.35;142.79;148.4;150.79;159.06;167.09;118.17;118.07;123.15;120.13;121.45;117.87;118.85;116.5;119.66;116.61;115.32;114.13;112.76;112.49
bih;traffic_mortality_60_79_per_100000_people;72.64;70.63;70.73;70.18;69.52;68.59;67.44;68.34;65.3;62.63;60.91;60.57;61.2;61.77;61.35;60.89;60.31;59.81;60.3;57.47;56.44;55.94;57.24;58.98;62.09;59.84;57.52
blr;traffic_mortality_60_79_per_100000_people;95.66;100.37;100.26;101.98;100.86;103.03;104.05;103.77;105.54;104.02;101.86;103.54;108.67;108.89;107.72;107.62;105.92;103.0;103.51;100.71;97.0;95.68;86.99;80.66;76.17;75.52;74.55
blz;traffic_mortality_60_79_per_100000_people;144.22;144.46;148.95;153.86;167.28;172.17;186.2;272.97;214.06;223.78;226.01;241.62;244.37;245.26;242.69;246.44;242.5;242.16;237.95;238.23;230.38;230.53;222.13;219.59;218.22;216.07;213.68
bmu;traffic_mortality_60_79_per_100000_people;187.21;186.75;184.73;187.54;177.12;165.61;178.22;173.47;177.64;182.17;186.09;175.35;175.29;171.41;164.53;160.19;157.92;152.97;148.45;145.6;139.66;134.84;130.11;125.98;128.65;128.49;124.69
bol;traffic_mortality_60_79_per_100000_people;295.73;292.34;289.12;286.56;280.48;276.16;268.89;265.96;260.14;255.47;248.49;241.62;238.54;232.96;229.72;213.51;211.94;211.83;211.79;212.14;211.89;211.61;211.99;209.71;207.37;205.82;204.53
bra;traffic_mortality_60_79_per_100000_people;220.9;216.33;212.79;210.0;206.34;204.72;203.22;194.99;185.92;178.79;172.25;168.5;165.15;163.45;161.31;157.5;154.92;152.62;151.37;149.36;149.3;146.7;144.13;141.32;138.56;135.12;134.42
brb;traffic_mortality_60_79_per_100000_people;78.29;78.14;76.49;75.85;75.53;73.33;74.23;75.06;76.13;76.61;77.02;77.63;76.68;75.9;77.85;80.56;79.12;78.55;75.8;76.21;73.98;75.04;71.8;71.32;72.45;73.11;73.37
brn;traffic_mortality_60_79_per_100000_people;251.49;251.77;248.3;243.22;242.55;236.36;231.31;220.61;211.56;195.98;185.79;178.05;173.19;168.16;163.82;159.37;156.66;153.61;150.97;150.0;146.98;149.3;150.88;148.66;149.38;148.21;146.43
btn;traffic_mortality_60_79_per_100000_people;106.99;106.78;106.52;110.02;109.48;109.19;104.55;104.41;101.77;95.84;95.13;92.1;89.6;88.12;86.26;85.3;83.24;81.84;80.05;81.3;80.69;80.14;80.26;80.27;79.96;79.33;78.85
bwa;traffic_mortality_60_79_per_100000_people;136.33;135.4;135.27;134.93;136.8;140.61;145.65;151.81;159.98;169.23;178.77;184.3;188.14;185.39;190.23;189.49;186.28;187.73;180.09;171.5;165.24;160.45;159.25;156.23;153.96;152.97;152.93
caf;traffic_mortality_60_79_per_100000_people;233.45;235.89;233.85;238.02;242.17;242.61;244.45;244.96;245.73;246.15;245.16;245.27;260.85;246.37;251.32;247.64;248.9;250.38;248.21;241.95;241.64;240.1;239.53;235.36;243.69;246.41;228.12
can;traffic_mortality_60_79_per_100000_people;76.27;73.71;71.14;69.11;67.6;66.21;64.98;63.35;62.24;61.45;61.04;59.56;58.81;57.44;56.26;54.88;53.04;51.76;50.12;48.0;46.77;45.43;44.69;44.99;44.18;44.37;44.14
che;traffic_mortality_60_79_per_100000_people;99.42;90.83;84.68;78.56;74.14;70.32;64.83;59.62;56.83;53.51;53.13;51.41;47.24;45.74;43.35;40.36;39.0;37.63;36.59;35.59;34.72;33.84;33.21;32.75;31.62;31.38;31.28
chl;traffic_mortality_60_79_per_100000_people;123.62;123.66;121.14;123.9;125.78;128.9;129.05;128.31;126.64;124.81;126.47;125.73;125.0;124.4;122.93;121.82;120.67;118.18;115.03;115.4;112.56;109.91;107.28;106.36;102.66;100.55;99.38
chn;traffic_mortality_60_79_per_100000_people;154.04;150.33;152.58;154.97;157.85;156.05;154.5;157.54;157.98;164.04;170.28;177.59;186.33;182.58;181.07;179.14;173.33;170.42;167.76;166.88;166.32;162.95;159.13;157.41;157.88;152.48;148.1
civ;traffic_mortality_60_79_per_100000_people;327.94;330.12;336.97;348.01;355.41;367.22;368.97;364.73;367.08;366.84;375.28;367.0;360.47;357.71;356.32;350.58;349.08;342.36;337.14;332.92;331.24;332.39;332.8;332.28;331.2;329.39;329.49
cmr;traffic_mortality_60_79_per_100000_people;289.32;292.29;296.75;289.55;290.99;312.41;295.62;303.17;313.65;306.92;309.35;305.56;302.64;299.63;298.01;298.95;299.68;298.68;291.25;287.01;285.58;284.8;283.08;281.52;283.23;280.76;280.85
cod;traffic_mortality_60_79_per_100000_people;144.31;143.69;144.31;141.23;142.2;144.43;158.02;142.42;145.22;139.51;139.09;142.2;136.58;144.44;140.36;136.24;135.84;137.78;139.77;137.06;132.94;135.9;134.54;132.69;134.94;133.46;131.66
