geo;indicator;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
egy;coal_consumption_total;403000.0;274000.0;422000.0;439000.0;474000.0;437000.0;358610.0;317340.0;276410.0;482640.0;576820.0;564200.0;643470.0;616440.0;683760.0;550480.0;709490.0;733170.0;695430.0;705200.0;744600.0;748660.0;791990.0;865750.0;886050.0;759110.0;781310.0;800360.0;964090.0;1037600.0;694260.0;954200.0;807600.0;794510.0;722210.0;869410.0;764800.0;820480.0;850740.0;869520.0;850740.0;851210.0;773780.0;696320.0;618900.0;464010.0;440790.0;390530.0;385820.0;394310.0;411550.0;430410.0
esp;coal_consumption_total;9700000.0;8974000.0;9120000.0;9232000.0;9290000.0;9814000.0;9863000.0;10101000.0;9893000.0;9582000.0;10619000.0;10285000.0;11017000.0;9468000.0;10791000.0;12439000.0;15345000.0;17005000.0;17886000.0;18184000.0;17978000.0;18630000.0;18074000.0;15682000.0;19332000.0;19212000.0;19999000.0;20404000.0;18354000.0;18922000.0;18967000.0;16027000.0;18355000.0;17491000.0;19603000.0;20936000.0;19168000.0;21598000.0;20129000.0;21049000.0;20513000.0;17908000.0;20037000.0;13504000.0;9430000.0;6897000.0;12791000.0;15492000.0;11397000.0;11639000.0;13686000.0;10442000.0
fin;coal_consumption_total;1742000.0;1616900.0;1555600.0;1873500.0;2247500.0;2273700.0;2015800.0;2238500.0;2486600.0;2534200.0;2296100.0;3097000.0;3123900.0;4213600.0;4060400.0;4609600.0;2830200.0;3140900.0;3413100.0;3931800.0;4985400.0;4558100.0;5106900.0;5112200.0;5001000.0;5265900.0;5260300.0;4787600.0;5475300.0;6668700.0;5899000.0;7029000.0;6657600.0;5463300.0;5293700.0;5015200.0;6061000.0;6585600.0;8219500.0;7384300.0;4743600.0;7407900.0;6995100.0;5334800.0;5373100.0;6786300.0;5513100.0;4514300.0;4996600.0;4467300.0;3785800.0;4098100.0
fra;coal_consumption_total;41370000.0;38333000.0;37837000.0;36385000.0;36423000.0;34666000.0;31766000.0;28256000.0;27949000.0;28289000.0;24802000.0;29160000.0;28085000.0;29302000.0;31823000.0;31157000.0;28400000.0;29040000.0;26280000.0;25130000.0;24390000.0;20160000.0;18350000.0;17920000.0;19510000.0;18990000.0;20210000.0;17820000.0;14560000.0;14320000.0;14660000.0;15620000.0;13680000.0;16270000.0;14570000.0;14167000.0;12398000.0;12778000.0;13584000.0;12931000.0;13429000.0;12409000.0;12847000.0;12073000.0;10750000.0;11511000.0;9768400.0;11066000.0;11564000.0;8637000.0;8383700.0;8315500.0
gbr;coal_consumption_total;117400000.0;111730000.0;104370000.0;104450000.0;101810000.0;96024000.0;85100000.0;74542000.0;80738000.0;71080000.0;71505000.0;72766000.0;73005000.0;71121000.0;76450000.0;71065000.0;70679000.0;65919000.0;66532000.0;47276000.0;62879000.0;67908000.0;69569000.0;67532000.0;65004000.0;64945000.0;65055000.0;61168000.0;53266000.0;49734000.0;47456000.0;44366000.0;39568000.0;38581000.0;34301000.0;36728000.0;38912000.0;35710000.0;38104000.0;36620000.0;37429000.0;40932000.0;38388000.0;35615000.0;29793000.0;30928000.0;31449000.0;38958000.0;36842000.0;29721000.0;23015000.0;10973000.0
grc;coal_consumption_total;2107000.0;2103000.0;2010000.0;2270000.0;2197000.0;2528000.0;3726000.0;3980000.0;4681000.0;4930000.0;6456000.0;7629000.0;8114000.0;7215000.0;3961000.0;3961000.0;3921000.0;3981000.0;4882000.0;5213000.0;6045000.0;5769000.0;6586000.0;7392000.0;7947000.0;8065500.0;7768100.0;8173800.0;8165900.0;8476100.0;8388900.0;7948400.0;8541500.0;8922000.0;8562500.0;9037800.0;9307900.0;8974900.0;8895500.0;9091100.0;8944300.0;8423600.0;8836100.0;8320500.0;8425500.0;7863000.0;7887100.0;8135700.0;6980700.0;6687100.0;5606400.0;4681400.0
hkg;coal_consumption_total;123000.0;106000.0;85000.0;61000.0;36000.0;21000.0;27000.0;13000.0;7000.0;7000.0;6000.0;8000.0;7000.0;5000.0;4000.0;2000.0;35000.0;895000.0;2102000.0;2744000.0;3397000.0;3931000.0;4926000.0;5699000.0;6106000.0;5492000.0;5926000.0;6282000.0;7275000.0;5197000.0;5602000.0;4163000.0;3513000.0;4367000.0;3732900.0;4337900.0;6852000.0;5330100.0;6759700.0;6311800.0;6866900.0;6855900.0;7480500.0;6854800.0;7158000.0;6227300.0;7407300.0;7291200.0;7771000.0;8145000.0;6698300.0;6697800.0
hun;coal_consumption_total;10910000.0;10463000.0;9077000.0;8959000.0;9093000.0;9241000.0;8945000.0;8693000.0;8738000.0;8334000.0;7940000.0;8045000.0;8183000.0;8175000.0;8238000.0;8078000.0;8117000.0;8463000.0;7956000.0;7742000.0;7604000.0;7515000.0;7511000.0;7087000.0;6348000.0;6231300.0;6047200.0;5234700.0;4862300.0;4729200.0;4622700.0;4742800.0;4599800.0;4279900.0;4159900.0;3850200.0;3620200.0;3621000.0;3747400.0;3374500.0;3031200.0;3077000.0;3134700.0;3053500.0;2564900.0;2730400.0;2708500.0;2596600.0;2261100.0;2218000.0;2363000.0;2284400.0
idn;coal_consumption_total;129000.0;158000.0;111000.0;83000.0;100000.0;87000.0;100000.0;100000.0;67000.0;73000.0;93000.0;93000.0;100000.0;133000.0;200000.0;253000.0;270000.0;255000.0;255000.0;267000.0;900000.0;1446000.0;2267000.0;2368000.0;3554000.0;3421900.0;3463100.0;4227200.0;4927700.0;4929500.0;5424900.0;6466500.0;7975000.0;8558400.0;11779000.0;13165000.0;16713000.0;17240000.0;23143000.0;21262000.0;24366000.0;28871000.0;36222000.0;31510000.0;33172000.0;39480000.0;46880000.0;53018000.0;57014000.0;45120000.0;51156000.0;62699000.0
ind;coal_consumption_total;35547000.0;35461000.0;36052000.0;37302000.0;39625000.0;37559000.0;38080000.0;40214000.0;39678000.0;44786000.0;48143000.0;50132000.0;52480000.0;50788000.0;53955000.0;56712000.0;63813000.0;63104000.0;66986000.0;70362000.0;73723000.0;79212000.0;86985000.0;93341000.0;101460000.0;109720000.0;116760000.0;123670000.0;128080000.0;132180000.0;140290000.0;144320000.0;150980000.0;156010000.0;154540000.0;164380000.0;165750000.0;173130000.0;181330000.0;193010000.0;211260000.0;219380000.0;240120000.0;259350000.0;280840000.0;290400000.0;304770000.0;329990000.0;352780000.0;387540000.0;396550000.0;411950000.0
