geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
mex;earthquake_affected_annual_number;0;0;0;517;0;0;0;0;3859;7540;6427;31;26;0;0;2140000;0;3052;0;353;0;0;0;0;0;67200;0;17000;0;138000;1;0;0;178600;0;0;0;0;0
mmr;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
moz;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1480;0;0
mtq;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0
mwi;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nic;earthquake_affected_annual_number;0;0;730000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6358;0;0;0;0;0;238;0;7484;0;0;0;0;0;0;0;0
nld;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
npl;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;240700;0;0;0;0;0;0;0;301700;0;0;0;0;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nzl;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pak;earthquake_affected_annual_number;0;0;0;0;54900;0;0;0;0;0;0;2493;0;567;16;12040;750;0;0;0;318;205100;2140;0;0;0;0;10150;612;0;0;914300;155900;0;13170;5201000;0;0;75490
