geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
gbr;flood_deaths_annual_number;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;0;1;5;0;0;0;1;0;0;0;0;14;8
geo;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;1;0;0;0;0
gha;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;5;0;0;0;145;0;0;0;52;0;12;4;0;0;0;0;56;0
gin;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
glp;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gmb;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;1;0;0;0;0;0;0;0
gnb;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
grc;flood_deaths_annual_number;0;0;0;0;0;0;0;27;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;9;3;0;1;11;0;0;0;0;1;2;0
grd;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gtm;flood_deaths_annual_number;0;0;0;5;0;0;0;0;0;0;0;0;620;0;0;0;0;84;0;10;0;0;0;0;10;31;0;0;0;12;36;0;0;0;0;0;0;11;21
guf;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guy;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0
hkg;flood_deaths_annual_number;0;0;138;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;5;0;1;0;0;80;0;0;0;0;0;0;0;0;0;0;0
hnd;flood_deaths_annual_number;0;0;0;0;0;0;20;0;0;1;0;0;0;0;0;0;0;0;19;0;5;0;0;413;151;14;7;0;0;34;0;0;11;10;0;8;4;6;67
hrv;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hti;flood_deaths_annual_number;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;148;33;27;0;0;0;0;13;0;0;18;0;0;13;16;26;31;62;2665;17;11;61;0
hun;flood_deaths_annual_number;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0
idn;flood_deaths_annual_number;82;0;0;0;0;0;163;22;70;164;153;509;3;20;26;42;175;201;179;18;191;112;57;131;59;140;87;0;4;12;273;402;230;414;5;154;656;442;88
ind;flood_deaths_annual_number;1027;1323;0;0;260;350;0;560;4610;253;2411;553;932;785;740;1980;251;1314;2100;1609;224;1016;832;1297;2015;1514;1291;2357;2131;554;2086;581;735;452;1348;2129;1194;2051;2443
irl;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
irn;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;256;58;0;0;0;0;265;865;90;0;0;56;63;781;39;27;49;13;157;81;10;476;61;0;40;109;14;12;22
irq;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;4
isl;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
isr;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0
ita;flood_deaths_annual_number;37;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;68;0;17;0;0;0;46;2;2;3;2;0;0;0;9
jam;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;54;9;0;0;0;15;0;9;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0
jor;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
jpn;flood_deaths_annual_number;0;0;458;0;0;0;0;5;8;23;20;0;345;0;0;0;14;0;27;10;27;0;0;0;0;0;0;0;16;60;18;1;0;23;22;0;42;2;5
kaz;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ken;flood_deaths_annual_number;0;0;0;0;0;0;0;100;0;0;0;0;75;0;0;0;0;0;0;0;44;0;0;0;0;0;0;86;40;0;0;4;85;40;54;26;212;19;55
kgz;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0
khm;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;506;0;59;0;0;7;347;56;29;0;0;16;5;2;0
kir;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kna;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kor;flood_deaths_annual_number;28;0;747;0;0;0;0;315;27;0;0;0;0;0;166;0;0;50;0;0;127;54;5;0;0;0;85;15;403;64;20;70;21;0;10;18;46;3;10
kwt;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
lao;flood_deaths_annual_number;0;14;0;0;0;0;0;0;31;0;0;0;0;0;14;0;0;0;0;0;0;0;10;0;0;0;30;0;0;0;15;0;2;0;0;0;0;0;6
lbn;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lbr;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0
lby;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
