geo;indicator;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004
gnb;economic_growth_over_the_past_10_years;;;;;;;;;;;3.6889999999999996;3.696;2.95;1.4669999999999999;1.2329999999999999;1.911;2.386;0.9745;-0.1532;-1.0659999999999998;-3.0669999999999997;-0.648;0.09333999999999999;-0.00248;-0.1365;-1.8940000000000001;-1.2429999999999999;-1.2930000000000001;-0.7564;-0.2555;2.419;0.1277;-3.238;-1.546;-0.4931;0.04115;0.4994;0.802;-2.023;-1.6130000000000002;1.736;-1.0959999999999999;1.896;0.7457;
gnq;economic_growth_over_the_past_10_years;;;;;;;;;;;2.41;2.593;2.634;3.5789999999999997;4.133;6.936;8.578;8.927;7.851;5.939;4.968;4.406000000000001;4.256;2.262;1.16;-1.7280000000000002;-4.474;-6.169;-4.692;-3.695;-2.0380000000000003;-1.8359999999999999;-0.3314;-1.4040000000000001;-6.017;-4.997;0.2832;9.783;11.04;13.58;15.02;19.21;21.97;22.23;
grc;economic_growth_over_the_past_10_years;;4.593999999999999;5.043;5.1579999999999995;5.6579999999999995;6.098;5.8260000000000005;5.692;5.917000000000001;6.5329999999999995;7.082999999999999;6.781000000000001;7.642;7.432;5.843;5.481;5.507000000000001;5.17;5.12;4.401;3.6310000000000002;2.6439999999999997;1.528;0.6267;1.521;1.192;0.6502;0.2289;0.0668;0.2068;0.1957;0.6768;0.8259;0.7164;0.6666;0.5826;0.7302;1.2830000000000001;1.158;1.113;1.538;1.74;2.104;2.841;3.19
grd;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;1.615;0.872;1.4169999999999998;1.733;2.447;3.022;3.141;0.8986;0.6943;1.57;1.732;2.645;2.472;1.859;1.016;0.7365;0.7155;3.1910000000000003;3.534;3.42;3.444;3.2769999999999997;3.023;3.258;
gtm;economic_growth_over_the_past_10_years;0.9193;1.229;1.0190000000000001;1.344;1.591;2.125;2.2769999999999997;2.093;2.168;2.292;2.374;2.145;2.866;2.7910000000000004;2.813;2.782;2.426;2.79;2.4619999999999997;2.434;2.582;2.201;1.127;0.6109;0.2559;-0.057260000000000005;-0.2477;-0.8476;-0.8818;-1.216;-1.49;-1.247;-0.9963;-0.5399;-0.1615;0.2138;0.5201;0.71;0.8332;0.9524;0.9819;0.9253;0.9338;0.8138;
hkg;economic_growth_over_the_past_10_years;;;;;;;;;;;7.909;8.339;8.18;7.272;6.053999999999999;4.718999999999999;4.984;6.292000000000001;7.024;6.5729999999999995;6.667999999999999;6.624;6.042000000000001;5.46;6.336;6.39;6.184;6.09;5.8629999999999995;5.5489999999999995;5.142;5.031000000000001;5.412000000000001;5.519;5.244;5.274;4.545;3.7319999999999998;2.074;1.818;2.156;1.54;1.038;0.7686;1.08
hnd;economic_growth_over_the_past_10_years;-0.2572;-0.265;0.2931;-0.4154;1.031;1.806;0.5547;0.62;0.6077;0.1672;0.7239;1.578;1.982;2.298;0.9391;0.8419;1.436;1.6969999999999998;1.834;2.434;2.228;1.8630000000000002;1.6580000000000001;1.219;2.133;1.8330000000000002;1.105;1.105;0.5663;0.4554;0.2678;-0.4217;-0.3468;-0.06176;-0.5786;-0.5948;-0.2487;-0.2187;-0.2035;-1.215;-0.5462;-0.2063;-0.2917;-0.1669;0.6476
hrv;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.758;0.9053;2.595;3.924;3.7039999999999997
hti;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;3.9789999999999996;3.472;2.785;2.416;2.156;1.9269999999999998;0.4311;-0.1015;-0.5029;-1.83;-2.878;-2.9;-2.647;-1.805;-2.84;-1.6769999999999998;-1.5930000000000002;-1.181;-1.1159999999999999;-0.05555;0.5937;;;;
hun;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;4.034;4.104;3.529;2.946;2.995;2.819;2.677;2.431;2.737;1.9369999999999998;1.723;0.2685;-0.0504;0.3676;-0.07156;-0.021769999999999998;-0.1793;-0.1546;0.07034;0.4711;1.216;2.8539999999999996;3.318;3.154;3.786
idn;economic_growth_over_the_past_10_years;;;;;;;;;;;1.534;2.051;3.614;5.138999999999999;4.854;5.461;5.843999999999999;6.871;6.325;5.757000000000001;4.996;4.282;2.616;2.154;2.728;2.475;2.2030000000000003;2.021;2.363;3.0580000000000003;3.427;4.1739999999999995;5.388;5.162000000000001;4.761;5.256;5.3629999999999995;5.058;3.2760000000000002;2.559;2.602;2.051;1.839;1.743;1.2890000000000001
ind;economic_growth_over_the_past_10_years;1.61;2.104;1.76;2.108;2.37;2.079;1.922;2.41;2.316;3.0989999999999998;2.865;2.87;2.347;1.686;0.9641;1.73;2.227;2.0909999999999997;2.177;1.093;1.5759999999999998;1.6059999999999999;2.105;2.272;3.036;2.98;3.091;3.117;3.092;3.665;3.463;2.978;2.885;2.873;2.667;2.8989999999999996;2.937;2.803;2.8689999999999998;3.484;3.3739999999999997;3.853;4.145;4.458;
irl;economic_growth_over_the_past_10_years;1.849;2.0269999999999997;2.401;2.468;2.674;2.372;2.594;3.252;4.046;4.069;3.721;3.498;3.778;3.812;3.6310000000000002;3.484;3.6439999999999997;3.752;3.574;3.335;3.193;3.139;2.436;1.791;1.839;2.033;1.847;1.5119999999999998;1.308;1.585;2.405;2.349;2.6910000000000003;3.088;3.411;4.144;4.933;5.7139999999999995;6.0;6.42;6.3629999999999995;6.702000000000001;6.882999999999999;7.057;6.757000000000001
irn;economic_growth_over_the_past_10_years;;;;;;4.192;4.965;5.044;5.607;5.769;5.895;7.42;7.739;8.425;7.506;5.8229999999999995;7.082000000000001;4.8580000000000005;3.383;2.2880000000000003;-0.6463;-3.5639999999999996;-3.947;-4.375;-3.425;-3.01;-5.733;-4.806;-4.723;-4.5089999999999995;-2.043;0.1444;0.5698;0.3109;0.5358;0.09947;1.6030000000000002;2.38;3.404;3.852;3.182;2.673;2.312;2.21;
irq;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;5.388;-0.317;1.095;2.779;2.045;0.6877;-0.7268;0.9393;-0.893;-2.9389999999999996;-2.841;-7.524;-5.932;-5.18;-4.494;-5.561;-2.815;-7.8229999999999995;-3.377;-0.2611;-0.3721;10.26;7.079;-2.909;
isl;economic_growth_over_the_past_10_years;2.765;2.825;3.763;3.398;3.552;3.2560000000000002;3.95;4.02;2.494;2.496;3.032;4.713;4.237;4.05;3.9330000000000003;3.181;2.537;3.707;5.026;5.359;5.251;4.1;4.125;3.04;2.577;2.9589999999999996;3.407;3.162;2.535;2.048;1.5930000000000002;1.168;0.6382;0.9784;0.97;0.6585;0.5957;0.2851;0.9107;1.3090000000000002;1.7269999999999999;2.035;2.147;2.498;2.798
isr;economic_growth_over_the_past_10_years;3.514;3.7110000000000003;5.353;6.381;5.597;5.041;3.8160000000000003;3.947;5.227;5.638;5.787999999999999;5.593999999999999;5.695;5.847;5.494;5.236000000000001;5.185;4.83;3.668;2.7969999999999997;2.037;1.7590000000000001;1.173;0.7163;0.3157;0.1489;0.8392;1.841;1.506;1.04;1.669;1.6440000000000001;1.858;1.831;2.509;2.9419999999999997;2.9819999999999998;2.39;2.474;2.7960000000000003;3.005;2.326;1.7109999999999999;1.4169999999999998;1.216
ita;economic_growth_over_the_past_10_years;5.211;5.167999999999999;5.371;5.247999999999999;5.053999999999999;4.724;4.915;5.19;5.406000000000001;5.348;5.02;4.371;4.0569999999999995;4.165;4.471;3.907;3.97;3.52;3.236;3.22;3.096;3.0269999999999997;2.8289999999999997;2.33;2.14;2.747;2.395;2.522;2.595;2.353;2.191;2.279;2.2840000000000003;2.023;1.944;1.925;1.76;1.6580000000000001;1.4480000000000002;1.3259999999999998;1.419;1.444;1.419;1.5859999999999999;1.494
jam;economic_growth_over_the_past_10_years;;;;5.34;4.742;4.086;3.113;1.9380000000000002;1.8;1.865;2.654;2.464;3.156;2.589;1.8719999999999999;1.2009999999999998;1.063;1.0490000000000002;1.002;0.2553;-1.6640000000000001;-1.7719999999999998;-2.6189999999999998;-2.133;-2.059;-2.049;-1.827;-0.7452;-0.5257;0.5284;1.774;1.624;2.049;1.943;2.184;2.608;2.451;1.4069999999999998;1.545;0.6794;0.168;0.3582;0.00705;-0.3392;
jor;economic_growth_over_the_past_10_years;;;;;4.346;7.151;4.296;4.283;2.291;1.4869999999999999;0.1471;-1.2919999999999998;-0.8992;-1.919;-2.864;-4.58;-3.69;-4.4030000000000005;-2.129;-1.4069999999999998;0.4151;0.5397;0.9234;1.861;3.1439999999999997;4.449;4.125;4.537;2.166;-0.3959;-2.22;-2.1719999999999997;-2.728;-2.886;-3.1660000000000004;-2.863;-3.4789999999999996;-2.992;-2.3409999999999997;-0.4288;0.983;1.371;1.489;0.9289;
jpn;economic_growth_over_the_past_10_years;6.832999999999999;7.107;6.903;7.148;7.806;7.611000000000001;7.983;8.392999999999999;9.216000000000001;9.542;9.353;8.53;8.453;8.379;6.994;6.707000000000001;6.023;5.336;4.627;4.008;3.2;3.091;2.597;1.992;2.535;2.847;2.821;2.833;3.0269999999999997;3.043;3.3810000000000002;3.471;3.324;3.228;3.048;2.7539999999999996;2.824;2.63;1.831;1.2930000000000001;1.028;0.7209;0.5931;0.7273;0.9206
kaz;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.551;
ken;economic_growth_over_the_past_10_years;0.5538;-1.28;0.2225;1.1;1.001;1.025;1.396;1.2309999999999999;0.6759999999999999;1.64;-0.2126;0.4092;0.2475;-0.1825;0.05107;-0.5092;-1.483;-1.29;-0.14300000000000002;-0.3441;1.061;0.6722;0.2559;0.2889;-0.2816;-0.273;0.7859999999999999;0.7539;0.5482;0.6359;0.6932;0.7716;0.3405;0.5152;0.5374;1.092;0.5123;0.2993;-0.1651;-0.6138;-0.6325;-0.6039;-0.5076;-0.3219;
khm;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-8.274;-7.72;-7.555;-5.941;-5.63;-5.846;-6.327000000000001;-4.9639999999999995;-3.555;-2.324;-1.639;-0.9977;0.03057;0.7884;1.607;1.59;2.662;3.247;1.716;2.035;2.839;2.799;2.5669999999999997;2.6310000000000002;
kir;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-5.022;-4.503;-4.63;-7.382999999999999;-10.08;-10.97;-8.116;-8.078;-6.752000000000001;-6.781000000000001;-0.7988;-0.5556;-1.785;-0.7149;-0.7687;0.1167;0.2796;1.1840000000000002;0.02702;1.868;1.855;1.399;1.6969999999999998;1.933;
kna;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.734;4.78;3.5;3.04;4.229;4.6160000000000005;5.28;6.091;4.118;4.445;5.218999999999999;4.226;4.925;5.367000000000001;5.617000000000001;5.0169999999999995;5.228;5.5089999999999995;6.456;6.986000000000001;5.642;4.77;4.328;3.91;
kor;economic_growth_over_the_past_10_years;;;;1.416;1.9809999999999999;1.735;2.5860000000000003;2.49;3.343;4.638999999999999;5.435;5.851;6.23;6.506;6.715;6.7620000000000005;6.655;7.209;7.29;6.827000000000001;5.685;5.417999999999999;5.723;5.711;5.771;6.001;6.02;6.156000000000001;6.172000000000001;6.142;7.727;8.204;7.999;7.641;7.665;7.917999999999999;7.669;6.9670000000000005;5.002;5.305;5.053;4.51;4.7139999999999995;4.44;4.103
kwt;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-7.518;-8.974;-9.533999999999999;-9.049;-7.667999999999999;-6.4;-6.746;-6.1370000000000005;-6.059;-5.566;-5.716;-1.381;0.8287;3.8289999999999997;3.823;4.361000000000001;4.467;3.7680000000000002;3.647;1.2229999999999999;4.349;1.153;-0.8902;-1.705;
lao;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-1.128;-0.4851;-0.2919;-0.1111;0.1395;1.4080000000000001;2.208;1.8619999999999999;3.071;3.923;3.912;3.102;2.977;2.949;2.99;1.993;2.109;2.824;0.8453;-0.09922;-0.4049;-0.3985;0.5498;0.6408;
lbn;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.513;5.638;5.985;
lbr;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-1.5630000000000002;-1.5830000000000002;-0.9922;-2.7510000000000003;-1.8090000000000002;0.1564;-1.08;-1.465;-2.66;-5.987;-10.61;-10.92;-15.49;-18.09;-20.38;-20.21;-18.88;-13.56;-12.01;-8.173;-1.537;-1.169;3.845;4.5969999999999995;
lca;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.147;1.151;1.26;2.311;2.977;3.6519999999999997;5.879;4.512;6.057;5.3629999999999995;6.11;5.921;6.06;5.167000000000001;3.801;3.437;1.874;1.507;1.314;0.9155;0.5856;0.10800000000000001;-0.3633;-0.2193;
lka;economic_growth_over_the_past_10_years;0.504;1.403;0.6729999999999999;1.9509999999999998;1.58;2.221;3.247;3.977;3.035;3.5780000000000003;3.6710000000000003;3.04;3.872;3.773;3.745;3.465;3.569;3.0069999999999997;3.883;4.066;4.095;4.468999999999999;4.405;3.6510000000000002;3.4960000000000004;4.5889999999999995;4.86;4.67;4.066;3.8169999999999997;4.043;3.241;3.352;3.928;4.098;3.576;3.653;4.1;4.1930000000000005;4.452;3.9160000000000004;3.986;3.49;3.451;
lso;economic_growth_over_the_past_10_years;;;;;;;;;;;1.781;1.6569999999999998;0.9098;2.375;2.469;0.9365;1.962;2.134;5.08;3.341;5.6129999999999995;5.353;5.143;3.22;2.4330000000000003;4.2410000000000005;4.551;3.4410000000000003;1.165;2.702;0.6967;0.3302;0.19399999999999998;1.2;2.044;2.158;1.9469999999999998;2.539;3.141;3.3310000000000004;3.36;3.92;3.792;3.964;
ltu;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.841;5.77
lux;economic_growth_over_the_past_10_years;1.617;2.667;2.145;1.902;2.909;2.5610000000000004;2.109;1.479;1.883;2.9389999999999996;2.698;2.551;3.033;3.699;3.213;2.369;2.5660000000000003;2.81;2.7430000000000003;1.9780000000000002;1.94;1.699;1.264;0.8639;1.137;2.2119999999999997;2.96;3.1630000000000003;3.615;4.242;4.625;5.483;5.409;5.375;5.013;4.697;3.9219999999999997;4.3069999999999995;4.087;3.835;4.1739999999999995;3.403;3.458;3.332;3.3739999999999997
lva;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.553;
mac;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;7.391;7.237;6.848;6.322;5.99;5.085;4.624;4.883;4.643;4.295;4.345;3.75;4.041;4.064;3.8289999999999997;4.247;3.9139999999999997;2.677;1.714;1.036;1.0290000000000001;1.337;1.489;2.4530000000000003;4.492
mar;economic_growth_over_the_past_10_years;0.08436;1.9280000000000002;2.8310000000000004;3.772;4.376;4.48;4.306;5.225;5.86;5.794;5.7;4.426;3.4939999999999998;2.52;1.964;2.513;3.509;3.094;2.841;2.866;3.0639999999999996;2.592;2.984;2.5839999999999996;2.597;2.487;2.495;1.8259999999999998;1.9580000000000002;1.608;1.635;2.306;0.9998;0.9883;1.7409999999999999;0.611;0.8205;0.8059;0.5868;0.3898;0.2289;0.1736;0.9752;1.485;
mda;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.0490000000000002;-0.5282;1.391
mdg;economic_growth_over_the_past_10_years;;;;;;;;;;;0.9257;0.9059999999999999;0.6123;0.3954;0.2051;0.2535;-0.6009;-0.7024;-1.403;-0.997;-1.605;-2.737;-3.0210000000000004;-2.5789999999999997;-2.524;-2.379;-1.7719999999999998;-2.12;-1.922;-2.336;-2.456;-1.193;-1.454;-1.4780000000000002;-1.672;-1.665;-1.435;-1.026;-0.9479;-1.601;-1.071;-1.162;-1.886;-1.393;-1.196
mdv;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;8.882;9.002;7.544;7.912000000000001;9.208;9.372;9.166;8.874;8.23;8.036;7.776;7.337999999999999;8.301;7.313;5.462999999999999;4.876;4.997;4.748;4.832;3.9810000000000003;3.8560000000000003;3.301;3.4610000000000003;4.261;3.8080000000000003
mex;economic_growth_over_the_past_10_years;3.1919999999999997;2.532;2.5380000000000003;3.4739999999999998;3.6639999999999997;3.3569999999999998;3.227;2.989;3.31;3.515;3.292;3.4619999999999997;3.867;3.755;3.057;3.167;3.0210000000000004;2.782;2.782;3.279;3.492;3.943;3.136;1.986;1.85;1.6219999999999999;0.9033;0.7953;0.141;-0.2287;-0.4589;-0.8008;-0.3536;0.306;0.4181;-0.4522;0.4019;0.9673;1.433;1.4369999999999998;1.6280000000000001;1.261;1.04;1.0490000000000002;1.092
mkd;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.4651;-0.2813;0.3146;0.7140000000000001;
mli;economic_growth_over_the_past_10_years;;;;;;;;;;;-1.5919999999999999;-0.8373;-0.2249;-1.6569999999999998;1.061;1.089;1.567;2.363;2.102;2.574;2.026;0.9172;0.07134;1.619;1.4080000000000001;0.6286;1.796;1.411;0.7989;0.9415;0.5399;1.367;2.532;2.437;1.984;2.27;1.4169999999999998;1.262;2.908;2.499;1.9380000000000002;2.886;2.117;2.239;2.5269999999999997
mlt;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;11.01;10.69;9.424;8.916;8.28;6.28;5.2860000000000005;4.415;3.5639999999999996;3.273;3.389;3.845;4.863;4.678;4.838;4.822;4.61;4.81;4.7410000000000005;4.458;4.663;3.9560000000000004;3.5;2.9360000000000004;2.461
mng;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.7769999999999997;3.138;3.613;3.33;3.5389999999999997;3.488;4.029;3.6010000000000004;3.3760000000000003;3.2310000000000003;2.342;0.5886;-1.128;-1.8619999999999999;-2.081;-1.837;-2.441;-2.266;-2.286;-2.103;-1.6269999999999998;-0.4731;0.9794;1.851;
moz;economic_growth_over_the_past_10_years;;;;;;;;;;;1.885;2.316;1.8619999999999999;1.949;2.17;2.401;2.7760000000000002;1.484;1.051;0.6441;1.237;0.8634;0.16399999999999998;-0.7599;-1.68;-3.097;-3.2039999999999997;-2.04;-0.8597;-0.08258;-0.1554;-0.4756;-0.9576;0.2898;1.274;0.6826;0.9885;1.05;0.7585;-0.4646;-0.1994;1.4;2.909;3.3939999999999997;
mrt;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-0.03762;0.4583;-0.6953;-0.5585;-1.2990000000000002;-1.709;-2.073;-2.239;-1.3230000000000002;-1.093;-0.2793;-0.5815;0.2795;1.3019999999999998;1.416;1.8030000000000002;1.4380000000000002;1.729;1.6440000000000001;1.771;2.093;1.933;2.338;0.7789;
mus;economic_growth_over_the_past_10_years;-4.559;-2.8280000000000003;-2.1109999999999998;-0.8345;-0.1594;-0.8066;-0.8607;-0.7602;-1.0590000000000002;-1.068;1.794;0.3404;0.2996;0.4264;0.752;2.4530000000000003;3.306;3.801;5.003;5.045;4.044;3.585;4.156000000000001;3.06;2.9389999999999996;2.403;2.371;2.807;3.076;3.553;4.633;4.997;4.772;5.194;5.222;5.3420000000000005;5.023;4.261;4.388999999999999;3.985;4.357;4.636;3.963;3.877;3.884
mwi;economic_growth_over_the_past_10_years;;;;;0.8286;1.3969999999999998;1.889;1.8730000000000002;1.36;1.5290000000000001;0.2878;1.162;1.895;2.5860000000000003;2.891;2.1959999999999997;1.829;1.7280000000000002;2.622;3.057;4.15;3.13;2.2;2.1;1.626;1.939;1.601;1.0270000000000001;0.2461;-0.363;-0.3586;-0.2159;-1.474;-0.6398;1.365;1.104;0.9051;1.534;1.969;1.9709999999999999;2.089;0.9819;2.213;1.4240000000000002;-0.1934
mys;economic_growth_over_the_past_10_years;;;;;;2.552;2.875;3.095;3.944;3.503;3.465;4.906000000000001;5.334;5.732;5.935;5.481;5.919;6.305;6.256;6.608;6.895;5.377999999999999;4.976;4.5;4.434;4.218999999999999;3.236;3.12;3.264;3.27;3.2889999999999997;3.423;3.842;4.072;4.251;5.079;5.935;6.037999999999999;5.212000000000001;5.17;5.117;4.513;4.025;3.904;
nam;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-0.5244;0.6393;1.051;0.9088;0.5743;-0.3458;0.1914;0.4698;-0.08849;-0.4875;-1.065;-0.8409;-0.8966;-0.7098;-0.4544;0.07503;-0.3323;-1.379;-0.8285;-0.08531;1.663;0.3521;0.6157;1.317;
ner;economic_growth_over_the_past_10_years;;;;;;;;;;;-0.5449;-1.2990000000000002;-1.808;-3.2880000000000003;-3.742;-1.93;-0.5846;-1.26;-0.7761;0.373;1.023;1.875;1.8159999999999998;3.298;2.092;-0.03405;-0.2273;-0.6552;-1.209;-1.7630000000000001;-2.029;-3.033;-3.04;-3.407;-1.801;-2.049;-3.092;-1.806;-1.1079999999999999;-1.035;-2.0909999999999997;-1.297;-0.9717;-0.4245;-0.6189
nga;economic_growth_over_the_past_10_years;4.39;3.1489999999999996;2.575;3.12;2.779;1.76;1.206;-0.5926;-1.072;0.1161;-0.6082;0.6284;0.8874;0.5076;1.374;1.535;2.78;5.3020000000000005;4.854;1.534;-0.4345;-0.4398;-0.9685;-1.6740000000000002;-3.3480000000000003;-2.186;-2.544;-3.5869999999999997;-2.531;-0.5355;0.7159;0.3804;0.6645;1.23;1.7;-0.0737;0.9923;1.3359999999999999;0.6136;0.4179;0.1286;-0.08335;0.0627;1.253;1.32
nic;economic_growth_over_the_past_10_years;2.4619999999999997;2.023;1.614;1.876;1.8119999999999998;2.324;2.398;2.415;2.55;3.262;3.0610000000000004;2.937;2.391;1.9909999999999999;1.599;1.584;1.8880000000000001;1.2329999999999999;1.253;-1.002;-1.361;-1.508;-1.905;-1.217;-1.4769999999999999;-2.9019999999999997;-3.1489999999999996;-4.071000000000001;-4.542;-3.5660000000000003;-3.031;-4.289;-4.2;-5.184;-5.316;-4.369;-4.25;-3.4410000000000003;-2.7560000000000002;-1.7009999999999998;-1.236;0.09476;-0.08676;0.4533;0.6678
nld;economic_growth_over_the_past_10_years;2.931;3.0260000000000002;3.7230000000000003;3.1310000000000002;3.0669999999999997;2.9019999999999997;2.524;2.858;3.96;4.081;3.6710000000000003;4.002;3.609;3.764;3.3539999999999996;2.8939999999999997;3.139;2.972;2.655;2.273;1.8880000000000001;1.365;1.079;0.8433;0.7766;1.09;1.01;0.8886;0.8944;1.218;1.469;1.8940000000000001;2.1590000000000003;2.004;1.994;2.015;1.994;2.202;2.365;2.306;2.286;2.1959999999999997;2.069;2.008;1.913
nor;economic_growth_over_the_past_10_years;2.545;3.0060000000000002;2.801;2.553;2.678;2.986;3.128;3.3810000000000002;3.445;3.6189999999999998;3.498;3.4589999999999996;3.548;3.615;3.615;3.608;3.844;3.648;3.668;3.73;3.9730000000000003;3.5380000000000003;3.273;3.077;3.222;3.235;3.1010000000000004;2.83;2.6430000000000002;2.3480000000000003;2.083;2.326;2.5540000000000003;2.569;2.53;2.441;2.532;2.9360000000000004;3.1889999999999996;3.217;3.2680000000000002;3.16;2.926;2.74;2.459
npl;economic_growth_over_the_past_10_years;;;;;;;;;;;0.7644;0.7493;0.8135;0.6806;0.3533;0.8009999999999999;0.1639;0.7238;1.295;0.9771;-0.1169;0.7562;0.9458;0.877;1.181;1.246;1.48;1.188;1.238;1.5719999999999998;2.443;2.237;1.79;2.3930000000000002;2.283;2.22;2.303;2.658;2.199;2.177;2.499;2.4530000000000003;2.225;2.0180000000000002;
nzl;economic_growth_over_the_past_10_years;1.895;2.7880000000000003;2.862;3.292;2.7539999999999996;3.057;3.5860000000000003;2.648;2.5580000000000003;3.218;1.7209999999999999;1.5819999999999999;1.886;2.046;2.19;1.406;0.9768;1.208;1.296;0.4762;0.8192;0.9063;0.6122;0.4552;0.4102;0.6506;0.7807;1.194;1.337;1.163;0.98;0.5153;0.4374;0.49700000000000005;0.4682;0.7877;0.8262;1.014;0.9413;1.507;1.749;2.209;2.645;2.407;2.31
omn;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-0.3181;2.085;2.4819999999999998;4.7669999999999995;4.875;3.91;1.8159999999999998;1.465;2.5639999999999996;2.552;3.855;3.1239999999999997;3.016;2.755;1.974;1.474;1.794;2.49;1.911;1.8459999999999999;1.581;1.788;1.207;0.6008;
pak;economic_growth_over_the_past_10_years;-0.4482;-0.1085;0.04231;0.2937;1.281;2.0780000000000003;2.112;2.6180000000000003;3.02;2.912;4.4;4.3389999999999995;4.6160000000000005;3.886;3.2310000000000003;3.048;2.721;2.989;2.648;3.2319999999999998;2.5669999999999997;2.7769999999999997;2.7969999999999997;3.1260000000000003;3.625;3.528;3.8689999999999998;3.878;4.249;3.697;3.283;3.273;2.9530000000000003;2.702;2.535;2.521;1.91;1.493;1.262;1.402;1.207;0.833;0.9598;1.2209999999999999;1.291
pan;economic_growth_over_the_past_10_years;1.8130000000000002;3.2319999999999998;3.175;2.8810000000000002;3.23;3.237;3.701;3.8760000000000003;5.06;5.471;4.2860000000000005;3.883;3.1630000000000003;3.585;2.9530000000000003;2.926;2.75;2.8569999999999998;2.627;2.747;4.159;4.41;4.7860000000000005;3.95;4.3260000000000005;4.298;4.231;3.508;2.168;2.217;0.6457;1.123;1.091;1.3869999999999998;1.216;0.7052;0.5781;1.046;2.5669999999999997;2.5580000000000003;2.588;1.547;1.493;1.62;
per;economic_growth_over_the_past_10_years;2.43;1.8319999999999999;2.273;2.86;3.08;3.028;3.1310000000000002;3.32;3.779;4.406000000000001;4.266;3.87;3.2030000000000003;3.029;3.2430000000000003;3.043;2.412;2.174;1.3030000000000002;1.079;0.7129;0.711;0.5585;-1.181;-1.6480000000000001;-1.808;-0.9424;-0.157;-0.6376;-2.324;-3.383;-3.575;-3.7089999999999996;-2.108;-1.247;-0.6886;-1.435;-1.653;-0.7596;0.9553;1.785;1.6769999999999998;2.242;2.219;
phl;economic_growth_over_the_past_10_years;4.032;4.083;3.263;3.403;2.678;2.877;2.004;2.423;2.0540000000000003;1.581;1.766;1.8259999999999998;1.9480000000000002;2.166;2.1180000000000003;2.29;2.7889999999999997;3.1060000000000003;3.095;2.94;3.0989999999999998;3.097;2.485;1.855;1.548;0.2121;-0.0493;-0.5291;-0.2349;0.03934;-0.2596;-0.5902;-0.4478;-0.5376;0.2745;1.124;0.9847;1.69;0.7232;0.8885;1.774;1.348;1.335;1.256;1.815
plw;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.155;1.175;0.8243;0.981;1.318;3.219;4.2010000000000005;4.585;2.838;1.5119999999999998;0.8962;1.003;1.0290000000000001;1.05;
png;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;5.607;4.666;2.687;2.59;2.7489999999999997;3.537;-0.7546;-0.0071200000000000005;-0.8784;-0.7947;-1.0659999999999998;-0.3741;0.46799999999999997;2.582;2.958;1.605;1.5130000000000001;1.2109999999999999;2.115;3.137;2.9739999999999998;2.636;2.294;0.051620000000000006;
