geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
fji;mean_years_in_school_women_25_to_34_years;5.34;5.47;5.6;5.73;5.87;6.0;6.14;6.28;6.41;6.56;6.7;6.84;6.98;7.13;7.27;7.42;7.56;7.71;7.85;8.0;8.14;8.29;8.44;8.58;8.73;8.87;9.03;9.18;9.34;9.5;9.66;9.83;9.99;10.15;10.31;10.48;10.64;10.8;10.96;11.13;11.29;11.45;11.61;11.77;11.93;12.09
fra;mean_years_in_school_women_25_to_34_years;7.12;7.27;7.42;7.57;7.73;7.88;8.03;8.19;8.34;8.5;8.65;8.81;8.97;9.12;9.28;9.43;9.59;9.75;9.9;10.06;10.21;10.36;10.52;10.67;10.82;10.96;11.12;11.28;11.45;11.61;11.77;11.92;12.08;12.24;12.4;12.55;12.71;12.86;13.02;13.17;13.32;13.46;13.61;13.76;13.9;14.04
fsm;mean_years_in_school_women_25_to_34_years;5.52;5.66;5.8;5.93;6.07;6.22;6.36;6.51;6.65;6.8;6.95;7.11;7.26;7.41;7.57;7.72;7.88;8.04;8.2;8.36;8.52;8.68;8.84;9.0;9.16;9.32;9.48;9.64;9.8;9.97;10.13;10.3;10.46;10.62;10.79;10.95;11.12;11.28;11.44;11.6;11.77;11.93;12.09;12.24;12.4;12.56
gab;mean_years_in_school_women_25_to_34_years;4.35;4.47;4.59;4.71;4.84;4.97;5.09;5.23;5.36;5.49;5.63;5.76;5.9;6.04;6.17;6.31;6.45;6.59;6.72;6.86;6.99;7.13;7.26;7.39;7.51;7.63;7.74;7.85;7.96;8.07;8.19;8.31;8.43;8.55;8.67;8.8;8.93;9.06;9.19;9.32;9.46;9.6;9.73;9.88;10.02;10.16
gbr;mean_years_in_school_women_25_to_34_years;7.83;7.99;8.15;8.32;8.48;8.65;8.82;8.98;9.15;9.32;9.49;9.66;9.83;10.0;10.17;10.34;10.51;10.67;10.84;11.01;11.18;11.34;11.51;11.67;11.83;12.0;12.15;12.31;12.47;12.63;12.78;12.93;13.08;13.23;13.38;13.53;13.67;13.82;13.96;14.1;14.24;14.37;14.51;14.64;14.77;14.9
geo;mean_years_in_school_women_25_to_34_years;7.5;7.67;7.83;8.0;8.16;8.33;8.5;8.67;8.84;9.01;9.18;9.35;9.52;9.69;9.86;10.04;10.21;10.38;10.54;10.71;10.88;11.04;11.21;11.37;11.53;11.69;11.85;12.01;12.16;12.31;12.47;12.62;12.77;12.91;13.06;13.21;13.35;13.49;13.63;13.77;13.91;14.04;14.18;14.31;14.44;14.57
gha;mean_years_in_school_women_25_to_34_years;2.35;2.42;2.5;2.58;2.66;2.75;2.83;2.92;3.0;3.09;3.19;3.28;3.37;3.47;3.56;3.66;3.76;3.86;3.96;4.06;4.16;4.26;4.36;4.47;4.57;4.67;4.78;4.88;4.99;5.1;5.21;5.32;5.44;5.55;5.67;5.79;5.92;6.04;6.17;6.3;6.43;6.57;6.7;6.84;6.98;7.12
gin;mean_years_in_school_women_25_to_34_years;0.47;0.48;0.5;0.52;0.53;0.55;0.57;0.59;0.61;0.63;0.65;0.67;0.7;0.72;0.74;0.77;0.8;0.82;0.85;0.88;0.91;0.94;0.97;1.01;1.04;1.08;1.11;1.15;1.19;1.23;1.27;1.32;1.36;1.41;1.46;1.5;1.55;1.6;1.66;1.71;1.77;1.82;1.88;1.94;2.0;2.07
gmb;mean_years_in_school_women_25_to_34_years;0.84;0.87;0.9;0.93;0.96;0.99;1.03;1.06;1.1;1.13;1.17;1.21;1.25;1.29;1.33;1.38;1.42;1.47;1.52;1.57;1.62;1.68;1.73;1.79;1.85;1.91;1.97;2.03;2.1;2.17;2.24;2.31;2.38;2.45;2.53;2.61;2.69;2.77;2.85;2.93;3.02;3.11;3.2;3.29;3.39;3.48
gnb;mean_years_in_school_women_25_to_34_years;0.51;0.53;0.55;0.57;0.59;0.61;0.63;0.65;0.67;0.7;0.72;0.75;0.77;0.8;0.83;0.86;0.89;0.92;0.95;0.99;1.02;1.06;1.1;1.13;1.18;1.22;1.26;1.31;1.36;1.4;1.45;1.5;1.56;1.61;1.66;1.72;1.78;1.84;1.9;1.96;2.02;2.09;2.15;2.22;2.29;2.36
gnq;mean_years_in_school_women_25_to_34_years;2.22;2.29;2.35;2.43;2.5;2.57;2.65;2.73;2.81;2.9;2.98;3.07;3.16;3.25;3.34;3.44;3.54;3.64;3.74;3.84;3.95;4.06;4.17;4.28;4.4;4.51;4.63;4.75;4.88;5.0;5.13;5.26;5.39;5.53;5.66;5.8;5.94;6.08;6.23;6.37;6.52;6.67;6.82;6.97;7.13;7.28
grc;mean_years_in_school_women_25_to_34_years;6.35;6.5;6.66;6.82;6.98;7.14;7.3;7.47;7.64;7.81;7.98;8.15;8.33;8.5;8.68;8.86;9.04;9.22;9.4;9.58;9.77;9.95;10.13;10.32;10.5;10.69;10.86;11.03;11.2;11.37;11.54;11.7;11.87;12.03;12.2;12.36;12.52;12.68;12.83;12.99;13.14;13.29;13.44;13.59;13.74;13.88
grd;mean_years_in_school_women_25_to_34_years;4.33;4.44;4.56;4.68;4.8;4.93;5.05;5.18;5.31;5.44;5.58;5.71;5.85;5.99;6.14;6.28;6.43;6.58;6.73;6.88;7.03;7.19;7.34;7.5;7.66;7.82;7.98;8.14;8.31;8.47;8.64;8.8;8.97;9.13;9.3;9.47;9.64;9.81;9.98;10.14;10.31;10.48;10.65;10.82;10.98;11.15
gtm;mean_years_in_school_women_25_to_34_years;2.01;2.07;2.14;2.2;2.27;2.34;2.41;2.48;2.55;2.63;2.7;2.78;2.86;2.94;3.03;3.11;3.2;3.29;3.38;3.48;3.57;3.67;3.77;3.87;3.98;4.08;4.19;4.3;4.41;4.52;4.64;4.75;4.87;5.0;5.12;5.25;5.38;5.51;5.65;5.78;5.92;6.06;6.21;6.35;6.5;6.65
guy;mean_years_in_school_women_25_to_34_years;4.55;4.66;4.78;4.9;5.02;5.14;5.26;5.38;5.51;5.63;5.76;5.89;6.02;6.15;6.28;6.41;6.54;6.68;6.81;6.94;7.08;7.21;7.35;7.48;7.61;7.75;7.89;8.03;8.17;8.32;8.47;8.62;8.77;8.92;9.08;9.24;9.39;9.55;9.71;9.87;10.04;10.2;10.36;10.52;10.69;10.85
hnd;mean_years_in_school_women_25_to_34_years;2.65;2.73;2.82;2.91;3.0;3.09;3.19;3.29;3.39;3.49;3.6;3.71;3.82;3.94;4.06;4.18;4.31;4.43;4.57;4.7;4.84;4.98;5.12;5.26;5.4;5.55;5.69;5.82;5.96;6.1;6.25;6.39;6.54;6.69;6.84;6.99;7.14;7.3;7.45;7.61;7.77;7.93;8.09;8.26;8.42;8.58
hrv;mean_years_in_school_women_25_to_34_years;5.77;5.91;6.05;6.19;6.34;6.48;6.63;6.78;6.93;7.08;7.23;7.38;7.54;7.69;7.85;8.0;8.16;8.31;8.46;8.62;8.77;8.93;9.08;9.23;9.38;9.53;9.68;9.82;9.97;10.12;10.27;10.42;10.58;10.73;10.88;11.04;11.19;11.34;11.5;11.65;11.81;11.96;12.12;12.27;12.42;12.57
hti;mean_years_in_school_women_25_to_34_years;1.73;1.79;1.85;1.92;1.98;2.05;2.12;2.19;2.27;2.34;2.42;2.51;2.59;2.68;2.77;2.87;2.97;3.07;3.18;3.29;3.4;3.52;3.64;3.77;3.9;4.04;4.17;4.3;4.43;4.56;4.69;4.83;4.97;5.11;5.25;5.39;5.53;5.68;5.82;5.97;6.12;6.27;6.43;6.58;6.74;6.9
hun;mean_years_in_school_women_25_to_34_years;7.86;8.01;8.15;8.3;8.45;8.59;8.74;8.88;9.02;9.16;9.3;9.44;9.57;9.71;9.84;9.97;10.09;10.22;10.34;10.46;10.57;10.69;10.8;10.91;11.01;11.12;11.25;11.38;11.52;11.65;11.79;11.93;12.07;12.21;12.35;12.49;12.63;12.77;12.92;13.06;13.2;13.34;13.49;13.63;13.77;13.91
idn;mean_years_in_school_women_25_to_34_years;2.89;2.98;3.08;3.17;3.27;3.37;3.48;3.58;3.7;3.81;3.93;4.05;4.17;4.3;4.43;4.57;4.7;4.85;4.99;5.14;5.29;5.45;5.61;5.78;5.95;6.12;6.29;6.45;6.62;6.79;6.97;7.14;7.31;7.48;7.66;7.83;8.0;8.18;8.35;8.53;8.7;8.87;9.05;9.22;9.39;9.56
ind;mean_years_in_school_women_25_to_34_years;1.3;1.34;1.4;1.45;1.5;1.56;1.62;1.68;1.75;1.81;1.88;1.95;2.03;2.11;2.19;2.27;2.36;2.45;2.55;2.65;2.75;2.86;2.97;3.08;3.19;3.31;3.42;3.54;3.65;3.77;3.88;4.0;4.12;4.25;4.37;4.49;4.62;4.75;4.87;5.0;5.13;5.26;5.39;5.52;5.66;5.79
irl;mean_years_in_school_women_25_to_34_years;7.08;7.24;7.4;7.57;7.74;7.91;8.08;8.25;8.43;8.61;8.78;8.96;9.14;9.32;9.51;9.69;9.87;10.05;10.24;10.42;10.6;10.79;10.97;11.15;11.33;11.51;11.67;11.84;12.0;12.17;12.33;12.49;12.64;12.8;12.95;13.11;13.26;13.41;13.55;13.7;13.84;13.98;14.12;14.26;14.4;14.53
irn;mean_years_in_school_women_25_to_34_years;1.67;1.75;1.84;1.93;2.02;2.13;2.23;2.35;2.48;2.61;2.75;2.9;3.06;3.23;3.42;3.61;3.82;4.04;4.28;4.52;4.78;5.05;5.32;5.6;5.88;6.16;6.36;6.56;6.75;6.95;7.14;7.33;7.53;7.72;7.91;8.09;8.28;8.46;8.65;8.83;9.01;9.19;9.36;9.54;9.71;9.89
irq;mean_years_in_school_women_25_to_34_years;1.55;1.62;1.7;1.78;1.86;1.94;2.04;2.13;2.23;2.34;2.45;2.57;2.69;2.82;2.96;3.1;3.25;3.41;3.57;3.74;3.92;4.1;4.29;4.49;4.68;4.88;5.02;5.17;5.31;5.46;5.61;5.75;5.9;6.05;6.2;6.34;6.49;6.64;6.8;6.95;7.1;7.26;7.41;7.57;7.72;7.88
isl;mean_years_in_school_women_25_to_34_years;7.68;7.85;8.01;8.18;8.34;8.51;8.68;8.85;9.02;9.19;9.36;9.54;9.71;9.88;10.05;10.23;10.4;10.57;10.74;10.91;11.08;11.25;11.42;11.59;11.76;11.92;12.08;12.25;12.41;12.57;12.72;12.88;13.03;13.19;13.34;13.49;13.63;13.78;13.92;14.06;14.2;14.33;14.47;14.6;14.73;14.86
isr;mean_years_in_school_women_25_to_34_years;9.19;9.36;9.53;9.71;9.88;10.05;10.22;10.39;10.56;10.73;10.89;11.06;11.22;11.38;11.54;11.7;11.86;12.02;12.17;12.32;12.47;12.62;12.76;12.9;13.04;13.17;13.3;13.44;13.57;13.71;13.84;13.97;14.1;14.23;14.36;14.49;14.61;14.74;14.86;14.98;15.1;15.22;15.34;15.45;15.57;15.68
ita;mean_years_in_school_women_25_to_34_years;7.7;7.85;8.0;8.15;8.31;8.46;8.61;8.77;8.92;9.07;9.22;9.38;9.53;9.68;9.83;9.98;10.13;10.28;10.42;10.57;10.71;10.85;10.99;11.13;11.27;11.4;11.55;11.7;11.84;11.99;12.14;12.28;12.43;12.58;12.72;12.87;13.02;13.16;13.3;13.45;13.59;13.73;13.87;14.01;14.14;14.28
jam;mean_years_in_school_women_25_to_34_years;5.51;5.64;5.78;5.92;6.06;6.21;6.35;6.5;6.65;6.8;6.96;7.12;7.27;7.43;7.6;7.76;7.93;8.09;8.26;8.43;8.61;8.78;8.96;9.13;9.31;9.5;9.67;9.85;10.02;10.19;10.36;10.53;10.7;10.87;11.04;11.21;11.37;11.54;11.7;11.86;12.02;12.18;12.34;12.5;12.65;12.81
jor;mean_years_in_school_women_25_to_34_years;4.0;4.14;4.3;4.46;4.62;4.8;4.97;5.15;5.34;5.53;5.73;5.93;6.14;6.36;6.57;6.79;7.02;7.25;7.48;7.71;7.94;8.17;8.4;8.63;8.86;9.07;9.25;9.43;9.61;9.78;9.96;10.13;10.3;10.47;10.63;10.8;10.97;11.13;11.29;11.45;11.61;11.77;11.93;12.08;12.23;12.39
jpn;mean_years_in_school_women_25_to_34_years;9.19;9.35;9.51;9.67;9.83;9.98;10.14;10.3;10.45;10.61;10.76;10.91;11.06;11.21;11.36;11.51;11.65;11.8;11.94;12.08;12.22;12.35;12.49;12.62;12.75;12.88;13.02;13.17;13.31;13.45;13.59;13.73;13.86;14.0;14.13;14.27;14.4;14.53;14.66;14.78;14.91;15.03;15.15;15.27;15.39;15.51
kaz;mean_years_in_school_women_25_to_34_years;7.06;7.22;7.38;7.54;7.7;7.87;8.03;8.19;8.36;8.52;8.69;8.85;9.02;9.18;9.35;9.51;9.68;9.84;10.0;10.16;10.32;10.47;10.63;10.78;10.93;11.08;11.23;11.38;11.52;11.67;11.81;11.96;12.1;12.25;12.39;12.54;12.68;12.82;12.96;13.1;13.24;13.38;13.52;13.66;13.8;13.93
ken;mean_years_in_school_women_25_to_34_years;2.28;2.37;2.47;2.57;2.67;2.78;2.89;3.0;3.13;3.25;3.38;3.52;3.66;3.81;3.97;4.13;4.29;4.47;4.65;4.83;5.02;5.21;5.41;5.62;5.82;6.03;6.2;6.37;6.53;6.7;6.86;7.02;7.18;7.33;7.49;7.64;7.79;7.94;8.09;8.24;8.39;8.54;8.69;8.84;8.99;9.14
kgz;mean_years_in_school_women_25_to_34_years;7.19;7.35;7.51;7.67;7.84;8.0;8.16;8.32;8.49;8.65;8.82;8.98;9.14;9.3;9.47;9.63;9.79;9.94;10.1;10.26;10.41;10.56;10.71;10.85;11.0;11.14;11.27;11.4;11.53;11.66;11.79;11.93;12.06;12.19;12.32;12.45;12.59;12.72;12.85;12.99;13.12;13.25;13.39;13.52;13.66;13.79
khm;mean_years_in_school_women_25_to_34_years;1.63;1.68;1.73;1.78;1.83;1.89;1.95;2.01;2.07;2.13;2.19;2.26;2.33;2.39;2.47;2.54;2.61;2.69;2.77;2.84;2.93;3.01;3.1;3.18;3.27;3.36;3.46;3.55;3.65;3.75;3.86;3.96;4.07;4.18;4.29;4.41;4.52;4.64;4.77;4.89;5.02;5.15;5.28;5.41;5.55;5.69
kir;mean_years_in_school_women_25_to_34_years;4.11;4.21;4.32;4.43;4.55;4.66;4.78;4.89;5.01;5.13;5.25;5.37;5.5;5.62;5.75;5.87;6.0;6.12;6.25;6.38;6.5;6.63;6.76;6.88;7.01;7.13;7.25;7.38;7.51;7.64;7.77;7.91;8.05;8.19;8.33;8.48;8.63;8.77;8.92;9.08;9.23;9.38;9.54;9.7;9.85;10.01
kor;mean_years_in_school_women_25_to_34_years;7.14;7.29;7.45;7.61;7.77;7.93;8.1;8.26;8.43;8.6;8.76;8.94;9.11;9.28;9.45;9.63;9.8;9.98;10.16;10.34;10.52;10.7;10.88;11.06;11.25;11.43;11.61;11.79;11.97;12.14;12.31;12.48;12.65;12.82;12.98;13.14;13.3;13.46;13.61;13.76;13.91;14.05;14.2;14.34;14.48;14.62
kwt;mean_years_in_school_women_25_to_34_years;4.21;4.34;4.48;4.61;4.75;4.9;5.04;5.19;5.35;5.51;5.67;5.84;6.01;6.18;6.36;6.54;6.73;6.92;7.11;7.31;7.51;7.72;7.94;8.16;8.39;8.62;8.84;9.06;9.27;9.49;9.7;9.91;10.11;10.31;10.51;10.71;10.9;11.09;11.28;11.47;11.65;11.83;12.0;12.17;12.34;12.51
lao;mean_years_in_school_women_25_to_34_years;1.69;1.74;1.8;1.85;1.91;1.97;2.03;2.1;2.16;2.23;2.3;2.37;2.45;2.52;2.6;2.68;2.76;2.84;2.93;3.02;3.11;3.2;3.3;3.4;3.5;3.6;3.71;3.82;3.93;4.04;4.16;4.28;4.39;4.51;4.64;4.76;4.89;5.02;5.15;5.28;5.41;5.55;5.69;5.83;5.97;6.11
lbn;mean_years_in_school_women_25_to_34_years;4.32;4.44;4.56;4.69;4.81;4.94;5.08;5.21;5.35;5.49;5.63;5.77;5.92;6.07;6.22;6.37;6.53;6.68;6.84;7.0;7.17;7.33;7.5;7.67;7.84;8.01;8.18;8.35;8.52;8.69;8.86;9.03;9.2;9.37;9.54;9.71;9.88;10.05;10.22;10.39;10.56;10.73;10.89;11.06;11.23;11.39
lbr;mean_years_in_school_women_25_to_34_years;0.68;0.71;0.74;0.77;0.8;0.84;0.87;0.91;0.96;1.0;1.05;1.09;1.15;1.2;1.26;1.33;1.39;1.47;1.54;1.63;1.71;1.81;1.91;2.02;2.13;2.24;2.34;2.44;2.53;2.63;2.73;2.83;2.93;3.03;3.14;3.24;3.35;3.45;3.56;3.67;3.79;3.9;4.02;4.13;4.25;4.37
lby;mean_years_in_school_women_25_to_34_years;1.77;1.83;1.89;1.95;2.01;2.07;2.14;2.2;2.27;2.34;2.41;2.49;2.56;2.64;2.72;2.8;2.89;2.98;3.07;3.16;3.25;3.35;3.44;3.55;3.65;3.75;3.86;3.97;4.08;4.19;4.3;4.42;4.54;4.66;4.78;4.91;5.04;5.16;5.3;5.43;5.56;5.7;5.84;5.98;6.13;6.27
lca;mean_years_in_school_women_25_to_34_years;5.0;5.13;5.26;5.39;5.52;5.66;5.8;5.94;6.08;6.22;6.36;6.51;6.66;6.81;6.96;7.11;7.26;7.41;7.57;7.72;7.88;8.04;8.19;8.35;8.51;8.67;8.83;8.99;9.15;9.32;9.48;9.64;9.81;9.97;10.14;10.3;10.47;10.63;10.8;10.96;11.13;11.29;11.46;11.62;11.78;11.94
lka;mean_years_in_school_women_25_to_34_years;5.26;5.38;5.51;5.63;5.75;5.88;6.01;6.13;6.26;6.39;6.52;6.65;6.78;6.91;7.04;7.17;7.3;7.43;7.56;7.68;7.81;7.94;8.06;8.19;8.31;8.44;8.59;8.74;8.89;9.04;9.2;9.35;9.51;9.67;9.83;9.99;10.15;10.31;10.47;10.64;10.8;10.96;11.12;11.28;11.44;11.6
lso;mean_years_in_school_women_25_to_34_years;4.17;4.27;4.38;4.49;4.6;4.71;4.82;4.94;5.05;5.17;5.28;5.4;5.52;5.64;5.76;5.88;6.0;6.12;6.24;6.36;6.48;6.6;6.73;6.85;6.97;7.09;7.23;7.37;7.52;7.67;7.82;7.97;8.13;8.28;8.44;8.6;8.76;8.92;9.08;9.25;9.41;9.58;9.74;9.91;10.07;10.24
ltu;mean_years_in_school_women_25_to_34_years;7.99;8.15;8.32;8.48;8.65;8.81;8.98;9.14;9.31;9.47;9.63;9.79;9.95;10.11;10.27;10.42;10.57;10.72;10.87;11.01;11.15;11.29;11.42;11.55;11.68;11.8;11.91;12.02;12.13;12.25;12.36;12.48;12.59;12.71;12.83;12.95;13.07;13.19;13.31;13.43;13.55;13.67;13.8;13.92;14.04;14.17
lux;mean_years_in_school_women_25_to_34_years;6.86;7.01;7.17;7.33;7.49;7.64;7.81;7.97;8.13;8.3;8.46;8.63;8.79;8.96;9.13;9.3;9.47;9.64;9.81;9.98;10.14;10.31;10.48;10.65;10.82;10.98;11.15;11.31;11.48;11.64;11.8;11.97;12.13;12.28;12.44;12.6;12.75;12.91;13.06;13.21;13.36;13.51;13.65;13.8;13.94;14.08
lva;mean_years_in_school_women_25_to_34_years;7.56;7.72;7.88;8.04;8.2;8.37;8.53;8.7;8.86;9.03;9.2;9.36;9.53;9.69;9.86;10.02;10.19;10.35;10.51;10.67;10.83;10.99;11.15;11.31;11.46;11.61;11.76;11.91;12.05;12.2;12.35;12.49;12.64;12.78;12.93;13.07;13.21;13.35;13.49;13.63;13.77;13.9;14.04;14.17;14.3;14.44
mar;mean_years_in_school_women_25_to_34_years;1.17;1.21;1.25;1.29;1.34;1.38;1.43;1.48;1.53;1.58;1.63;1.69;1.75;1.81;1.87;1.93;2.0;2.07;2.14;2.21;2.28;2.36;2.44;2.53;2.61;2.7;2.79;2.88;2.97;3.07;3.16;3.26;3.36;3.46;3.57;3.67;3.78;3.89;4.0;4.11;4.23;4.35;4.47;4.59;4.71;4.84
mda;mean_years_in_school_women_25_to_34_years;7.26;7.42;7.57;7.73;7.89;8.05;8.2;8.36;8.52;8.68;8.83;8.99;9.14;9.3;9.45;9.6;9.75;9.89;10.04;10.18;10.32;10.46;10.59;10.73;10.86;10.99;11.12;11.25;11.38;11.52;11.66;11.8;11.94;12.08;12.22;12.36;12.51;12.65;12.8;12.94;13.09;13.23;13.37;13.52;13.66;13.8
mdg;mean_years_in_school_women_25_to_34_years;1.91;1.97;2.03;2.09;2.16;2.23;2.29;2.36;2.44;2.51;2.59;2.67;2.75;2.83;2.91;3.0;3.09;3.18;3.27;3.36;3.46;3.55;3.65;3.75;3.86;3.96;4.07;4.17;4.28;4.4;4.51;4.63;4.74;4.86;4.99;5.11;5.24;5.36;5.5;5.63;5.76;5.9;6.04;6.18;6.32;6.46
mdv;mean_years_in_school_women_25_to_34_years;2.53;2.6;2.68;2.75;2.83;2.91;3.0;3.08;3.16;3.25;3.34;3.43;3.52;3.62;3.71;3.81;3.91;4.0;4.11;4.21;4.31;4.42;4.52;4.63;4.74;4.85;4.97;5.08;5.2;5.32;5.45;5.58;5.71;5.84;5.97;6.11;6.25;6.39;6.54;6.69;6.83;6.98;7.14;7.29;7.45;7.6
mex;mean_years_in_school_women_25_to_34_years;3.97;4.08;4.2;4.32;4.44;4.56;4.68;4.81;4.94;5.08;5.21;5.35;5.49;5.63;5.77;5.92;6.07;6.22;6.37;6.53;6.68;6.84;7.0;7.16;7.32;7.48;7.64;7.8;7.96;8.12;8.28;8.45;8.61;8.77;8.94;9.1;9.27;9.44;9.6;9.77;9.94;10.1;10.27;10.43;10.6;10.77
mhl;mean_years_in_school_women_25_to_34_years;4.09;4.21;4.32;4.43;4.55;4.67;4.79;4.92;5.04;5.17;5.3;5.43;5.57;5.7;5.84;5.98;6.12;6.26;6.41;6.56;6.7;6.85;7.01;7.16;7.31;7.47;7.63;7.78;7.94;8.1;8.27;8.43;8.59;8.76;8.93;9.09;9.26;9.43;9.59;9.76;9.93;10.1;10.27;10.43;10.6;10.77
mkd;mean_years_in_school_women_25_to_34_years;5.91;6.05;6.19;6.33;6.48;6.63;6.77;6.92;7.08;7.23;7.38;7.53;7.69;7.84;8.0;8.15;8.31;8.47;8.62;8.78;8.93;9.09;9.24;9.4;9.55;9.7;9.85;9.99;10.14;10.29;10.44;10.59;10.75;10.9;11.05;11.21;11.36;11.51;11.67;11.82;11.98;12.13;12.28;12.44;12.59;12.74
mli;mean_years_in_school_women_25_to_34_years;0.33;0.34;0.36;0.37;0.38;0.4;0.41;0.42;0.44;0.46;0.47;0.49;0.51;0.53;0.54;0.56;0.59;0.61;0.63;0.65;0.68;0.7;0.73;0.76;0.78;0.81;0.84;0.87;0.9;0.93;0.96;0.99;1.03;1.06;1.09;1.13;1.17;1.21;1.25;1.29;1.33;1.37;1.42;1.46;1.51;1.56
mlt;mean_years_in_school_women_25_to_34_years;5.82;5.95;6.07;6.2;6.32;6.45;6.57;6.69;6.82;6.94;7.06;7.18;7.3;7.42;7.53;7.64;7.75;7.86;7.96;8.05;8.14;8.23;8.32;8.39;8.47;8.54;8.67;8.81;8.94;9.09;9.23;9.38;9.53;9.68;9.84;9.99;10.15;10.31;10.46;10.62;10.78;10.94;11.1;11.27;11.43;11.59
mmr;mean_years_in_school_women_25_to_34_years;2.4;2.48;2.55;2.63;2.71;2.79;2.87;2.95;3.04;3.13;3.22;3.31;3.4;3.5;3.6;3.7;3.8;3.91;4.01;4.12;4.24;4.35;4.47;4.59;4.71;4.83;4.96;5.09;5.22;5.35;5.49;5.62;5.76;5.91;6.05;6.19;6.34;6.49;6.64;6.79;6.95;7.1;7.26;7.42;7.57;7.74
mne;mean_years_in_school_women_25_to_34_years;5.88;6.02;6.16;6.3;6.45;6.6;6.75;6.9;7.05;7.2;7.36;7.51;7.67;7.83;7.99;8.15;8.31;8.47;8.64;8.8;8.97;9.13;9.3;9.46;9.63;9.79;9.96;10.13;10.29;10.46;10.63;10.79;10.96;11.13;11.29;11.46;11.62;11.78;11.95;12.11;12.27;12.43;12.58;12.74;12.89;13.05
mng;mean_years_in_school_women_25_to_34_years;5.25;5.38;5.52;5.65;5.79;5.93;6.07;6.21;6.36;6.5;6.65;6.79;6.94;7.09;7.24;7.39;7.54;7.7;7.85;8.0;8.15;8.31;8.46;8.61;8.77;8.92;9.07;9.22;9.38;9.53;9.68;9.84;10.0;10.15;10.31;10.47;10.63;10.78;10.94;11.1;11.26;11.42;11.58;11.74;11.9;12.06
moz;mean_years_in_school_women_25_to_34_years;0.78;0.81;0.83;0.86;0.89;0.92;0.95;0.98;1.02;1.05;1.08;1.12;1.16;1.19;1.23;1.27;1.31;1.35;1.4;1.44;1.49;1.53;1.58;1.63;1.68;1.73;1.77;1.82;1.87;1.92;1.98;2.03;2.09;2.15;2.21;2.27;2.34;2.4;2.47;2.54;2.61;2.68;2.76;2.83;2.91;2.99
mrt;mean_years_in_school_women_25_to_34_years;1.2;1.24;1.28;1.32;1.37;1.41;1.46;1.5;1.55;1.6;1.65;1.71;1.76;1.82;1.87;1.93;1.99;2.05;2.12;2.18;2.25;2.32;2.38;2.45;2.53;2.6;2.67;2.75;2.83;2.91;2.99;3.08;3.16;3.25;3.34;3.43;3.52;3.62;3.71;3.81;3.91;4.01;4.12;4.22;4.33;4.44
mus;mean_years_in_school_women_25_to_34_years;3.24;3.35;3.46;3.58;3.69;3.82;3.94;4.07;4.21;4.34;4.48;4.63;4.78;4.93;5.09;5.25;5.42;5.59;5.76;5.93;6.11;6.29;6.48;6.66;6.85;7.03;7.2;7.37;7.53;7.7;7.87;8.04;8.2;8.37;8.54;8.71;8.87;9.04;9.21;9.37;9.54;9.71;9.87;10.04;10.2;10.36
mwi;mean_years_in_school_women_25_to_34_years;1.29;1.33;1.38;1.43;1.48;1.53;1.58;1.64;1.69;1.75;1.81;1.87;1.94;2.01;2.07;2.14;2.22;2.29;2.37;2.45;2.53;2.61;2.7;2.79;2.88;2.97;3.05;3.13;3.22;3.31;3.4;3.5;3.59;3.69;3.79;3.89;3.99;4.09;4.2;4.31;4.42;4.53;4.64;4.75;4.86;4.98
mys;mean_years_in_school_women_25_to_34_years;3.79;3.92;4.06;4.2;4.34;4.49;4.64;4.8;4.96;5.13;5.3;5.47;5.66;5.84;6.04;6.24;6.44;6.65;6.86;7.07;7.29;7.52;7.74;7.97;8.19;8.42;8.6;8.79;8.98;9.16;9.35;9.53;9.71;9.89;10.07;10.24;10.42;10.59;10.77;10.94;11.11;11.27;11.44;11.6;11.77;11.93
nam;mean_years_in_school_women_25_to_34_years;3.46;3.56;3.66;3.77;3.87;3.98;4.09;4.2;4.31;4.43;4.55;4.67;4.79;4.92;5.04;5.17;5.3;5.44;5.57;5.71;5.85;5.99;6.13;6.28;6.42;6.57;6.72;6.87;7.02;7.18;7.33;7.49;7.65;7.81;7.97;8.13;8.29;8.46;8.62;8.79;8.95;9.12;9.29;9.45;9.62;9.79
ner;mean_years_in_school_women_25_to_34_years;0.32;0.34;0.35;0.36;0.37;0.38;0.4;0.41;0.42;0.44;0.45;0.47;0.48;0.5;0.52;0.54;0.55;0.57;0.59;0.61;0.63;0.65;0.68;0.7;0.72;0.75;0.77;0.8;0.82;0.85;0.88;0.91;0.94;0.97;1.0;1.03;1.06;1.1;1.13;1.17;1.21;1.25;1.29;1.33;1.37;1.41
nga;mean_years_in_school_women_25_to_34_years;1.88;1.94;2.0;2.07;2.14;2.21;2.28;2.35;2.43;2.51;2.59;2.68;2.76;2.85;2.94;3.04;3.13;3.23;3.33;3.44;3.55;3.66;3.77;3.88;4.0;4.12;4.24;4.36;4.49;4.61;4.74;4.87;4.99;5.12;5.26;5.39;5.52;5.66;5.79;5.93;6.07;6.2;6.34;6.48;6.63;6.77
