geo;indicator;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000
cze;total_sulfur_emission_kilotonnes;1.6840000000000002;1.889;2.418;2.64;3.025;3.483;4.0169999999999995;4.397;5.045;4.953;5.345;5.636;6.349;7.056;7.736000000000001;8.39;8.697000000000001;9.529;10.28;11.06;11.88;13.91;14.97;15.81;16.61;16.92;17.91;17.65;19.23;20.42;23.11;24.24;25.48;28.08;28.83;29.92;30.6;30.94;34.1;37.14;38.55;40.65;40.58;43.53;45.51;48.57;51.22;54.78;60.1;64.24;70.32;71.23;69.62;72.81;76.05;77.26;83.3;91.76;95.1;98.0;97.04;103.8;113.4;123.3;106.7;98.22;104.0;97.91;87.82;114.5;130.7;135.7;123.0;115.9;148.0;138.0;138.8;150.7;164.4;184.2;161.6;151.2;132.8;123.4;124.3;125.9;133.8;154.3;143.2;173.8;198.0;198.7;213.2;239.0;230.2;129.2;163.9;190.7;205.9;233.9;243.7;267.4;285.0;292.5;314.5;328.7;362.9;383.0;420.7;400.6;428.5;484.2;527.1;566.9;598.6;591.9;638.7;667.3;749.6;854.2;942.7;992.5;1013.0;990.4;1020.0;1078.0;1101.0;1140.0;1152.0;1159.0;1128.0;1170.0;1194.0;1169.0;1152.0;1138.0;1088.0;1082.0;1033.0;999.0;938.0;888.0;769.0;709.5;635.0;545.5;473.0;350.5;221.5;134.0;132.0
deu;total_sulfur_emission_kilotonnes;103.0;115.3;138.6;136.7;148.4;168.8;182.3;181.0;194.4;205.0;226.4;251.3;271.7;279.6;309.8;326.4;337.0;363.5;388.5;413.9;395.2;409.6;495.5;519.6;502.9;523.7;562.4;595.9;626.7;653.0;741.5;805.7;861.1;906.3;889.9;925.8;861.5;937.1;957.1;1042.0;1107.0;1136.0;1106.0;1129.0;1142.0;1196.0;1309.0;1333.0;1362.0;1438.0;1512.0;1541.0;1524.0;1597.0;1660.0;1697.0;1800.0;1882.0;1864.0;1916.0;2021.0;2024.0;2213.0;2304.0;2068.0;2118.0;2469.0;2441.0;2304.0;1682.0;1662.0;1881.0;1599.0;1326.0;1725.0;1838.0;1695.0;1973.0;2094.0;2253.0;1962.0;1664.0;1499.0;1566.0;1733.0;1900.0;2101.0;2383.0;2553.0;2813.0;2876.0;3402.0;4001.0;4709.0;4749.0;916.5;2273.0;2221.0;2197.0;2128.0;1978.0;2299.0;2460.0;2567.0;2689.0;2998.0;3196.0;3275.0;3271.0;3176.0;3371.0;3534.0;3683.0;3890.0;4085.0;3998.0;3859.0;3662.0;3707.0;3792.0;3946.0;3918.0;3823.0;3857.0;3853.0;3740.0;3756.0;3683.0;3523.0;3730.0;3757.0;3720.0;3720.0;3673.0;3816.0;3866.0;3820.0;3698.0;3244.0;3082.0;2663.0;1998.0;1654.0;1472.0;1236.0;968.5;669.5;519.5;418.0;367.5;318.0
dji;total_sulfur_emission_kilotonnes;0.00013000000000000002;0.00013000000000000002;0.00027;0.0004;0.00054;0.00067;0.0008;0.0009400000000000001;0.00107;0.00121;0.00134;0.00267;0.00399;0.00532;0.00665;0.00797;0.0093;0.01063;0.01195;0.013280000000000002;0.0146;0.01593;0.01731;0.018690000000000002;0.02008;0.02146;0.02284;0.02422;0.0256;0.026989999999999997;0.02837;0.032119999999999996;0.02995;0.030139999999999997;0.03034;0.03338;0.036430000000000004;0.03947;0.04265;0.04741;0.05012;0.042230000000000004;0.054479999999999994;0.04759;0.059160000000000004;0.05223;0.05874;0.06619;0.06844;0.06904;0.08248;0.08984;0.04736;0.05185;0.061579999999999996;0.06688;0.06538;0.07081;0.09285;0.0851;0.1015;0.08824;0.1011;0.1155;0.1249;0.1428;0.157;0.1349;0.1448;0.1584;0.1662;0.228;0.2351;0.28800000000000003;0.3039;0.3011;0.2957;0.3233;0.3355;0.3774;0.4109;0.3387;0.2824;0.3408;0.4113;0.4407;0.4571;0.5824;0.5597;0.5962;0.5543;0.5715;0.5826;0.5845;0.5678;0.563;0.5455;0.5764;0.6707;0.6943;0.7257;0.7229;0.7959;0.8326;0.8554;0.9031;0.9963;1.0190000000000001;1.041;1.085;1.006;1.056;1.0979999999999999;1.063;1.21;1.319;1.3130000000000002;1.2770000000000001;1.376;1.341;1.411;1.462;1.4880000000000002;1.6119999999999999;1.716;1.5530000000000002;1.5219999999999998;1.6369999999999998;1.629;1.6980000000000002;1.7690000000000001;1.807;1.7630000000000001;1.7380000000000002;1.7530000000000001;1.76;1.76;1.801;1.7930000000000001;1.801;1.749;1.7690000000000001;1.7890000000000001;1.81;1.831;1.8519999999999999;1.8730000000000002;1.8940000000000001;1.916;1.9380000000000002;1.96
dnk;total_sulfur_emission_kilotonnes;1.048;0.9745;1.053;1.141;1.442;1.443;2.094;2.176;1.631;2.069;1.818;2.5789999999999997;2.2880000000000003;2.533;2.209;3.3510000000000004;3.117;3.1;3.638;3.2039999999999997;3.886;4.051;3.858;3.8960000000000004;4.263;4.9110000000000005;5.237;5.235;4.9319999999999995;5.565;6.218;6.641;7.164;8.175;8.218;8.61;8.321;8.585;9.667;10.4;10.04;10.74;10.65;10.32;11.66;11.96;15.43;15.46;15.98;17.81;17.7;18.44;18.74;19.53;21.13;20.57;22.48;20.5;25.06;27.49;25.35;26.97;31.74;33.02;33.19;35.88;33.7;19.58;19.17;20.63;24.39;21.73;31.43;36.08;42.56;37.31;35.12;44.64;41.61;50.61;48.31;49.22;47.81;47.88;50.45;52.14;55.32;56.35;51.71;62.33;39.7;36.82;33.41;38.84;35.2;20.09;48.5;78.55;82.24;114.1;86.58;125.7;118.7;102.1;106.5;132.5;112.1;132.9;118.8;121.1;154.5;164.4;191.8;218.7;227.6;226.7;252.3;266.2;276.3;277.9;287.0;228.1;202.9;212.0;224.7;209.0;181.4;198.2;184.7;206.5;226.1;185.2;189.4;161.4;152.7;169.7;143.9;127.5;125.1;98.39;88.0;117.5;90.0;72.5;72.5;68.0;86.0;49.0;36.0;26.5;13.5
dom;total_sulfur_emission_kilotonnes;0.00011999999999999999;8e-05;0.00015;0.00014;0.00016999999999999999;0.00016999999999999999;0.00022999999999999998;0.00026000000000000003;0.00028;0.00026000000000000003;0.00037;0.00037;0.00041;0.00036;0.00047000000000000004;0.00045999999999999996;0.00039;0.00049;0.00047000000000000004;0.00057;0.0005099999999999999;0.00045999999999999996;0.00056;0.0005;0.00056;0.00057;0.00061;0.00054;0.00058;0.00057;0.0005099999999999999;0.0005200000000000001;0.00057;0.00042;0.00056;0.0005200000000000001;0.00047999999999999996;0.00041;0.0005;0.0004;0.00044;0.00041;0.00047000000000000004;0.0005200000000000001;0.00054;0.00055;0.00055;0.00056;0.00067;0.00074;0.0008;0.00105;0.00108;0.00123;0.0012900000000000001;0.00145;0.00144;0.00156;0.00172;0.00187;0.0019100000000000002;0.0022600000000000003;0.00225;0.00202;0.00201;0.00248;0.003;0.0036200000000000004;0.00402;0.0033799999999999998;0.00364;0.00301;0.0035700000000000003;0.00458;0.00456;0.00495;0.005370000000000001;0.0059;0.0070599999999999994;0.00757;0.0066;0.0059299999999999995;0.004070000000000001;0.00491;0.00634;0.006640000000000001;0.00677;0.0092;0.00905;0.00893;0.00932;0.01061;0.00987;0.0109;0.0114;0.01199;0.013569999999999999;0.01267;0.01316;0.013609999999999999;0.01736;0.01924;0.01876;0.01848;0.018080000000000002;0.0192;0.020819999999999998;0.02135;0.02189;0.02089;0.02072;0.02046;0.02099;0.021519999999999997;0.02115;0.02094;0.020630000000000003;0.02033;0.01998;0.02012;0.02059;8.521;16.75;31.46;41.44;39.81;36.53;40.41;29.66;40.67;30.23;36.49;19.2;32.99;35.13;35.81;30.51;40.42;36.93;38.21;35.31;40.83;41.12;41.58;44.08;43.8;41.34;44.0;41.83;32.08;37.82
dza;total_sulfur_emission_kilotonnes;0.0;0.00673;0.01347;0.0202;0.026930000000000003;0.03367;0.04044;0.047189999999999996;0.05395;0.06072;0.06749;0.07427;0.08105;0.08784;0.09462999999999999;0.1014;0.1082;0.115;0.1218;0.1287;0.1355;0.1423;0.1491;0.156;0.1628;0.1697;0.1765;0.1834;0.1902;0.1971;0.204;0.2108;0.2177;0.2246;0.2315;0.2384;0.2453;0.2522;0.2591;0.266;0.273;0.2799;0.2868;0.2938;0.3007;0.3076;0.3146;0.3215;0.3285;0.3355;0.3424;0.3494;0.3564;0.3634;0.3704;0.3774;0.3844;0.3914;0.3984;0.4054;0.4124;0.4195;0.4265;0.4335;0.4406;0.4407;0.5039;0.6301;0.5673;0.2522;0.5677;0.631;0.8887;1.331;1.084;1.021;20.08;17.95;14.47;15.85;12.02;9.261000000000001;3.449;2.228;3.002;3.615;7.3660000000000005;12.61;16.4;12.11;11.64;12.81;16.04;15.32;16.04;18.41;19.42;20.22;21.34;23.29;51.55;55.92;64.5;49.83;52.02;59.25;61.85;73.8;69.35;62.09;59.19;48.64;38.84;30.36;36.69;36.53;22.71;18.92;22.01;25.81;21.82;25.89;22.45;22.91;21.48;18.03;16.7;19.64;31.29;29.77;76.78;87.82;99.38;120.4;154.5;131.9;105.1;109.5;108.7;108.0;111.9;122.2;129.6;134.8;135.3;145.1;142.5;160.2;170.8;193.3;210.4
ecu;total_sulfur_emission_kilotonnes;0.00268;0.00179;0.00336;0.00303;0.0037600000000000003;0.0036299999999999995;0.005;0.00572;0.00602;0.00569;0.00812;0.00799;0.00893;0.00795;0.010159999999999999;0.01004;0.00842;0.01063;0.0103;0.01251;0.0111;0.01013;0.012329999999999999;0.01095;0.012320000000000001;0.01242;0.013359999999999999;0.01175;0.0127;0.01236;0.011179999999999999;0.0113;0.012440000000000001;0.00927;0.01229;0.011359999999999999;0.0106;0.009000000000000001;0.01099;0.008790000000000001;0.009609999999999999;0.00896;0.010209999999999999;0.011359999999999999;0.01183;0.01196;0.01212;0.0122;0.014740000000000001;0.0161;0.01756;0.022969999999999997;0.04593;0.0689;0.09187000000000001;0.1148;0.1378;0.1608;0.1837;0.2067;0.2297;0.2526;0.2756;0.2986;0.3215;0.3445;0.3675;0.3904;0.4134;0.4364;0.4593;0.4823;0.5053;0.5282;0.5512;0.5742;0.7489;1.8969999999999998;3.845;4.893;5.517;6.2410000000000005;5.667000000000001;5.742000000000001;5.792000000000001;6.1160000000000005;6.79;7.115;7.414;7.614;13.06;18.29;21.29;23.8;20.76;21.49;14.2;7.794;9.056000000000001;10.31;6.785;6.162000000000001;7.261;6.563;7.5120000000000005;7.452999999999999;7.013;5.702000000000001;6.438;6.7620000000000005;13.54;12.31;10.99;12.43;14.49;14.91;22.42;17.65;22.41;23.46;23.55;27.3;28.37;27.77;38.44;36.06;33.33;29.16;46.19;55.24;62.79;65.07;66.14;55.28;72.2;56.22;46.93;70.6;59.19;52.43;55.92;60.5;64.15;57.78;63.01;63.52;72.81;73.58;74.34;86.67;95.21
egy;total_sulfur_emission_kilotonnes;0.0;1e-05;2e-05;2.9999999999999997e-05;5e-05;5.9999999999999995e-05;7e-05;8e-05;9e-05;0.0001;0.00011999999999999999;0.00013000000000000002;0.00014;0.00015;0.00016;0.00016999999999999999;0.00018999999999999998;0.0002;0.00021;0.00022;0.00022999999999999998;0.00023999999999999998;0.00026000000000000003;0.00027;0.00028;0.00029;0.0003;0.00031;0.00033;0.00033999999999999997;0.00035;0.00054;0.00073;0.0009199999999999999;0.0011099999999999999;0.0013;0.00149;0.00168;0.00187;0.00206;0.00225;0.00236;0.00244;0.00249;0.0025;0.00248;0.0035399999999999997;0.0045899999999999995;0.00563;0.0067599999999999995;0.00785;0.00942;0.01884;0.02827;0.037689999999999994;0.04711;0.05653;0.06595;0.07537999999999999;0.0848;0.09422;0.8794;0.4083;3.141;0.9422;1.8219999999999998;4.303;8.857000000000001;10.68;7.035;4.648;5.747000000000001;5.433;4.805;5.119;5.653;5.433;5.81;8.417;8.543;8.951;9.077;8.511000000000001;7.475;6.941;5.716;5.747000000000001;5.371;7.098;20.92;29.18;38.31;37.05;44.39;46.58;46.15;43.03;44.58;62.36;73.81;77.95;79.93;76.32;72.91;73.64;67.33;59.38;69.02;70.48;66.83;78.74;76.04;81.31;93.01;116.9;127.2;117.0;103.1;102.7;57.93;52.02;70.71;87.73;86.91;107.3;145.6;158.7;202.7;202.4;209.4;244.3;267.6;277.3;247.9;272.6;279.6;283.4;312.6;307.9;298.9;301.7;297.6;280.9;295.2;284.2;271.7;271.4;260.1;253.4;242.0;227.6
eri;total_sulfur_emission_kilotonnes;0.00035;0.00035;0.0007099999999999999;0.00106;0.0014199999999999998;0.0017800000000000001;0.00213;0.00249;0.00285;0.0032;0.0035600000000000002;0.0070799999999999995;0.0106;0.01411;0.01763;0.02115;0.024669999999999997;0.028189999999999996;0.03171;0.035230000000000004;0.03875;0.04227;0.04593;0.0496;0.05326;0.056929999999999994;0.06059;0.06426;0.06792999999999999;0.07159;0.07526000000000001;0.08523;0.07945;0.07997;0.08048999999999999;0.08857000000000001;0.09665;0.1047;0.1132;0.1258;0.133;0.11199999999999999;0.1445;0.1263;0.1569;0.1386;0.1558;0.1756;0.1816;0.1832;0.2188;0.2383;0.1256;0.1376;0.1634;0.1774;0.1735;0.1879;0.2463;0.2258;0.2694;0.2341;0.2682;0.3065;0.3313;0.3788;0.4166;0.3578;0.3841;0.4203;0.441;0.605;0.6236;0.764;0.8062;0.7989;0.7845;0.8578;0.89;1.001;1.09;0.8985;0.7491;0.9041;1.091;1.169;1.213;1.545;1.485;1.5819999999999999;1.47;1.516;1.546;1.551;1.506;1.494;1.4469999999999998;1.5290000000000001;1.7790000000000001;1.8419999999999999;1.925;1.9180000000000001;2.112;2.209;2.269;2.396;2.6430000000000002;2.7039999999999997;2.763;2.878;2.67;2.801;2.9130000000000003;2.82;3.21;3.5010000000000003;3.484;3.388;3.65;3.557;3.7430000000000003;3.8789999999999996;3.946;4.2780000000000005;4.553;4.12;4.038;4.343999999999999;4.323;4.505;4.694;4.794;4.678;4.612;4.651;4.669;4.669;4.7780000000000005;4.757;4.7780000000000005;4.641;4.685;4.73;4.775;4.821000000000001;4.867;4.913;4.96;5.008;5.056;5.104
esp;total_sulfur_emission_kilotonnes;13.83;15.81;15.93;18.4;18.06;18.5;21.49;25.32;29.86;32.5;34.14;27.46;30.36;33.27;32.13;32.96;34.34;36.39;38.15;39.82;43.42;45.2;44.27;47.72;49.76;52.57;54.78;55.88;54.61;53.97;54.98;58.68;63.57;67.93;65.95;66.76;73.42;77.61;83.57;89.83;94.91;100.6;105.1;105.9;109.8;111.3;119.6;124.5;119.5;126.5;140.1;150.3;154.5;154.1;161.7;166.3;171.3;170.8;185.8;193.5;193.7;195.9;225.3;229.7;191.6;198.3;219.0;217.1;208.0;198.1;166.9;201.6;177.3;184.4;201.4;214.7;204.7;238.2;228.5;247.4;223.9;212.7;186.6;173.8;174.8;180.0;147.7;120.9;176.9;162.6;179.3;207.7;223.3;238.8;241.3;254.6;262.3;288.7;307.2;330.0;296.5;307.9;356.6;381.0;383.7;380.3;382.5;473.5;517.6;468.3;406.5;440.9;529.6;568.2;608.5;642.1;670.0;755.6;900.3;860.8;936.6;1033.0;1125.0;1231.0;1437.0;1502.0;1453.0;1420.0;1299.0;1257.0;1418.0;1386.0;1374.0;1382.0;1262.0;1196.0;1134.0;1070.0;893.5;1061.0;1089.0;1082.0;1068.0;1005.0;982.0;904.0;790.5;869.5;803.5;820.0;761.0
est;total_sulfur_emission_kilotonnes;0.00979;0.01099;0.02195;0.03279;0.04351;0.054439999999999995;0.06617;0.07779;0.08816;0.09938999999999999;0.1103;0.1301;0.1315;0.1391;0.1516;0.1539;0.1718;0.1953;0.1615;0.2226;0.2452;0.3311;0.3438;0.3238;0.3817;0.4543;0.5546;0.5534;0.735;0.7557;0.8815;0.9254;0.9832;1.113;1.09;1.168;1.217;1.2;1.3769999999999998;1.617;1.5719999999999998;1.67;1.791;2.031;2.231;2.445;2.525;2.908;3.264;3.839;4.3580000000000005;4.407;4.311;4.525;4.9510000000000005;4.524;5.154;5.928999999999999;6.031000000000001;6.257000000000001;6.085;6.642;7.237;8.38;6.9910000000000005;6.254;6.874;6.196000000000001;2.519;1.9280000000000002;1.758;1.9269999999999998;2.387;2.659;3.332;3.409;5.142;6.506;7.2410000000000005;8.286;10.11;12.02;13.22;15.27;18.68;21.64;25.2;25.91;27.51;30.12;33.9;33.41;32.93;32.46;31.97;31.48;34.55;38.36;43.2;48.05;52.86;56.91;60.63;63.93;69.46;77.77;84.67;90.15;93.83;95.55;96.86;96.06;98.46;100.1;103.6;108.4;110.6;113.4;114.0;116.4;120.0;122.7;125.9;129.3;133.9;138.0;138.5;142.0;143.3;142.5;143.5;131.3;129.2;122.8;118.2;127.0;128.0;127.5;127.0;127.0;126.0;122.8;93.7;76.9;74.55;59.25;62.6;59.5;55.0;51.25;47.73
eth;total_sulfur_emission_kilotonnes;0.00031;0.00031;0.00062;0.00093;0.00124;0.00155;0.00186;0.00217;0.00248;0.0028;0.0031100000000000004;0.00618;0.00925;0.012320000000000001;0.015390000000000001;0.01846;0.02153;0.02461;0.02768;0.03075;0.033819999999999996;0.03689;0.04009;0.043289999999999995;0.04649;0.04969;0.05289;0.05609;0.059289999999999995;0.06249;0.06569;0.07439;0.06935;0.0698;0.07026;0.07731;0.08436;0.09141;0.09877000000000001;0.1098;0.1161;0.09777999999999999;0.1262;0.1102;0.13699999999999998;0.1209;0.136;0.1533;0.1585;0.1599;0.191;0.20800000000000002;0.1097;0.1201;0.1426;0.1549;0.1514;0.16399999999999998;0.215;0.1971;0.2351;0.2043;0.2341;0.2675;0.2892;0.3307;0.3637;0.3123;0.3353;0.3668;0.3849;0.5281;0.5443;0.6669;0.7037;0.6973;0.6848;0.7488;0.7769;0.8739;0.9515;0.7843;0.6539;0.7891;0.9524;1.021;1.0590000000000002;1.349;1.296;1.381;1.284;1.324;1.349;1.3530000000000002;1.315;1.304;1.263;1.335;1.5530000000000002;1.608;1.68;1.4180000000000001;0.924;0.6509;2.972;2.48;2.6889999999999996;2.399;2.109;1.3419999999999999;1.996;2.191;1.77;2.074;0.45299999999999996;2.0180000000000002;1.9880000000000002;16.75;66.74;50.86;56.74;63.84;64.49;70.08;72.14;64.88;62.12;66.27;64.26;69.12;74.46;72.77;68.18;64.29;65.2;62.67;64.51;67.93;64.57;64.7;63.2;51.43;51.16;62.19;73.1;72.71;75.69;73.24;71.09;74.11;77.21
fin;total_sulfur_emission_kilotonnes;0.0093;0.01008;0.02015;0.030139999999999997;0.04005;0.050089999999999996;0.060629999999999996;0.0711;0.08079;0.09102;0.1008;0.1444;0.1509;0.1623;0.1364;0.1565;0.171;0.16899999999999998;0.2038;0.1893;0.2175;0.247;0.2279;0.2294;0.27699999999999997;0.2373;0.2542;0.2823;0.3024;0.2535;0.2808;0.285;0.3144;0.3125;0.3487;0.4364;0.3411;0.3435;0.3343;0.3818;0.4364;0.4398;0.4083;0.4036;0.4293;0.4364;0.5468;0.8656;0.9108;1.38;1.3090000000000002;1.081;1.107;1.403;1.528;1.746;2.109;3.2489999999999997;5.494;5.803999999999999;5.6739999999999995;8.155;10.97;14.81;8.873;4.364;4.96;4.287;4.6819999999999995;5.256;5.237;4.981;8.199;13.98;15.21;13.97;12.27;20.14;22.13;27.36;23.57;26.65;27.0;27.69;33.79;36.22;40.47;46.76;38.73;36.25;26.19;33.19;33.44;43.05;34.02;20.95;37.52;59.51;89.17;67.55;62.85;88.87;91.32;78.59;81.31;95.14;103.3;120.0;118.7;131.7;141.4;151.1;162.6;173.7;189.6;197.7;177.7;191.1;203.1;214.3;257.5;235.9;228.1;236.6;267.4;267.5;245.6;288.6;260.6;285.1;292.0;267.0;242.0;186.0;184.0;191.0;165.5;164.0;151.0;122.0;118.5;97.0;70.5;61.0;57.5;48.5;52.5;49.5;44.5;42.5;38.0
fji;total_sulfur_emission_kilotonnes;0.03966;0.031810000000000005;0.039810000000000005;0.01609;0.00823;0.00831;0.03218;0.032260000000000004;0.032330000000000005;0.03241;0.04042;0.04049;0.04849;0.0565;0.07243;0.06457;0.0964;0.1282;0.1362;0.1363;0.07297999999999999;0.08897000000000001;0.09704;0.09717;0.08937;0.0895;0.08949;0.09741;0.0736;0.07791000000000001;0.08223;0.1469;0.1654;0.1955;0.2341;0.2133;0.1937;0.1878;0.2164;0.2454;0.2482;0.295;0.272;0.2924;0.3132;0.3344;0.3673;0.4254;0.474;0.5449;0.5739;0.614;0.5881;0.6191;0.6631;0.7369;0.7763;0.9134;0.9209999999999999;0.8682;1.0090000000000001;1.055;1.124;1.124;1.035;0.9226;0.8678;0.8579;0.8809;0.6083;0.7388;0.6923;0.7495;0.8412;0.8399;0.8428;0.8286;0.8921;0.8587;0.8472;0.8203;0.7051;0.7665;0.7785;0.8031;0.8527;0.9237;1.021;1.054;1.113;1.109;1.19;1.188;1.14;1.1420000000000001;1.071;1.094;1.112;1.149;1.167;1.261;2.695;3.188;2.474;2.676;2.435;2.347;0.9033;0.42200000000000004;1.3419999999999999;0.9318;0.263;0.9292;0.9679;0.5438;0.4038;0.2651;0.784;0.2567;0.1293;0.1905;0.2517;0.4488;0.6459999999999999;0.8431;2.09;1.085;2.219;2.7560000000000002;2.7439999999999998;2.6710000000000003;2.407;2.9960000000000004;2.1430000000000002;2.542;1.8359999999999999;1.683;1.754;1.903;1.4709999999999999;1.58;1.4680000000000002;1.528;1.535;1.579;1.544;1.524;1.473;1.464;1.5419999999999998;1.374
fra;total_sulfur_emission_kilotonnes;39.5;40.36;43.45;51.02;58.74;67.21;71.06;73.49;72.58;73.79;79.97;85.93;89.86;90.78;96.47;102.0;111.7;113.1;115.2;118.2;102.8;102.4;124.4;133.6;127.5;133.6;134.3;131.5;133.9;139.5;156.8;160.8;170.5;179.4;173.5;166.0;163.5;171.6;177.8;180.6;200.5;201.1;201.3;197.2;208.9;209.6;216.5;227.2;234.0;250.3;276.3;264.6;247.7;265.3;257.4;256.1;289.1;313.2;318.1;329.8;334.7;356.5;361.6;406.1;288.8;272.2;292.8;312.5;286.7;325.9;458.4;382.0;468.0;533.8;588.4;565.5;561.7;591.2;585.2;666.7;682.7;604.1;521.3;538.5;534.9;508.5;530.4;613.5;570.1;575.1;401.4;327.6;348.9;373.4;252.1;344.8;559.1;675.1;719.4;826.8;721.4;866.4;908.0;841.0;870.7;859.7;965.4;970.9;947.7;898.5;876.7;913.5;960.6;1089.0;1183.0;1248.0;1277.0;1369.0;1364.0;1410.0;1545.0;1610.0;1706.0;1996.0;1996.0;1738.0;1706.0;1545.0;1610.0;1706.0;1631.0;1282.0;1229.0;1012.0;903.0;754.1;689.2;680.5;627.8;709.6;663.0;722.0;630.5;546.5;520.5;489.0;477.0;403.0;411.5;352.5;313.5
fro;total_sulfur_emission_kilotonnes;0.014580000000000001;0.01581;0.01736;0.01838;0.019809999999999998;0.02045;0.02136;0.02099;0.021330000000000002;0.023119999999999998;0.02561;0.02698;0.02731;0.028489999999999998;0.03058;0.03234;0.033510000000000005;0.03499;0.03558;0.03754;0.037739999999999996;0.0393;0.04337;0.04572;0.0443;0.04648;0.0475;0.0485;0.048889999999999996;0.05004;0.055389999999999995;0.05861;0.06095;0.064;0.06283;0.06339;0.061770000000000005;0.06502999999999999;0.0675;0.07128999999999999;0.07472999999999999;0.07658;0.07531;0.07237;0.07821;0.08007;0.08454;0.08698;0.08817;0.094;0.09788999999999999;0.0975;0.0986;0.1017;0.10400000000000001;0.106;0.1127;0.1187;0.11900000000000001;0.1207;0.1252;0.1273;0.1321;0.1367;0.1238;0.1262;0.1368;0.1329;0.125;0.111;0.1156;0.1038;0.1129;0.1141;0.1303;0.1301;0.1042;0.1418;0.1414;0.1551;0.1459;0.1323;0.1222;0.125;0.135;0.1408;0.1474;0.161;0.16;0.1679;0.1621;0.1701;0.184;0.2012;0.1954;0.1016;0.1492;0.1622;0.1683;0.1727;0.1634;0.1273;0.08292999999999999;0.09089;0.08893;0.09443;0.05851;0.030019999999999998;0.01403;0.013380000000000001;0.013269999999999999;0.02623;0.01324;0.05515;0.027110000000000002;0.02684;0.03965;0.026060000000000003;0.0128;0.01289;0.01319;0.01255;0.0155;0.01846;0.02141;0.02436;0.02732;0.03027;0.03322;0.036180000000000004;0.03913;0.04208;0.04503;0.04799;0.05094;0.05389;0.05685;0.0598;0.06275;0.06571;0.06866;0.06801;0.06737;0.06674;0.06611;0.06548999999999999;0.06487000000000001;0.06426;0.06365;0.06305;0.06246
gab;total_sulfur_emission_kilotonnes;0.00061;0.00061;0.00121;0.00182;0.00243;0.0030399999999999997;0.00365;0.00426;0.00487;0.00548;0.00609;0.01212;0.01814;0.02416;0.030180000000000002;0.0362;0.04222;0.04825;0.054270000000000006;0.0603;0.06632;0.07235;0.07862000000000001;0.08489;0.09116;0.09744;0.1037;0.11;0.1163;0.1225;0.1288;0.1459;0.136;0.1369;0.1378;0.1516;0.1654;0.1792;0.1937;0.2153;0.2276;0.1917;0.2474;0.2161;0.2686;0.2372;0.2667;0.3006;0.3108;0.3135;0.3746;0.408;0.8159;1.224;1.632;2.04;2.448;2.8560000000000003;3.264;3.6719999999999997;4.08;4.487;4.895;5.303;5.711;6.119;6.527;6.935;7.343;7.751;8.158999999999999;8.567;8.975;9.383;9.791;10.2;10.61;11.01;11.42;11.83;12.24;12.65;13.05;13.46;13.87;14.28;14.69;15.09;15.5;15.91;16.32;16.71;17.1;17.46;17.78;18.1;18.16;18.38;18.58;18.69;2.3680000000000003;1.1420000000000001;3.719;1.3980000000000001;0.3418;1.089;1.148;1.207;1.474;1.74;2.0069999999999997;2.736;0.6473;1.1059999999999999;1.564;2.023;2.481;17.22;52.51;40.11;58.15;55.89;59.54;66.27;70.17;58.46;62.12;78.86;95.42;74.51;76.3;70.49;64.22;49.88;48.47;44.21;40.57;33.04;31.75;36.32;22.0;20.84;29.39;30.17;28.92;28.27;27.97;27.2;27.43;27.33;26.66
